".id","dataset","rep.merged","rarity.cutoff","sample.type","frequency","occupancy","percentage"
"mz_rep.merged1_all_sed","peaks","rep.merged1","all","sed",122,88,95
"mz_rep.merged1_all_sed","peaks","rep.merged1","all","sed",143,89,96
"mz_rep.merged1_all_sed","peaks","rep.merged1","all","sed",169,90,97
"mz_rep.merged1_all_sed","peaks","rep.merged1","all","sed",261,91,98
"mz_rep.merged1_all_sed","peaks","rep.merged1","all","sed",601,92,99
"mz_rep.merged1_all_sed","peaks","rep.merged1","all","sed",53,93,100
"mz_rep.merged2_all_water","peaks","rep.merged2","all","water",4468,1,1
"mz_rep.merged2_all_water","peaks","rep.merged2","all","water",1636,2,2
"mz_rep.merged2_all_water","peaks","rep.merged2","all","water",909,3,3
"mz_rep.merged2_all_water","peaks","rep.merged2","all","water",580,4,4
"mz_rep.merged2_all_water","peaks","rep.merged2","all","water",405,5,5
"mz_rep.merged2_all_water","peaks","rep.merged2","all","water",364,6,6
"mz_rep.merged2_all_water","peaks","rep.merged2","all","water",254,7,7
"mz_rep.merged2_all_water","peaks","rep.merged2","all","water",234,8,8
"mz_rep.merged2_all_water","peaks","rep.merged2","all","water",197,9,9
"mz_rep.merged2_all_water","peaks","rep.merged2","all","water",182,10,11
"mz_rep.merged2_all_water","peaks","rep.merged2","all","water",183,11,12
"mz_rep.merged2_all_water","peaks","rep.merged2","all","water",128,12,13
"mz_rep.merged2_all_water","peaks","rep.merged2","all","water",146,13,14
"mz_rep.merged2_all_water","peaks","rep.merged2","all","water",98,14,15
"mz_rep.merged2_all_water","peaks","rep.merged2","all","water",100,15,16
"mz_rep.merged2_all_water","peaks","rep.merged2","all","water",86,16,17
"mz_rep.merged2_all_water","peaks","rep.merged2","all","water",81,17,18
"mz_rep.merged2_all_water","peaks","rep.merged2","all","water",80,18,19
"mz_rep.merged2_all_water","peaks","rep.merged2","all","water",70,19,20
"mz_rep.merged2_all_water","peaks","rep.merged2","all","water",66,20,21
"mz_rep.merged2_all_water","peaks","rep.merged2","all","water",61,21,22
"mz_rep.merged2_all_water","peaks","rep.merged2","all","water",61,22,23
"mz_rep.merged2_all_water","peaks","rep.merged2","all","water",60,23,24
"mz_rep.merged2_all_water","peaks","rep.merged2","all","water",62,24,25
"mz_rep.merged2_all_water","peaks","rep.merged2","all","water",44,25,26
"mz_rep.merged2_all_water","peaks","rep.merged2","all","water",50,26,27
"mz_rep.merged2_all_water","peaks","rep.merged2","all","water",48,27,28
"mz_rep.merged2_all_water","peaks","rep.merged2","all","water",59,28,29
"mz_rep.merged2_all_water","peaks","rep.merged2","all","water",47,29,31
"mz_rep.merged2_all_water","peaks","rep.merged2","all","water",47,30,32
"mz_rep.merged2_all_water","peaks","rep.merged2","all","water",37,31,33
"mz_rep.merged2_all_water","peaks","rep.merged2","all","water",47,32,34
"mz_rep.merged2_all_water","peaks","rep.merged2","all","water",46,33,35
"mz_rep.merged2_all_water","peaks","rep.merged2","all","water",38,34,36
"mz_rep.merged2_all_water","peaks","rep.merged2","all","water",32,35,37
"mz_rep.merged2_all_water","peaks","rep.merged2","all","water",36,36,38
"mz_rep.merged2_all_water","peaks","rep.merged2","all","water",31,37,39
"mz_rep.merged2_all_water","peaks","rep.merged2","all","water",35,38,40
"mz_rep.merged2_all_water","peaks","rep.merged2","all","water",31,39,41
"mz_rep.merged2_all_water","peaks","rep.merged2","all","water",37,40,42
"mz_rep.merged2_all_water","peaks","rep.merged2","all","water",38,41,43
"mz_rep.merged2_all_water","peaks","rep.merged2","all","water",32,42,44
"mz_rep.merged2_all_water","peaks","rep.merged2","all","water",34,43,45
"mz_rep.merged2_all_water","peaks","rep.merged2","all","water",41,44,46
"mz_rep.merged2_all_water","peaks","rep.merged2","all","water",27,45,47
"mz_rep.merged2_all_water","peaks","rep.merged2","all","water",31,46,48
"mz_rep.merged2_all_water","peaks","rep.merged2","all","water",31,47,49
"mz_rep.merged2_all_water","peaks","rep.merged2","all","water",23,48,51
"mz_rep.merged2_all_water","peaks","rep.merged2","all","water",34,49,52
"mz_rep.merged2_all_water","peaks","rep.merged2","all","water",23,50,53
"mz_rep.merged2_all_water","peaks","rep.merged2","all","water",31,51,54
"mz_rep.merged2_all_water","peaks","rep.merged2","all","water",34,52,55
"mz_rep.merged2_all_water","peaks","rep.merged2","all","water",30,53,56
"mz_rep.merged2_all_water","peaks","rep.merged2","all","water",28,54,57
"mz_rep.merged2_all_water","peaks","rep.merged2","all","water",37,55,58
"mz_rep.merged2_all_water","peaks","rep.merged2","all","water",30,56,59
"mz_rep.merged2_all_water","peaks","rep.merged2","all","water",26,57,60
"mz_rep.merged2_all_water","peaks","rep.merged2","all","water",30,58,61
"mz_rep.merged2_all_water","peaks","rep.merged2","all","water",30,59,62
"mz_rep.merged2_all_water","peaks","rep.merged2","all","water",45,60,63
"mz_rep.merged2_all_water","peaks","rep.merged2","all","water",34,61,64
"mz_rep.merged2_all_water","peaks","rep.merged2","all","water",36,62,65
"mz_rep.merged2_all_water","peaks","rep.merged2","all","water",28,63,66
"mz_rep.merged2_all_water","peaks","rep.merged2","all","water",37,64,67
"mz_rep.merged2_all_water","peaks","rep.merged2","all","water",27,65,68
"mz_rep.merged2_all_water","peaks","rep.merged2","all","water",33,66,69
"mz_rep.merged2_all_water","peaks","rep.merged2","all","water",28,67,71
"mz_rep.merged2_all_water","peaks","rep.merged2","all","water",35,68,72
"mz_rep.merged2_all_water","peaks","rep.merged2","all","water",41,69,73
"mz_rep.merged2_all_water","peaks","rep.merged2","all","water",31,70,74
"mz_rep.merged2_all_water","peaks","rep.merged2","all","water",52,71,75
"mz_rep.merged2_all_water","peaks","rep.merged2","all","water",33,72,76
"mz_rep.merged2_all_water","peaks","rep.merged2","all","water",42,73,77
"mz_rep.merged2_all_water","peaks","rep.merged2","all","water",42,74,78
"mz_rep.merged2_all_water","peaks","rep.merged2","all","water",37,75,79
"mz_rep.merged2_all_water","peaks","rep.merged2","all","water",53,76,80
"mz_rep.merged2_all_water","peaks","rep.merged2","all","water",47,77,81
"mz_rep.merged2_all_water","peaks","rep.merged2","all","water",43,78,82
"mz_rep.merged2_all_water","peaks","rep.merged2","all","water",59,79,83
"mz_rep.merged2_all_water","peaks","rep.merged2","all","water",41,80,84
"mz_rep.merged2_all_water","peaks","rep.merged2","all","water",36,81,85
"mz_rep.merged2_all_water","peaks","rep.merged2","all","water",36,82,86
"mz_rep.merged2_all_water","peaks","rep.merged2","all","water",58,83,87
"mz_rep.merged2_all_water","peaks","rep.merged2","all","water",50,84,88
"mz_rep.merged2_all_water","peaks","rep.merged2","all","water",67,85,89
"mz_rep.merged2_all_water","peaks","rep.merged2","all","water",57,86,91
"mz_rep.merged2_all_water","peaks","rep.merged2","all","water",64,87,92
"mz_rep.merged2_all_water","peaks","rep.merged2","all","water",69,88,93
"mz_rep.merged2_all_water","peaks","rep.merged2","all","water",78,89,94
"mz_rep.merged2_all_water","peaks","rep.merged2","all","water",86,90,95
"mz_rep.merged2_all_water","peaks","rep.merged2","all","water",109,91,96
"mz_rep.merged2_all_water","peaks","rep.merged2","all","water",111,92,97
"mz_rep.merged2_all_water","peaks","rep.merged2","all","water",149,93,98
"mz_rep.merged2_all_water","peaks","rep.merged2","all","water",193,94,99
"mz_rep.merged2_all_water","peaks","rep.merged2","all","water",480,95,100
"mz_rep.merged2_all_sed","peaks","rep.merged2","all","sed",9707,1,1
"mz_rep.merged2_all_sed","peaks","rep.merged2","all","sed",1854,2,2
"mz_rep.merged2_all_sed","peaks","rep.merged2","all","sed",950,3,3
"mz_rep.merged2_all_sed","peaks","rep.merged2","all","sed",679,4,4
"mz_rep.merged2_all_sed","peaks","rep.merged2","all","sed",488,5,5
"mz_rep.merged2_all_sed","peaks","rep.merged2","all","sed",359,6,6
"mz_rep.merged2_all_sed","peaks","rep.merged2","all","sed",287,7,8
"mz_rep.merged2_all_sed","peaks","rep.merged2","all","sed",235,8,9
"mz_rep.merged2_all_sed","peaks","rep.merged2","all","sed",232,9,10
"mz_rep.merged2_all_sed","peaks","rep.merged2","all","sed",164,10,11
"mz_rep.merged2_all_sed","peaks","rep.merged2","all","sed",166,11,12
"mz_rep.merged2_all_sed","peaks","rep.merged2","all","sed",152,12,13
"mz_rep.merged2_all_sed","peaks","rep.merged2","all","sed",132,13,14
"mz_rep.merged2_all_sed","peaks","rep.merged2","all","sed",155,14,15
"mz_rep.merged2_all_sed","peaks","rep.merged2","all","sed",110,15,16
"mz_rep.merged2_all_sed","peaks","rep.merged2","all","sed",106,16,17
"mz_rep.merged2_all_sed","peaks","rep.merged2","all","sed",127,17,18
"mz_rep.merged2_all_sed","peaks","rep.merged2","all","sed",93,18,19
"mz_rep.merged2_all_sed","peaks","rep.merged2","all","sed",74,19,20
"mz_rep.merged2_all_sed","peaks","rep.merged2","all","sed",62,20,22
"mz_rep.merged2_all_sed","peaks","rep.merged2","all","sed",71,21,23
"mz_rep.merged2_all_sed","peaks","rep.merged2","all","sed",61,22,24
"mz_rep.merged2_all_sed","peaks","rep.merged2","all","sed",70,23,25
"mz_rep.merged2_all_sed","peaks","rep.merged2","all","sed",57,24,26
"mz_rep.merged2_all_sed","peaks","rep.merged2","all","sed",65,25,27
"mz_rep.merged2_all_sed","peaks","rep.merged2","all","sed",70,26,28
"mz_rep.merged2_all_sed","peaks","rep.merged2","all","sed",65,27,29
"mz_rep.merged2_all_sed","peaks","rep.merged2","all","sed",53,28,30
"mz_rep.merged2_all_sed","peaks","rep.merged2","all","sed",64,29,31
"mz_rep.merged2_all_sed","peaks","rep.merged2","all","sed",55,30,32
"mz_rep.merged2_all_sed","peaks","rep.merged2","all","sed",48,31,33
"mz_rep.merged2_all_sed","peaks","rep.merged2","all","sed",69,32,34
"mz_rep.merged2_all_sed","peaks","rep.merged2","all","sed",63,33,35
"mz_rep.merged2_all_sed","peaks","rep.merged2","all","sed",52,34,37
"mz_rep.merged2_all_sed","peaks","rep.merged2","all","sed",47,35,38
"mz_rep.merged2_all_sed","peaks","rep.merged2","all","sed",57,36,39
"mz_rep.merged2_all_sed","peaks","rep.merged2","all","sed",39,37,40
"mz_rep.merged2_all_sed","peaks","rep.merged2","all","sed",52,38,41
"mz_rep.merged2_all_sed","peaks","rep.merged2","all","sed",56,39,42
"mz_rep.merged2_all_sed","peaks","rep.merged2","all","sed",45,40,43
"mz_rep.merged2_all_sed","peaks","rep.merged2","all","sed",50,41,44
"mz_rep.merged2_all_sed","peaks","rep.merged2","all","sed",38,42,45
"mz_rep.merged2_all_sed","peaks","rep.merged2","all","sed",42,43,46
"mz_rep.merged2_all_sed","peaks","rep.merged2","all","sed",37,44,47
"mz_rep.merged2_all_sed","peaks","rep.merged2","all","sed",47,45,48
"mz_rep.merged2_all_sed","peaks","rep.merged2","all","sed",40,46,49
"mz_rep.merged2_all_sed","peaks","rep.merged2","all","sed",40,47,51
"mz_rep.merged2_all_sed","peaks","rep.merged2","all","sed",30,48,52
"mz_rep.merged2_all_sed","peaks","rep.merged2","all","sed",40,49,53
"mz_rep.merged2_all_sed","peaks","rep.merged2","all","sed",39,50,54
"mz_rep.merged2_all_sed","peaks","rep.merged2","all","sed",48,51,55
"mz_rep.merged2_all_sed","peaks","rep.merged2","all","sed",36,52,56
"mz_rep.merged2_all_sed","peaks","rep.merged2","all","sed",43,53,57
"mz_rep.merged2_all_sed","peaks","rep.merged2","all","sed",38,54,58
"mz_rep.merged2_all_sed","peaks","rep.merged2","all","sed",32,55,59
"mz_rep.merged2_all_sed","peaks","rep.merged2","all","sed",43,56,60
"mz_rep.merged2_all_sed","peaks","rep.merged2","all","sed",42,57,61
"mz_rep.merged2_all_sed","peaks","rep.merged2","all","sed",38,58,62
"mz_rep.merged2_all_sed","peaks","rep.merged2","all","sed",53,59,63
"mz_rep.merged2_all_sed","peaks","rep.merged2","all","sed",30,60,65
"mz_rep.merged2_all_sed","peaks","rep.merged2","all","sed",32,61,66
"mz_rep.merged2_all_sed","peaks","rep.merged2","all","sed",49,62,67
"mz_rep.merged2_all_sed","peaks","rep.merged2","all","sed",38,63,68
"mz_rep.merged2_all_sed","peaks","rep.merged2","all","sed",24,64,69
"mz_rep.merged2_all_sed","peaks","rep.merged2","all","sed",42,65,70
"mz_rep.merged2_all_sed","peaks","rep.merged2","all","sed",39,66,71
"mz_rep.merged2_all_sed","peaks","rep.merged2","all","sed",38,67,72
"mz_rep.merged2_all_sed","peaks","rep.merged2","all","sed",28,68,73
"mz_rep.merged2_all_sed","peaks","rep.merged2","all","sed",36,69,74
"mz_rep.merged2_all_sed","peaks","rep.merged2","all","sed",35,70,75
"mz_rep.merged2_all_sed","peaks","rep.merged2","all","sed",42,71,76
"mz_rep.merged2_all_sed","peaks","rep.merged2","all","sed",40,72,77
"mz_rep.merged2_all_sed","peaks","rep.merged2","all","sed",39,73,78
"mz_rep.merged2_all_sed","peaks","rep.merged2","all","sed",37,74,80
"mz_rep.merged2_all_sed","peaks","rep.merged2","all","sed",35,75,81
"mz_rep.merged2_all_sed","peaks","rep.merged2","all","sed",46,76,82
"mz_rep.merged2_all_sed","peaks","rep.merged2","all","sed",42,77,83
"mz_rep.merged2_all_sed","peaks","rep.merged2","all","sed",56,78,84
"mz_rep.merged2_all_sed","peaks","rep.merged2","all","sed",45,79,85
"mz_rep.merged2_all_sed","peaks","rep.merged2","all","sed",39,80,86
"mz_rep.merged2_all_sed","peaks","rep.merged2","all","sed",57,81,87
"mz_rep.merged2_all_sed","peaks","rep.merged2","all","sed",49,82,88
"mz_rep.merged2_all_sed","peaks","rep.merged2","all","sed",68,83,89
"mz_rep.merged2_all_sed","peaks","rep.merged2","all","sed",51,84,90
"mz_rep.merged2_all_sed","peaks","rep.merged2","all","sed",60,85,91
"mz_rep.merged2_all_sed","peaks","rep.merged2","all","sed",61,86,92
"mz_rep.merged2_all_sed","peaks","rep.merged2","all","sed",86,87,94
"mz_rep.merged2_all_sed","peaks","rep.merged2","all","sed",77,88,95
"mz_rep.merged2_all_sed","peaks","rep.merged2","all","sed",103,89,96
"mz_rep.merged2_all_sed","peaks","rep.merged2","all","sed",93,90,97
"mz_rep.merged2_all_sed","peaks","rep.merged2","all","sed",122,91,98
"mz_rep.merged2_all_sed","peaks","rep.merged2","all","sed",368,92,99
"mz_rep.merged2_all_sed","peaks","rep.merged2","all","sed",30,93,100
