.id,dataset,replicate.merging,rarity.cutoff,sample.type,frequency,percentage,log.freq,loess.5,loess.5.secderiv,Core,In-between,Satellite,,log10,sites,moving avg,lowess,loess,sgolay,rlowess,rloess,knot5,knot15,knot25,knot35,knot45,knot55,ln,sites,moving avg,lowess,loess,sgolay,rlowess,rloess,knot5,knot15,knot25,knot35,knot45,knot55,second derivative of ln data --> ,sites,moving avg,lowess,loess,sgolay,rlowess,rloess,knot5,knot15,knot25,knot35,knot45,knot55
mf_rep.merged2_all_sed,Molecular formulae,rep.merged2,all,sed,34,34,3.526360525,3.505081125,0.006468823,93-100,17-92,16-Jan,,,,1.531478917,1.531478917,1.531478917,1.531478917,1.531478917,1.531478917,1.508143117,1.522214449,1.531478917,1.527612212,1.522558706,1.531478917,,,3.526360525,3.526360525,3.526360525,3.526360525,3.526360525,3.526360525,3.472627859,3.505028299,3.526360525,3.517457107,3.50582098,3.526360525,,32,0.023456305,-0.007228965,-0.048539004,-0.017558118,-0.004404223,-0.048539004,-0.000303878,0.006577248,0.004446825,0.016984535,0.004080982,-0.032849947
mf_rep.merged2_all_sed,Molecular formulae,rep.merged2,all,sed,37,35,3.610917913,3.50033277,0.003068625,93-100,17-92,16-Jan,,,,1.568201724,1.568201724,1.568201724,1.568201724,1.568201724,1.568201724,1.513107834,1.523031516,1.568201724,1.524199177,1.523917446,1.568201724,,,3.610917912,3.610917912,3.610917912,3.610917912,3.610917912,3.610917912,3.484059543,3.506909665,3.610917912,3.509598304,3.508949594,3.610917912,,33,0.014260799,-0.010968684,-0.067755264,-0.017902519,-0.010395273,-0.067755264,-0.00017551,0.007826722,0.006443465,-0.04833028,-0.012564718,0.063003703
mf_rep.merged2_all_sed,Molecular formulae,rep.merged2,all,sed,28,37,3.33220451,3.500318827,0.001783862,93-100,17-92,16-Jan,,,,1.447158031,1.447158031,1.447158031,1.447158031,1.447158031,1.447158031,1.531888735,1.513063323,1.447158031,1.509496942,1.518455505,1.447158031,,,3.332204509,3.332204509,3.332204509,3.332204509,3.332204509,3.332204509,3.527304165,3.483957052,3.332204509,3.475745157,3.49637301,3.332204509,,34,-0.03041326,0.017108138,0.111367611,0.03103607,0.011148605,0.111367611,-4.71E-05,0.008281976,0.008440105,-0.047229943,-0.026382296,0.006187133
mf_rep.merged2_all_sed,Molecular formulae,rep.merged2,all,sed,36,38,3.583518938,3.503308839,0.00114148,93-100,17-92,16-Jan,,,,1.556302501,1.556302501,1.556302501,1.556302501,1.556302501,1.556302501,1.521017202,1.525053291,1.556302501,1.52464857,1.526520778,1.556302501,,,3.583518939,3.583518939,3.583518939,3.583518939,3.583518939,3.583518939,3.502271536,3.511564974,3.583518939,3.510633069,3.514943988,3.583518939,,35,0.006410755,-0.015705581,-0.038730646,-0.023611287,-0.017038814,-0.038730646,8.12E-05,0.003971911,0.010436744,0.012906082,-0.009209493,-0.140435448
mf_rep.merged2_all_sed,Molecular formulae,rep.merged2,all,sed,36,39,3.583518938,3.506669499,-0.004125895,93-100,17-92,16-Jan,,,,1.556302501,1.556302501,1.556302501,1.556302501,1.556302501,1.556302501,1.502801108,1.533632077,1.556302501,1.545296849,1.533719415,1.556302501,,,3.583518939,3.583518939,3.583518939,3.583518939,3.583518939,3.583518939,3.460327429,3.531318359,3.583518939,3.558177489,3.531519462,3.583518939,,36,0.030717377,-0.018602429,-0.108408996,-0.033605262,-0.01850866,-0.108408996,0.000209594,-0.000338154,0.005268991,0.073042108,0.033788625,0.009602269
mf_rep.merged2_all_sed,Molecular formulae,rep.merged2,all,sed,30,40,3.401197382,3.50660713,-0.005176071,93-100,17-92,16-Jan,,,,1.477121255,1.477121255,1.477121255,1.477121255,1.477121255,1.477121255,1.540063193,1.499791678,1.477121255,1.484080958,1.499524658,1.477121255,,,3.401197382,3.401197382,3.401197382,3.401197382,3.401197382,3.401197382,3.54612655,3.45339796,3.401197382,3.417222691,3.452783124,3.401197382,,37,-0.01844034,0.042303025,0.135581073,0.061964551,0.03404942,0.135581073,0.000337962,-0.004648219,-0.007063155,0.029110551,0.03772672,0.125250748
mf_rep.merged2_all_sed,Molecular formulae,rep.merged2,all,sed,30,41,3.401197382,3.501368691,-0.006226247,93-100,17-92,16-Jan,,,,1.477121255,1.477121255,1.477121255,1.477121255,1.477121255,1.477121255,1.527075032,1.521885103,1.477121255,1.522718436,1.516830489,1.477121255,,,3.401197382,3.401197382,3.401197382,3.401197382,3.401197382,3.401197382,3.516220205,3.504269951,3.401197382,3.506188772,3.492631273,3.401197382,,38,-0.025130371,0.023315667,0.053777845,0.04199754,0.024820927,0.053777845,0.00046633,-0.008958284,-0.0193953,-0.037121201,-0.005207215,0.037472014
mf_rep.merged2_all_sed,Molecular formulae,rep.merged2,all,sed,43,42,3.761200116,3.488210862,-0.017435276,93-100,17-92,16-Jan,,,,1.633468456,1.633468456,1.633468456,1.633468456,1.633468456,1.633468456,1.527075032,1.548017947,1.633468456,1.551156796,1.53167844,1.633468456,,,3.761200117,3.761200117,3.761200117,3.761200117,3.761200117,3.761200117,3.516220205,3.564443048,3.761200117,3.571670515,3.526819943,3.761200117,,39,-0.007130234,-0.062717658,-0.134420978,-0.081643153,-0.044833431,-0.134420978,0.000594698,-0.013268349,-0.031727446,-0.089976833,-0.044950094,-0.076929336
mf_rep.merged2_all_sed,Molecular formulae,rep.merged2,all,sed,31,43,3.433987204,3.460348907,-0.012257403,93-100,17-92,16-Jan,,,,1.491361694,1.491361694,1.491361694,1.491361694,1.491361694,1.491361694,1.507693029,1.55064159,1.491361694,1.573097222,1.543059929,1.491361694,,,3.433987205,3.433987205,3.433987205,3.433987205,3.433987205,3.433987205,3.471591493,3.57048421,3.433987205,3.622190213,3.55302679,3.433987205,,40,-0.019408681,-0.074605189,-0.072180799,-0.098426432,-0.066705643,-0.072180799,0.000723066,-0.017578414,-0.026268182,-0.042511565,-0.079108629,-0.216051685
mf_rep.merged2_all_sed,Molecular formulae,rep.merged2,all,sed,36,44,3.583518938,3.42022955,-0.007079529,93-100,17-92,16-Jan,,,,1.556302501,1.556302501,1.556302501,1.556302501,1.556302501,1.556302501,1.501700385,1.487292485,1.556302501,1.476403951,1.485948575,1.556302501,,,3.583518939,3.583518939,3.583518939,3.583518939,3.583518939,3.583518939,3.457792921,3.424617505,3.583518939,3.399545729,3.421523038,3.583518939,,41,-0.015843962,-0.007292402,-0.018408313,-0.002868177,-0.014134444,-0.018408313,0.000851434,-0.015566412,-0.011913212,0.004953704,-0.070069077,-0.004671784
mf_rep.merged2_all_sed,Molecular formulae,rep.merged2,all,sed,24,45,3.17805383,3.373351053,2.07E-05,93-100,17-92,16-Jan,,,,1.380211242,1.380211242,1.380211242,1.380211242,1.380211242,1.380211242,1.454594695,1.449795591,1.380211242,1.452491782,1.453409799,1.380211242,,,3.178053831,3.178053831,3.178053831,3.178053831,3.178053831,3.178053831,3.349328061,3.338277716,3.178053831,3.344485925,3.346599737,3.178053831,,42,0.002607465,0.046936502,0.074188842,0.064073192,0.038024296,0.074188842,0.000979802,-0.008812861,0.002441758,0.031614968,0.054165374,0.229539055
mf_rep.merged2_all_sed,Molecular formulae,rep.merged2,all,sed,28,46,3.33220451,3.326493232,0.007120882,93-100,17-92,16-Jan,,,,1.447158031,1.447158031,1.447158031,1.447158031,1.447158031,1.447158031,1.448801956,1.413898824,1.447158031,1.396668573,1.415664666,1.447158031,,,3.332204509,3.332204509,3.332204509,3.332204509,3.332204509,3.332204509,3.335989787,3.255622355,3.332204509,3.215948236,3.259688357,3.332204509,,43,0.009829094,0.039770043,0.071601437,0.050427638,0.036482393,0.071601437,0.001108171,-0.00205931,0.016796729,0.028556227,0.133156235,0.009120577
mf_rep.merged2_all_sed,Molecular formulae,rep.merged2,all,sed,25,47,3.218875825,3.285260751,0.005247838,93-100,17-92,16-Jan,,,,1.397940009,1.397940009,1.397940009,1.397940009,1.397940009,1.397940009,1.406025992,1.430486646,1.397940009,1.443192878,1.429814635,1.397940009,,,3.218875826,3.218875826,3.218875826,3.218875826,3.218875826,3.218875826,3.23749449,3.293817227,3.218875826,3.323074407,3.292269864,3.218875826,,44,0.024252994,-0.007847674,-0.042163842,-0.019261142,-0.004090645,-0.042163842,0.001236539,0.004694242,0.017345267,0.025497486,0.008550947,-0.075281906
mf_rep.merged2_all_sed,Molecular formulae,rep.merged2,all,sed,29,48,3.36729583,3.249933206,0.007317376,93-100,17-92,16-Jan,,,,1.462397998,1.462397998,1.462397998,1.462397998,1.462397998,1.462397998,1.412978413,1.409592803,1.462397998,1.404534974,1.408757165,1.462397998,,,3.36729583,3.36729583,3.36729583,3.36729583,3.36729583,3.36729583,3.25350303,3.245707375,3.36729583,3.234061294,3.243783248,3.36729583,,45,0.010873055,-0.012110567,-0.036072653,-0.020323963,-0.009810274,-0.036072653,0.001364907,0.011447793,0.015132519,0.005899138,-0.097199239,0.038157059
mf_rep.merged2_all_sed,Molecular formulae,rep.merged2,all,sed,22,49,3.091042453,3.221923036,0.009386913,93-100,17-92,16-Jan,,,,1.342422681,1.342422681,1.342422681,1.342422681,1.342422681,1.342422681,1.399589055,1.397544895,1.342422681,1.400433942,1.399113293,1.342422681,,,3.091042454,3.091042454,3.091042454,3.091042454,3.091042454,3.091042454,3.222672894,3.217966042,3.091042454,3.224618319,3.221577412,3.091042454,,46,-0.016913879,0.014714011,0.053711187,0.025605124,0.012451076,0.053711187,0.001493275,0.018201344,0.012919771,-0.020590714,-0.014398399,0.01293254
mf_rep.merged2_all_sed,Molecular formulae,rep.merged2,all,sed,26,51,3.258096538,3.191180195,0.006096821,93-100,17-92,16-Jan,,,,1.414973348,1.414973348,1.414973348,1.414973348,1.414973348,1.414973348,1.396043302,1.384248572,1.414973348,1.377095036,1.384807472,1.414973348,,,3.258096538,3.258096538,3.258096538,3.258096538,3.258096538,3.258096538,3.214508496,3.187350127,3.258096538,3.170878502,3.188637042,3.258096538,,47,0.008317693,-0.000784907,0.007289146,-0.005237519,-0.001196532,0.007289146,0.001621643,0.024954896,0.010707023,-0.047080565,0.068402441,-0.070676605
mf_rep.merged2_all_sed,Molecular formulae,rep.merged2,all,sed,24,52,3.17805383,3.186252833,0.007309603,93-100,17-92,16-Jan,,,,1.380211242,1.380211242,1.380211242,1.380211242,1.380211242,1.380211242,1.363769702,1.390163998,1.380211242,1.402155662,1.390041684,1.380211242,,,3.178053831,3.178053831,3.178053831,3.178053831,3.178053831,3.178053831,3.140195786,3.200970899,3.178053831,3.228582725,3.20068926,3.178053831,,48,0.02708781,-0.002641477,-0.067333233,-0.010963838,-0.003917242,-0.067333233,0.001574629,0.018575598,0.007335865,0.009834012,0.011016926,0.026933718
mf_rep.merged2_all_sed,Molecular formulae,rep.merged2,all,sed,24,53,3.17805383,3.188635075,0.008522386,93-100,17-92,16-Jan,,,,1.380211242,1.380211242,1.380211242,1.380211242,1.380211242,1.380211242,1.393557504,1.357540818,1.380211242,1.340556595,1.35877919,1.380211242,,,3.178053831,3.178053831,3.178053831,3.178053831,3.178053831,3.178053831,3.208784735,3.125853251,3.178053831,3.086745632,3.128704708,3.178053831,,49,0.006674922,0.033161494,0.08399402,0.041040772,0.030082877,0.08399402,0.001527615,0.0121963,0.003964706,0.06674859,-0.046368589,0.070113353
mf_rep.merged2_all_sed,Molecular formulae,rep.merged2,all,sed,20,54,2.995732274,3.199065831,0.006891937,93-100,17-92,16-Jan,,,,1.301029996,1.301029996,1.301029996,1.301029996,1.301029996,1.301029996,1.375006694,1.378194386,1.301029996,1.384831244,1.374165129,1.301029996,,,2.995732274,2.995732274,2.995732274,2.995732274,2.995732274,2.995732274,3.166069916,3.173409848,2.995732274,3.188691779,3.164132141,2.995732274,,50,0.017161688,0.034897398,0.05777793,0.040935565,0.048147674,0.05777793,0.001480601,0.005817002,0.000593548,0.081566764,0.049599167,-0.015979898
mf_rep.merged2_all_sed,Molecular formulae,rep.merged2,all,sed,31,55,3.433987204,3.215743484,0.001391248,93-100,17-92,16-Jan,,,,1.491361694,1.491361694,1.491361694,1.491361694,1.491361694,1.491361694,1.402667233,1.388440479,1.491361694,1.375313278,1.385010219,1.491361694,,,3.433987205,3.433987205,3.433987205,3.433987205,3.433987205,3.433987205,3.229760661,3.197002349,3.433987205,3.166775852,3.189103884,3.433987205,,51,0.002463552,0.012976582,-0.048353254,0.021671292,0.022537537,-0.048353254,0.001433587,-0.000562296,-0.001969606,-0.00464643,0.160902249,0.018287662
mf_rep.merged2_all_sed,Molecular formulae,rep.merged2,all,sed,21,56,3.044522438,3.233812384,-0.004109441,93-100,17-92,16-Jan,,,,1.322219295,1.322219295,1.322219295,1.322219295,1.322219295,1.322219295,1.416056591,1.426847764,1.322219295,1.438619187,1.441929649,1.322219295,,,3.044522438,3.044522438,3.044522438,3.044522438,3.044522438,3.044522438,3.260590797,3.285438391,3.044522438,3.312543094,3.320165715,3.044522438,,52,-0.030537737,-0.028639068,0.059722977,-0.033860911,-0.046436991,0.059722977,0.001386573,-0.006941595,-0.00049274,-0.090859625,-0.037590552,0.135303279
mf_rep.merged2_all_sed,Molecular formulae,rep.merged2,all,sed,33,57,3.496507561,3.248443938,-0.005577567,93-100,17-92,16-Jan,,,,1.51851394,1.51851394,1.51851394,1.51851394,1.51851394,1.51851394,1.416056591,1.441882771,1.51851394,1.447716852,1.450392959,1.51851394,,,3.496507562,3.496507562,3.496507562,3.496507562,3.496507562,3.496507562,3.260590797,3.320057774,3.496507562,3.333491242,3.339653206,3.496507562,,53,-0.003936346,-0.066280571,-0.140823911,-0.087907852,-0.069993254,-0.140823911,0.001339559,-0.013320893,0.000984126,-0.075200812,-0.304926882,-0.154286308
mf_rep.merged2_all_sed,Molecular formulae,rep.merged2,all,sed,28,58,3.33220451,3.257497925,-0.007045693,93-100,17-92,16-Jan,,,,1.447158031,1.447158031,1.447158031,1.447158031,1.447158031,1.447158031,1.404057005,1.425749985,1.447158031,1.433584702,1.429024854,1.447158031,,,3.332204509,3.332204509,3.332204509,3.332204509,3.332204509,3.332204509,3.232960729,3.282910662,3.332204509,3.300950764,3.290451326,3.332204509,,54,0.021936791,-0.020318655,-0.081012429,-0.034282451,-0.013130496,-0.081012429,0.001292545,-0.014943685,0.002460993,0.011768406,-0.061478584,-0.31530043
mf_rep.merged2_all_sed,Molecular formulae,rep.merged2,all,sed,20,59,2.995732274,3.261487734,0.003375271,93-100,17-92,16-Jan,,,,1.301029996,1.301029996,1.301029996,1.301029996,1.301029996,1.301029996,1.422607816,1.380183918,1.301029996,1.367408846,1.394184965,1.301029996,,,2.995732274,2.995732274,2.995732274,2.995732274,2.995732274,2.995732274,3.27567555,3.177990915,2.995732274,3.148575225,3.210229517,2.995732274,,55,-0.009256134,0.081537448,0.190784888,0.112986851,0.063230753,0.190784888,0.001245531,-0.010224469,0.000958346,0.098737623,0.37351395,0.313050361
mf_rep.merged2_all_sed,Molecular formulae,rep.merged2,all,sed,27,60,3.295836866,3.26620185,-0.002109544,93-100,17-92,16-Jan,,,,1.431363764,1.431363764,1.431363764,1.431363764,1.431363764,1.431363764,1.430165528,1.389355087,1.431363764,1.368995501,1.393310051,1.431363764,,,3.295836866,3.295836866,3.295836866,3.295836866,3.295836866,3.295836866,3.293077825,3.199108312,3.295836866,3.152228633,3.208214953,3.295836866,,56,-0.024864789,0.061691733,0.081012429,0.097467687,0.038266183,0.081012429,0.001198517,-0.005505253,-0.006503328,0.046484942,0.178928529,0.302422587
mf_rep.merged2_all_sed,Molecular formulae,rep.merged2,all,sed,26,61,3.258096538,3.268806422,-0.00759436,93-100,17-92,16-Jan,,,,1.414973348,1.414973348,1.414973348,1.414973348,1.414973348,1.414973348,1.413079489,1.460130119,1.414973348,1.483379103,1.447820039,1.414973348,,,3.258096538,3.258096538,3.258096538,3.258096538,3.258096538,3.258096538,3.253735767,3.362073846,3.258096538,3.41560661,3.333728839,3.258096538,,57,0.001636894,-0.080600922,-0.096241647,-0.114777362,-0.064645107,-0.096241647,0.001151503,-0.000786037,-0.013965002,-0.024330659,-0.375415722,-0.396335948
mf_rep.merged2_all_sed,Molecular formulae,rep.merged2,all,sed,36,62,3.583518938,3.264402305,-0.00956515,93-100,17-92,16-Jan,,,,1.556302501,1.556302501,1.556302501,1.556302501,1.556302501,1.556302501,1.413079489,1.460129705,1.556302501,1.473725013,1.424070417,1.556302501,,,3.583518939,3.583518939,3.583518939,3.583518939,3.583518939,3.583518939,3.253735767,3.362072893,3.583518939,3.393377246,3.279043314,3.583518939,,58,0.019400662,-0.106350385,-0.218867184,-0.152558245,-0.06158787,-0.218867184,0.001104489,0.003933179,-0.021426675,-0.076650231,-0.299574497,-0.247316272
mf_rep.merged2_all_sed,Molecular formulae,rep.merged2,all,sed,23,63,3.135494216,3.252050906,-0.001828741,93-100,17-92,16-Jan,,,,1.361727836,1.361727836,1.361727836,1.361727836,1.361727836,1.361727836,1.406394738,1.400058179,1.361727836,1.39996066,1.389155059,1.361727836,,,3.135494216,3.135494216,3.135494216,3.135494216,3.135494216,3.135494216,3.238343559,3.223753092,3.135494216,3.223528546,3.198647731,3.135494216,,59,-0.005139985,0.039397811,0.051495983,0.057659074,0.043695365,0.051495983,0.001057476,0.008652395,-0.015281708,-0.042655007,0.301421291,0.128479589
mf_rep.merged2_all_sed,Molecular formulae,rep.merged2,all,sed,20,65,2.995732274,3.229598291,0.013644076,93-100,17-92,16-Jan,,,,1.301029996,1.301029996,1.301029996,1.301029996,1.301029996,1.301029996,1.429695852,1.346154782,1.301029996,1.313433709,1.347841694,1.301029996,,,2.995732274,2.995732274,2.995732274,2.995732274,2.995732274,2.995732274,3.291996356,3.099635934,2.995732274,3.024292879,3.103520192,2.995732274,,60,-0.041519145,0.122304078,0.279603729,0.181769698,0.086037119,0.279603729,0.001010462,0.013371611,0.004469901,-0.008659782,0.363449669,0.311198442
mf_rep.merged2_all_sed,Molecular formulae,rep.merged2,all,sed,25,66,3.218875825,3.231815657,0.002455067,93-100,17-92,16-Jan,,,,1.397940009,1.397940009,1.397940009,1.397940009,1.397940009,1.397940009,1.390780919,1.408427247,1.397940009,1.416706288,1.406396704,1.397940009,,,3.218875826,3.218875826,3.218875826,3.218875826,3.218875826,3.218875826,3.202391412,3.243023584,3.218875826,3.26208678,3.238348085,3.218875826,,61,0.018013453,-0.017397962,-0.041690804,-0.030914962,-0.024789736,-0.041690804,0.000963448,0.010271041,0.02422151,0.026955111,-0.221282845,0.151452166
mf_rep.merged2_all_sed,Molecular formulae,rep.merged2,all,sed,34,67,3.526360525,3.238455388,0.003069849,93-100,17-92,16-Jan,,,,1.531478917,1.531478917,1.531478917,1.531478917,1.531478917,1.531478917,1.374186072,1.444643803,1.531478917,1.468908712,1.421074756,1.531478917,,,3.526360525,3.526360525,3.526360525,3.526360525,3.526360525,3.526360525,3.164180364,3.326415285,3.526360525,3.382287303,3.272145549,3.526360525,,62,0.064413763,-0.108246543,-0.278137449,-0.17063944,-0.073112904,-0.278137449,0.000916434,0.005867173,0.043973119,0.064392131,-0.389585234,-0.590484828
mf_rep.merged2_all_sed,Molecular formulae,rep.merged2,all,sed,23,68,3.135494216,3.248164968,0.003684632,93-100,17-92,16-Jan,,,,1.361727836,1.361727836,1.361727836,1.361727836,1.361727836,1.361727836,1.406459672,1.38657296,1.361727836,1.379747126,1.380574166,1.361727836,,,3.135494216,3.135494216,3.135494216,3.135494216,3.135494216,3.135494216,3.238493075,3.192702228,3.135494216,3.176985164,3.178889494,3.135494216,,63,0.007714092,0.035210318,0.078795806,0.044017314,0.042585876,0.078795806,0.00086942,0.001463305,0.031898157,0.101829151,0.170865097,-0.092160258
mf_rep.merged2_all_sed,Molecular formulae,rep.merged2,all,sed,19,69,2.944438979,3.262325447,0.008897017,93-100,17-92,16-Jan,,,,1.278753601,1.278753601,1.278753601,1.278753601,1.278753601,1.278753601,1.430574458,1.355089319,1.278753601,1.327952647,1.367297694,1.278753601,,,2.944438979,2.944438979,2.944438979,2.944438979,2.944438979,2.944438979,3.294019421,3.120208466,2.944438979,3.057723969,3.148319288,2.944438979,,64,-0.034150433,0.142605877,0.283497532,0.208734995,0.115127966,0.283497532,0.000822406,-0.002940563,0.00390991,0.027892341,0.447349248,1.026295095
mf_rep.merged2_all_sed,Molecular formulae,rep.merged2,all,sed,29,70,3.36729583,3.282191384,-0.005039958,93-100,17-92,16-Jan,,,,1.462397998,1.462397998,1.462397998,1.462397998,1.462397998,1.462397998,1.435539175,1.42588526,1.462397998,1.41925387,1.428730872,1.462397998,,,3.36729583,3.36729583,3.36729583,3.36729583,3.36729583,3.36729583,3.305451105,3.283222144,3.36729583,3.267952804,3.289774408,3.36729583,,65,-0.000145254,0.00763606,-0.003894626,0.01175851,0.017579518,-0.003894626,0.000775392,-0.00734443,-0.024078337,-0.080313339,-0.033409747,-0.045927708
mf_rep.merged2_all_sed,Molecular formulae,rep.merged2,all,sed,33,71,3.496507561,3.297017361,-0.018976934,93-100,17-92,16-Jan,,,,1.51851394,1.51851394,1.51851394,1.51851394,1.51851394,1.51851394,1.427637467,1.513266618,1.51851394,1.549606408,1.513518394,1.51851394,,,3.496507562,3.496507562,3.496507562,3.496507562,3.496507562,3.496507562,3.28725675,3.484425156,3.496507562,3.568100615,3.485004892,3.496507562,,66,0.006694841,-0.139346406,-0.251013427,-0.19430811,-0.103826962,-0.251013427,0.000728378,-0.011748298,-0.052066584,-0.174783227,-0.382367659,-0.698819652
mf_rep.merged2_all_sed,Molecular formulae,rep.merged2,all,sed,36,72,3.583518938,3.296477306,-0.011248505,93-100,17-92,16-Jan,,,,1.556302501,1.556302501,1.556302501,1.556302501,1.556302501,1.556302501,1.464366346,1.478462754,1.556302501,1.479187238,1.507426329,1.556302501,,,3.583518939,3.583518939,3.583518939,3.583518939,3.583518939,3.583518939,3.371828119,3.404286298,3.583518939,3.405954484,3.470977394,3.583518939,,67,-0.050783591,-0.085720365,-0.108111554,-0.09916384,-0.099901936,-0.108111554,0.000681364,-0.013456845,-0.037612021,-0.049480459,-0.1382207,0.087110439
mf_rep.merged2_all_sed,Molecular formulae,rep.merged2,all,sed,21,73,3.044522438,3.284688746,-0.003520077,93-100,17-92,16-Jan,,,,1.322219295,1.322219295,1.322219295,1.322219295,1.322219295,1.322219295,1.436330606,1.429374416,1.322219295,1.433712408,1.479373187,1.322219295,,,3.044522438,3.044522438,3.044522438,3.044522438,3.044522438,3.044522438,3.307273442,3.291256223,3.044522438,3.301244818,3.406382647,3.044522438,,68,-0.033865996,0.016223686,0.112996281,0.031080653,-0.040750207,0.112996281,0.00063435,-0.00842709,-0.014668895,0.07582231,0.087731271,0.205688298
mf_rep.merged2_all_sed,Molecular formulae,rep.merged2,all,sed,29,74,3.36729583,3.269483912,0.004831172,93-100,17-92,16-Jan,,,,1.462397998,1.462397998,1.462397998,1.462397998,1.462397998,1.462397998,1.404973385,1.382128724,1.462397998,1.366855372,1.412574347,1.462397998,,,3.36729583,3.36729583,3.36729583,3.36729583,3.36729583,3.36729583,3.235070772,3.182468996,3.36729583,3.147300804,3.252572634,3.36729583,,69,0.044438855,0.053790897,-0.003894626,0.061739117,0.035152781,-0.003894626,0.000587336,-0.003397334,0.008274231,0.120645787,0.131733356,-0.20961563
mf_rep.merged2_all_sed,Molecular formulae,rep.merged2,all,sed,21,75,3.044522438,3.258125173,0.007271955,93-100,17-92,16-Jan,,,,1.322219295,1.322219295,1.322219295,1.322219295,1.322219295,1.322219295,1.386192484,1.373665643,1.322219295,1.371811033,1.374437618,1.322219295,,,3.044522438,3.044522438,3.044522438,3.044522438,3.044522438,3.044522438,3.19182615,3.162982032,3.044522438,3.158711635,3.16475957,3.044522438,,70,0.038332415,0.073601294,0.080693348,0.088232106,0.101806337,0.080693348,0.000540322,0.001632421,0.031217357,0.017923896,0.175735441,0.096169156
mf_rep.merged2_all_sed,Molecular formulae,rep.merged2,all,sed,23,76,3.135494216,3.25403839,0.009712738,93-100,17-92,16-Jan,,,,1.361727836,1.361727836,1.361727836,1.361727836,1.361727836,1.361727836,1.422778621,1.379239051,1.361727836,1.361775337,1.378789001,1.361727836,,,3.135494216,3.135494216,3.135494216,3.135494216,3.135494216,3.135494216,3.276068843,3.175815279,3.135494216,3.135603591,3.174779,3.135494216,,71,-0.01729101,0.043459561,0.140510825,0.062866446,0.060081771,0.140510825,0.000813131,0.006662177,0.026238068,-0.084797995,0.001393852,0.378501829
mf_rep.merged2_all_sed,Molecular formulae,rep.merged2,all,sed,29,77,3.36729583,3.256558582,-0.006481054,93-100,17-92,16-Jan,,,,1.462397998,1.462397998,1.462397998,1.462397998,1.462397998,1.462397998,1.402644589,1.445815413,1.462397998,1.463184524,1.446357772,1.462397998,,,3.36729583,3.36729583,3.36729583,3.36729583,3.36729583,3.36729583,3.229708521,3.329113017,3.36729583,3.369106873,3.330361845,3.36729583,,72,0.001208112,-0.06629953,-0.138643752,-0.090289914,-0.066518008,-0.138643752,0.001085939,0.011691932,0.02125878,-0.059080321,-0.172947736,-0.19510386
mf_rep.merged2_all_sed,Molecular formulae,rep.merged2,all,sed,32,78,3.465735903,3.256009527,-0.002203997,93-100,17-92,16-Jan,,,,1.505149978,1.505149978,1.505149978,1.505149978,1.505149978,1.505149978,1.410546297,1.451846369,1.505149978,1.465905503,1.449376381,1.505149978,,,3.465735902,3.465735902,3.465735902,3.465735902,3.465735902,3.465735902,3.247902876,3.342999807,3.465735902,3.375372159,3.337312449,3.465735902,,73,0.007711643,-0.084896946,-0.165120843,-0.119106658,-0.082450369,-0.165120843,0.001358748,0.016721688,0.016279491,0.036695297,-0.094562171,-0.328180927
mf_rep.merged2_all_sed,Molecular formulae,rep.merged2,all,sed,23,80,3.135494216,3.252576484,0.006350116,93-100,17-92,16-Jan,,,,1.361727836,1.361727836,1.361727836,1.361727836,1.361727836,1.361727836,1.421195399,1.402791104,1.361727836,1.39770837,1.40272431,1.361727836,,,3.135494216,3.135494216,3.135494216,3.135494216,3.135494216,3.135494216,3.27242334,3.230045885,3.135494216,3.218342457,3.229892086,3.135494216,,74,-0.004981492,0.023003863,0.088600984,0.030516984,0.023613291,0.088600984,0.001631556,0.014036394,0.009588297,0.132470916,0.009096111,0.089402784
mf_rep.merged2_all_sed,Molecular formulae,rep.merged2,all,sed,23,81,3.135494216,3.258158505,0.010098557,93-100,17-92,16-Jan,,,,1.361727836,1.361727836,1.361727836,1.361727836,1.361727836,1.361727836,1.411710469,1.376972586,1.361727836,1.363126213,1.3767328,1.361727836,,,3.135494216,3.135494216,3.135494216,3.135494216,3.135494216,3.135494216,3.250583482,3.17059655,3.135494216,3.138714098,3.170044422,3.135494216,,75,0.028537693,0.095810231,0.113211002,0.123452761,0.092160683,0.113211002,0.001904365,0.008265081,-0.005662426,0.03623039,0.121230386,0.255634843
mf_rep.merged2_all_sed,Molecular formulae,rep.merged2,all,sed,26,82,3.258096538,3.272278704,0.00448473,93-100,17-92,16-Jan,,,,1.414973348,1.414973348,1.414973348,1.414973348,1.414973348,1.414973348,1.431092472,1.399728598,1.414973348,1.385245647,1.400111337,1.414973348,,,3.258096538,3.258096538,3.258096538,3.258096538,3.258096538,3.258096538,3.295212193,3.222994204,3.258096538,3.189645977,3.223875493,3.258096538,,76,-0.002760589,0.073630289,0.077045149,0.106135985,0.060552003,0.077045149,0.002177173,0.002493767,-0.020913148,-0.072011145,0.235248216,0.31112287
