"Mass","Mean","Median","SD","SED_Mean","SED_Median","SED_SD","SW_Mean","SW_Median","SW_SD"
259.129953192147,20.23,21,7.48,20.3,21,7.54,17,17,4.24
259.155111340773,55.91,60,11.35,61.09,63,7.59,42.53,42.5,8.04
259.191488855675,40.95,42,4.62,40.95,42,4.62,NA,NA,NA
260.07757215149,42.39,43.5,10,33.45,33,8.31,48.18,48.5,5.92
260.113981158381,37.93,38,8.08,39.37,39.5,8.02,34.83,35,7.45
260.150353172277,23.37,24,5.06,24.71,25.5,4.09,17.58,18,4.87
260.868817193634,1.79,2,0.72,1.79,2,0.72,NA,NA,NA
260.955982909584,1.57,1,0.88,1.77,1,1,1.21,1,0.42
260.976798479733,3.34,3,1.59,3.97,4,1.55,2.7,3,1.36
261.014658026666,1.17,1,0.41,1,1,0,2,2,NA
261.014826517673,2.5,2.5,2.12,2.5,2.5,2.12,NA,NA,NA
261.040467990784,67,69,12.86,55.44,56,9.15,73.84,76,9.38
261.053677733299,1.33,1,0.58,1,1,0,2,2,NA
261.061588038628,65.15,66.5,12.04,55.68,55,8.41,74.63,75,6.23
261.076859822572,88.34,93.5,14.01,74.47,75,10.98,96.84,97,7.23
261.08809805285,11.61,9,5.95,7.65,7,2.94,18.44,19,2.57
261.089931084473,58.18,58,6.91,58.4,59,6.67,57.94,57,7.19
261.098007121326,62.35,63,9.73,63.1,64,10.84,61.47,62,8.2
261.113247736521,58.21,61,8.9,49.45,49,5.94,63.57,63,5.51
261.113406928005,5,5,1.41,5,5,1.41,NA,NA,NA
261.126309171881,67.67,70,10.45,72.18,73,7.92,57.85,58.5,8.36
261.134364701822,68.99,71,8.59,71.29,72,8.35,64.39,63,7.17
261.137553293793,6.8,7,2.64,7.83,8,2.16,4.12,4,1.72
261.162695378431,48.26,53,12.04,53.88,55,6.17,29.79,30.5,7.02
261.95558024624,1.35,1,0.56,1.42,1,0.59,1,1,0
262.093244838191,37.5,38,7.76,35.47,34,7.49,43.33,43,5.27
262.166044767568,23.73,25,5.87,24.63,25,4.19,4.67,6,2.31
262.952863660125,1.17,1,0.38,1.18,1,0.38,1,1,0
262.971520619596,1.33,1,0.58,1.33,1,0.58,NA,NA,NA
262.980565795039,2,2,1,2,2,1,NA,NA,NA
263.019720978381,52.06,52,13.34,40.95,42,8.62,59.7,62,10.31
263.043999838503,2.82,2,1.6,2.82,2,1.6,NA,NA,NA
263.056132940273,79.15,85,18.54,63.44,63,14.77,92.39,95,8.09
263.069156598985,25.12,24,4.61,25.06,25,4.42,25.18,24,4.82
263.077390981072,2,2,1,2,2,1,NA,NA,NA
263.084180573434,1,1,NA,1,1,NA,NA,NA,NA
263.086977477817,36.61,37,6.17,38.06,39,6.18,34.14,34,5.43
263.092481519202,49.01,49.5,7.72,43,43,4.83,54.13,55,5.78
263.105583831895,66.67,69,10.52,72.25,74,8.54,61.1,61,9.32
263.113632342121,63.29,64,5.33,62.67,63,5.34,67.57,68,2.76
263.11378251583,2,2,0,2,2,0,NA,NA,NA
263.123357581924,38.77,40.5,3.84,38.77,40.5,3.84,NA,NA,NA
263.128907990626,50.54,51,8.82,46.55,47,7.6,54.44,54,8.19
263.134613926218,2.11,2,0.97,2,2,0.93,2.6,3,1.14
263.140142436607,9.08,9,2.71,9.08,9,2.71,NA,NA,NA
263.141934750899,34.13,34.5,5.04,34.48,35,4.55,19.5,19.5,2.12
263.150039689323,52.96,54,6.05,55.72,55.5,3.39,44.67,45.5,4.37
263.159763551864,36.73,39,9.24,39.01,40,6.4,17.1,15,6.06
263.165277147923,46.99,47.5,6.18,46.8,47,6.13,52.33,53,6.03
263.178361308108,29.61,31,6.15,31.99,32,4,20.96,21,4.65
264.072542697241,28.09,28.5,6.7,24.33,23,4.1,36.14,37,2.67
264.108938814014,29.27,31,5.63,29.27,31,5.63,NA,NA,NA
264.137204420269,19.37,22,7.51,23.51,24,4.16,10.63,10,5.13
264.16052150729,23.62,24,3.86,23.58,24,3.9,25,25,1.41
264.776303572688,1,1,NA,1,1,NA,NA,NA,NA
264.828568382278,1,1,0,1,1,0,1,1,0
264.850547999738,2.37,2,0.94,2.42,2,0.82,2.27,2,1.14
264.959746767691,1.26,1,0.5,1.65,2,0.67,1.12,1,0.33
264.997214091505,1.17,1,0.4,1.18,1,0.39,1.15,1,0.41
265.035393776946,80.27,83,22.56,60.91,62,16.31,96.53,101,11.52
265.041111053096,3.27,3,0.94,3.27,3,0.94,NA,NA,NA
265.048434156789,34.16,33,9.12,28.01,28,4.84,42.12,41,6.94
265.057856386652,4.16,4,0.71,4.19,4,0.67,2,2,NA
265.066271737359,16.15,16,1.98,15.61,15.5,1.77,16.72,17,2.05
265.071785513532,79.2,81,19.06,63.14,62,12.76,93.92,95,9.64
265.075140024113,22.47,20,11.7,18.73,18,7.2,27.35,28,14.41
265.084839287954,58.73,59,9,61.87,63,9.47,55.45,54,7.18
265.092943225651,22.3,23,4.02,22.52,24,4.36,21.79,22,3.17
265.10262413875,32.98,33,5.67,33.73,34,5.46,29.5,30,5.48
265.108154498567,97.7,99,13.88,88.87,90,12.04,106.06,108,9.71
265.121237246142,53.14,56,9.24,58.6,60,6.69,45.77,46,6.77
265.132462012611,13.56,14,3.49,13.56,14,3.49,NA,NA,NA
265.139037076957,33.36,36,7.3,35.4,36,2.91,13,13,NA
265.139227941897,1.5,1.5,0.71,1.5,1.5,0.71,NA,NA,NA
265.14456916845,49.35,51,7.78,54.75,55,4.63,44.01,43,6.46
265.147915100731,8.7,8,5.27,11.33,11,4.36,6.12,5,4.79
265.157552118922,13.88,14,2.35,14.06,14,2.17,8.67,9,0.58
265.175389411143,23.95,24,4.27,23.95,24,4.27,NA,NA,NA
265.180903870093,33.71,35,4.76,34.4,35,3.84,24.17,22.5,6.24
265.996822350625,1.76,2,0.77,1.48,1,0.62,2.14,2,0.81
266.080105222713,17.22,17.5,3.54,17.51,18,3.12,13.83,12.5,6.11
266.08821607656,17.3,17,2.76,17.32,17,2.78,17,17,3
266.089493035032,4.36,4,1.04,4.36,4,1.04,NA,NA,NA
266.0896458592,1.5,1.5,0.71,1.5,1.5,0.71,NA,NA,NA
266.103419629654,38.62,39,10.9,29.59,28,7.85,46.05,46,6.59
266.116469267885,27.04,28,5.82,27.42,28,5.02,21.67,20,13.58
266.124609288948,16.23,16,2.94,16.42,16.5,2.44,2,2,NA
266.139778764346,30.37,29,5.6,29.62,29,4.93,38.25,39.5,6.8
266.799217199262,1,1,0,1,1,0,NA,NA,NA
266.994271502262,1.37,1,0.54,1.48,1,0.55,1.26,1,0.52
267.014682894431,66.99,71,19.53,47.97,47.5,12.28,80.89,84,9.52
267.038170157584,3.53,3.5,1.3,3.53,3.5,1.3,NA,NA,NA
267.045498643889,26.15,26,5.69,22.07,22,3.15,29.37,28,5.18
267.051033627254,103.42,108,24.01,84.41,86,18.35,120.63,124,12.99
267.064129003172,30.77,31,4.95,31.93,33,5.16,29.02,29,4.05
267.066313212762,17.83,18,7.39,12.81,13,5.16,24.44,24,3.81
267.073507820734,6.03,6,1.74,6.03,6,1.74,NA,NA,NA
267.081883236542,31.08,30,6.94,29.29,28,6,35.7,36,7.17
267.085053633966,4.71,4,2.06,4.71,4,2.06,NA,NA,NA
267.087429901814,97.37,99,17.92,84.14,85,14.67,110.04,112,9.72
267.100475195509,50.52,52,9.14,53.18,54,9.03,45.42,46,6.98
267.118286069797,33.66,35,6.76,34.83,36,5.71,22.22,24,5.67
267.123804993238,93.05,94,11.76,87.89,90,11.12,98.11,99,10.11
267.136877200198,62.92,64,7.29,63.13,64,7.1,47,47,NA
267.154642734898,18.23,20,6.15,20.42,21,3.48,6.2,6.5,2.49
267.160184836228,53.87,55.5,9.96,60.24,62,7.7,47.21,46,7.38
267.196598508132,48.19,48,3.97,48.29,48,3.89,40,40,NA
268.059351626744,12.44,13,3.28,12.5,13,3.06,11.67,12,6.51
268.077059074674,3,3,0.82,3,3,0.82,NA,NA,NA
268.095747649748,19.84,20,4.29,19.89,20,4.36,18.33,18,0.58
268.121608019356,3.69,3,1.44,3.69,3,1.44,NA,NA,NA
268.121776842912,1.67,2,0.58,1.67,2,0.58,NA,NA,NA
268.796212367874,1.57,1,0.67,1.57,1,0.67,NA,NA,NA
268.846469475694,3.9,4,0.96,4.42,4,0.78,3.27,3,0.76
268.901405660151,3.06,3,0.23,3.07,3,0.26,3,3,0
268.983020575419,1.14,1,0.34,1.13,1,0.34,1.33,1,0.58
269.030320464797,72.02,73,20.07,54.32,55.5,13.4,86.49,89,10.89
269.048934237329,40.4,42.5,18.18,20.82,19,11.59,50.48,47,11.43
269.061169333409,19.02,19,2.6,18.65,19,2.51,20,19.5,2.7
269.066680226556,111.1,113,23.12,94.44,96,18.74,126.87,131,14.02
269.079756030993,51.4,52,6.5,51.79,53,6.76,49.56,50.5,4.83
269.097535396627,31.16,31,4.65,31.03,31,4.64,36,36,2.83
269.103062655042,98.35,99,14.94,89.53,93,13.8,106.98,108,10.27
269.116156466216,38.75,40,4.65,38.83,40,4.68,35.5,35.5,0.71
269.121709239935,13.5,11,8.68,11,10.5,3.42,15.5,11,11.1
269.139465701647,71.02,72,10.8,75.34,77,9.85,66.79,66,10.02
269.152536190779,41.67,41,2.23,41.67,41,2.23,NA,NA,NA
269.175857882142,57.09,60,11.86,62.48,63,6.61,39.57,40.5,7.29
269.212237788579,41.92,43,6.09,42.18,43,5.9,30.5,30.5,0.71
269.900983559329,3,3,0,3,3,0,NA,NA,NA
270.074963028585,11.57,12,3.33,12,12,2.66,8,7,6.56
270.083137325279,12,12,2.2,12,12,2.2,NA,NA,NA
270.0833250245,5,5,NA,5,5,NA,NA,NA,NA
270.092817336854,8,8,1.22,8,8,1.22,NA,NA,NA
270.106595719403,3.4,3,2.07,3.4,3,2.07,NA,NA,NA
270.207485846434,17.21,18,4.04,17.43,18,3.57,11.33,9,10.69
270.215751891488,2.5,2.5,0.71,2.5,2.5,0.71,NA,NA,NA
270.845479165839,1.32,1,0.56,1.41,1,0.6,1,1,0
270.898417327773,5.12,5,0.52,5.18,5,0.5,4.67,5,0.52
271.035428664254,4.47,4,2.21,4,4,2.24,5.33,5,2.07
271.045973703127,69.26,70,19.94,52.66,51,12.24,84.27,88,12.08
271.064572096156,26.1,21,13.63,18.34,17,6.36,39.5,38.5,12.39
271.076829667841,20.16,21,2.42,20.15,21,2.44,21,21,NA
271.082321223397,91.44,91,17.25,80.39,81,15.47,102.25,105,10.89
271.110637643855,31.3,31,3.06,29.92,29,2.81,32.57,33.5,2.79
271.118717995517,95.65,97,11.02,97.16,100,10.47,94.19,94,11.39
271.129975855538,21.71,23,10.02,27.44,28.5,6.61,15.33,16,9.33
271.147049823203,30.15,33,6.8,34.32,35,3.97,24.27,24,5.5
271.155134266461,46.76,48.5,15.17,60.1,61,5.45,33.12,31,8.1
271.191494081385,47.04,55,14.68,55.3,57,6.65,27.33,26,8.36
271.22789200713,30.29,35,11.3,34.99,36,4.83,8.7,7,6.06
272.11395540062,45.69,46.5,9.11,42.78,43,9.04,50.6,50,6.92
272.15040938908,26.77,28,7.49,28.99,29,5.29,14.44,14,5.8
272.186760071239,18.25,19,3.46,18.38,19,3.35,11,11,NA
272.887402591549,1.13,1,0.34,1.13,1,0.34,NA,NA,NA
272.905221444575,1,1,0,1,1,0,NA,NA,NA
273.001479310131,1.25,1,0.48,1.25,1,0.48,NA,NA,NA
273.05108911876,6.3,6.5,2.18,6.62,7,2.19,5,5,1.83
273.06159098055,74.46,75,14.1,64.13,64,11.32,83.81,86,8.88
273.08991778959,54.13,53,7.77,50.32,50,6.28,57.93,57,7.26
273.097987931448,85.51,87,10.19,84.83,86.5,11.12,86.18,88,9.21
273.126312169084,57.72,60,6.92,61.05,62,3.91,51,50,6.81
273.134384389846,53.62,56.5,11.95,62.18,63,6.13,45.24,44,10.2
273.144095219912,23.56,25,3.92,24.51,25,2.67,15,15,2.88
273.170765790512,56.29,62,12.34,62.74,63.5,5.14,39.34,40,9.24
273.207152576762,44.81,46,5.42,45.53,46,2.98,17,17,7.07
273.207300111063,3.5,3.5,0.71,3.5,3.5,0.71,NA,NA,NA
274.09326366875,34.71,35,11.24,27.97,27.5,7.93,45.46,45,6.22
274.129621934869,37.81,38,7.17,37.62,38,7.44,38.6,39,6.13
274.174296981542,1,1,NA,1,1,NA,NA,NA,NA
274.839582557494,1.01,1,0.09,1.01,1,0.11,1,1,0
274.971661025153,1.29,1,0.47,1.3,1,0.49,1.28,1,0.45
275.019742543023,64.12,66,14.12,50.12,49.5,9.3,72.64,75,8.72
275.019924352057,1,1,0,1,1,0,NA,NA,NA
275.030384654665,4.68,4.5,2.38,5.65,6,1.69,1.4,1,0.89
275.030559285273,2,2,1.41,2,2,1.41,NA,NA,NA
275.03635501075,1.68,2,0.67,1.84,2,0.66,1.08,1,0.28
275.056115491475,77.99,81,15.02,63.21,65,9.99,86.96,89,9.41
275.066637309173,4,4,NA,4,4,NA,NA,NA,NA
275.069192564558,67.09,67,13.5,58.3,57,9.15,75.48,76,11.51
275.077248738952,80.66,83,12.03,73.58,74,11.44,88.1,88,7.19
275.105561083732,56.21,56,7.75,58.48,59.5,7.13,54.02,53,7.73
275.113627421222,74.14,74,7.45,73.25,74.5,8.19,75.12,74,6.44
275.123360620814,40.83,42.5,4.07,42.21,44,3.26,35.6,36,2.07
275.128887267899,59.24,60,7.2,54,54,6.81,62.35,61,5.42
275.14195104898,56.85,58,7.66,58.85,60,6.31,46.38,47,5.19
275.150044437254,56.01,59,8.85,58.32,60,7.52,46.87,47,7.86
275.178379296986,30.4,30,2.23,30.4,30,2.23,NA,NA,NA
275.186405640205,51.67,52,2.58,51.67,52,2.58,NA,NA,NA
276.036075571581,8.2,6,6.38,3.67,3,2.08,15,15,0
276.072555671235,26.09,27,5.17,22.6,22,3.61,30.73,30,2.65
276.108922999918,31.48,32,5.81,32.41,33,5.21,29.51,30,6.56
276.145275339704,32.62,33.5,3.92,32.52,33,3.98,35,35,NA
276.153603295038,5,5,NA,5,5,NA,NA,NA,NA
276.968492681845,1.91,2,0.83,1.21,1,0.41,2.32,2,0.73
277.006612814055,1,1,NA,1,1,NA,NA,NA,NA
277.020781265161,1.2,1,0.44,1.2,1,0.45,1,1,NA
277.021008488977,4.22,4,1.93,4.06,4,1.85,7,7,NA
277.033401553911,1.82,1,1.06,2.12,2,1.14,1.17,1,0.39
277.033593175478,2.5,2.5,0.58,2.33,2,0.58,3,3,NA
277.035415729716,83.74,87,20.56,65.42,69,15.17,97.82,100,10.67
277.04844947496,47.96,48,11.25,37.72,38,6.94,53.78,52,8.81
277.048611865154,1.67,2,0.52,1.6,2,0.55,2,2,NA
277.059656527897,2.93,3,1.71,2.63,2,1.05,6.86,6,3.34
277.066264594978,32.41,32,4.55,27.43,27,2.44,33.06,33,4.37
277.071789186457,83.12,87,18.7,66.57,67,12.4,98.09,99,7.32
277.084845370295,67.49,67,10.83,63.52,62.5,9.09,71.42,71,11.03
277.092929367216,47.91,48,4.81,46.54,47,4.46,50.42,50,4.46
277.1026368131,32.56,33,7.32,33.98,34,6.43,30.91,31,7.96
277.10815443984,87.72,88.5,14.36,77.24,78,11.14,97.55,98,9.14
277.121233258369,67.94,71,11.09,75.74,76,6.27,59.89,60,9.04
277.129308479323,50.84,51,4.03,51.76,52,3.15,45.93,47,4.71
277.139014387805,43.22,44.5,3.82,43.22,44.5,3.82,NA,NA,NA
277.144537708334,62.5,62,7.39,63.22,64,6.59,61.8,61,8.06
277.155814661102,5.71,5,2.05,5.71,5,2.05,NA,NA,NA
277.157615520732,57.17,60,6.74,59.09,60,4.26,44.57,47.5,6.57
277.180945737645,44.66,45,5.43,44.83,46,5.49,41.33,43,2.89
277.193995742902,39.5,43,9.01,43.31,44,3.52,23,25,6.55
278.032930394595,1.55,2,0.52,1.55,2,0.52,NA,NA,NA
278.05178970932,21,25,8.43,7.5,7.5,2.12,25.5,25,1.22
278.088184469366,27.88,28,7.19,24.35,24,5.48,35.53,35.5,3.59
278.116474563578,24.21,25,7.67,28.46,29,5.83,19.05,17.5,6.39
278.124593299339,34.18,35,4.95,35.1,35,3.99,24.8,25,4.15
278.152854764156,16.25,17,10,24.88,25,4.5,7.89,7,5.9
278.161004669705,13.35,13,2.01,13.35,13,2.01,NA,NA,NA
278.197361661038,20.07,20,2.19,20.07,20,2.19,NA,NA,NA
278.848512755807,4.17,4,1.22,4.45,5,1.21,3.89,4,1.16
278.884900488931,4.44,4,0.91,4.96,5,0.78,3.82,4,0.63
278.975401813341,1.83,2,0.69,1.42,1,0.5,1.97,2,0.7
279.014633053238,49.24,51,12.81,38.5,39,8.92,57.17,59,8.85
279.038941475663,2,2,1.14,2,2,1.14,NA,NA,NA
279.051051611365,84.58,90,18.29,68.21,70,14.7,96.63,99,8.88
279.056750313459,2.26,2,0.83,2.26,2,0.83,NA,NA,NA
279.064071547644,24.72,25,5.27,24.85,25,5.28,24.58,24,5.29
279.081918266857,22.14,22,4.65,19.75,20,3.18,25.31,25.5,4.4
279.087453906033,58.89,61.5,11.11,49.6,50,7.86,67.6,68,4.9
279.098667153537,24.86,26,10,20.1,19.5,9.43,32.02,32,5.6
279.100469732266,41.91,42,7.55,46.48,47,6.1,37.49,37,6.05
279.108581505319,49.5,50,3.37,50.33,50,2.69,47,46,4.58
279.118328506125,8.22,9,3.04,9.79,10,1.83,4.29,4,1.49
279.123822052118,67.09,67,9.97,61.55,61.5,6.98,72.44,72,9.52
279.127186427813,16.88,16,8.14,16.57,16,6.39,17.95,16,12.59
279.135075027692,8.84,8,3.93,8.84,8,3.93,NA,NA,NA
279.136880816382,56.63,60,9.99,63.54,65,4.42,46.2,45,6.27
279.14499661704,20.71,21,2.9,21.13,21,1.96,12.33,11,6.11
279.148162863152,4.55,5,1.3,4.6,5,1.24,1,1,NA
279.154711152814,13.01,13,2.35,13.11,13,2.19,5,5,NA
279.156215155493,7.08,7,2.86,7.96,8,2.26,2.89,3,1.37
279.160186048494,57.05,58,8.47,62.32,63,5.94,51.2,50,6.88
279.163561765667,9.02,9,4.19,10.88,11,3.58,7.08,6,3.9
279.173303878043,19.34,21,4.39,20.6,21,2.74,9.67,10,1.72
279.191032501923,17.23,17.5,2.63,17.41,18,2.21,6,6,NA
280.06008217967,1.14,1,0.35,1.14,1,0.35,NA,NA,NA
280.068733007735,1.6,1,0.74,1.6,1,0.74,NA,NA,NA
280.095715589567,19.7,18.5,4.06,18.75,18.5,2.71,23.5,23.5,7.78
280.103861505914,23.49,24,4.67,23.53,24,4.71,23,25,4.47
280.113546774941,6.68,7,2.41,6.93,7,2.08,4.29,3,4.03
280.119049222215,55.61,56,8.54,46.5,47,8.64,58.27,57,6.49
280.140279240196,10.73,11,2.67,10.94,11,2.28,1,1,NA
280.149910792462,7.81,9,5.02,11.53,12,2.81,2.7,2,1.88
280.17665922062,10.85,11,1.46,10.85,11,1.46,NA,NA,NA
280.755036607721,1,1,0,1,1,0,NA,NA,NA
280.846465768227,2.91,3,0.48,2.92,3,0.41,2.9,3,0.55
281.030333886843,77.37,82,22.09,57.62,58,14.72,94.21,97,10.07
281.036014473525,1.08,1,0.28,1.08,1,0.28,NA,NA,NA
281.043346073488,29.16,29,5.25,25.94,26,3.6,32.28,32,4.7
281.052832301223,1.45,1,0.53,1.45,1,0.53,NA,NA,NA
281.061136515244,20.14,18,7.13,15.37,15,3.81,27.43,27,4.26
281.064251371757,2,2,NA,2,2,NA,NA,NA,NA
281.066682931894,106.73,110.5,23.18,88.61,89,17.71,123.71,128,12.24
281.070035841043,13.15,11,6.91,9.72,9,3.15,17.09,17,7.93
281.0797660427,50.98,51,7.19,51.94,53,7.68,49.95,49,6.51
281.097536260682,32.84,33,7.8,33.46,35,8.34,31.73,30,6.65
281.10305017281,65.3,65,12.07,56.22,58,8.47,74.09,76,7.73
281.106436038341,16.43,15,7.39,14.64,13.5,4.62,21.12,18.5,10.81
281.116160247274,41.07,42,4.45,43.17,43,3.45,38.95,39,4.34
281.133920866965,32.3,33,5.96,33.02,34,5.39,22.17,22,4.26
281.139459654448,82.66,83,8.88,81.15,82,7.5,84.12,84,9.85
281.152560830018,31.92,32,3.18,32.62,33,1.8,22.5,23,2.81
281.170339315078,24.27,25,2.62,24.27,25,2.62,NA,NA,NA
281.17587160877,47.38,49,8.71,51.35,51,4.98,37.06,37,7.84
281.248625409392,19.78,22,5.55,20.9,22,3.74,5.5,3.5,5.2
282.075057834997,9.13,9,2.96,8.25,8,1.57,11.31,12,4.31
282.083152697359,8.6,8,0.89,8.67,8,1.15,8.5,8.5,0.71
282.084415937188,3.53,4,0.65,3.53,4,0.65,NA,NA,NA
282.09835482394,46.47,47,13.77,34.65,32,8.95,54.4,56,10.33
282.100951335497,1.9,2,0.7,1.9,2,0.7,NA,NA,NA
282.111403412376,26.34,26.5,3.35,26.42,27,3.37,24,24,NA
282.119493395362,22.72,23,3.76,23.09,23,3.24,12,12,0
282.134747170936,22.69,23,4.47,22.38,23,4.69,23.26,23,4.05
282.184190531195,7.44,8,1.59,7.44,8,1.59,NA,NA,NA
282.777819009776,1.01,1,0.09,1.01,1,0.11,1,1,0
282.917059275895,2.53,3,0.54,2.8,3,0.5,2.23,2,0.42
282.92726730706,1.21,1,0.43,1.21,1,0.43,NA,NA,NA
282.933581998806,1,1,NA,1,1,NA,NA,NA,NA
282.941460948618,1,1,0,1,1,0,NA,NA,NA
283.045955365757,97.25,99,23.77,77.84,78,16.57,114.82,120,13.31
283.068473695346,1.4,1,0.57,1.4,1,0.57,1.33,1,0.58
283.070289443069,6.84,7,2.38,6.97,7,2.26,2,2,1.41
283.076838531075,15.46,16,2.53,15.61,16,2.21,15.24,16,2.97
283.079796355919,1,1,NA,1,1,NA,NA,NA,NA
283.082316875284,71.02,74,13.95,60.75,62,11.61,80.85,84,7.35
283.095427802442,29.01,30,5.6,32.11,32,4.31,23.52,23,2.59
283.113188319567,24.7,26,8.64,29.07,30,5.85,15.32,14,5.67
283.118714959842,112.61,113,13.42,105.49,107,11.41,119.52,121,11.5
283.1318403843,11.02,11,1.88,11.17,11,1.8,8,8,0
283.137375180765,6.85,7,3.14,7.27,7,2.03,6.09,4,4.43
283.147046820185,40.45,41,2.38,40.45,41,2.38,NA,NA,NA
283.149618765623,15.78,16,1.22,15.78,16,1.22,NA,NA,NA
283.155130920188,54.51,57,11.03,62.75,64,6.02,46.44,44.5,8.58
283.191530600149,28.66,31,5.89,30.76,31,3.2,18.47,17,5.31
283.227921848053,18.95,19,1.21,18.95,19,1.21,NA,NA,NA
283.264260200229,6.61,8,4.33,9.88,10,2.18,1.97,1,1.28
283.264466972625,1.5,1.5,0.58,1.5,1.5,0.58,NA,NA,NA
283.916621540732,1.6,2,0.59,1.58,2,0.61,1.67,2,0.48
284.054254108409,8.33,7.5,2.91,7.75,7,2.05,13,13,5.66
284.085896238221,2.8,3,1.79,2.8,3,1.79,NA,NA,NA
284.090538783366,5.41,6,2.19,6.13,6,1.95,3.91,4,1.93
284.090722137883,2.53,3,1.19,2.77,3,1.09,1,1,0
284.098803529293,5.33,5,1.12,5.33,5,1.12,NA,NA,NA
284.113978829524,49.28,51,9.51,43.86,42,9.61,54.11,55,6.31
284.150361790471,38.49,39,4.47,38.36,39,4.47,39.83,38.5,4.71
284.914049108687,3.04,3,0.62,3.2,3,0.65,2.78,3,0.46
285.051156732271,6.33,6,1.53,6.33,6,1.53,NA,NA,NA
285.061635696093,71.39,72,18.11,56.1,55.5,11.94,86.02,89,8.14
285.080221699375,27.56,25,12.89,20.09,19,6.56,39.02,36,11.76
285.089936281938,59.74,60,4.82,58,58.5,3.91,60.2,60,4.96
285.092503913332,5.72,6,1.19,5.88,6,1.02,4,3,1.53
285.09803056749,39.09,40,8.72,33.08,33,7.02,44.78,46,5.92
285.116616824908,21.29,16,11.68,16.98,15.5,6.33,42.08,45,8.91
285.126234659135,8.86,9,1.16,8.93,9,1.36,8.8,9,0.92
285.134394832222,66.52,68,8.48,69.87,71,6.73,63.27,63,8.76
285.162722250165,37.84,38,3.13,37.84,38,3.13,NA,NA,NA
285.170750015245,59.26,61,10.53,67.07,68,5.89,49.69,48,6.14
285.207112362634,18.8,22,6.88,23.14,24,3.79,10.8,11,2.95
285.243505853993,14.73,15,1.81,14.73,15,1.81,NA,NA,NA
285.913651803541,2.15,2,0.44,2.16,2,0.45,2,2,NA
286.069938467192,16.6,17,2.7,16.5,16.5,3.11,17,17,NA
286.071264417414,2.7,3,0.69,2.7,3,0.69,NA,NA,NA
286.093253890335,55.32,56,14.32,46.32,48,11.68,59.4,61,13.57
286.166057173142,25.74,27,4.57,26.04,27,4.23,17.33,14,6.66
286.810514098582,1.88,2,0.45,1.93,2,0.36,1.67,2,0.72
286.911936542097,2.06,2,0.23,2.06,2,0.25,2,2,0
286.983509309457,2.1,2,0.99,2.1,2,0.99,NA,NA,NA
287.030383358473,4.52,4,2.05,5.76,6,2.13,3.47,3.5,1.24
287.0305552976,3.33,3,2.52,2,2,1.41,6,6,NA
287.040877648923,62.53,63,13.06,50.97,53,8,69.87,73,9.97
287.055306015329,2.61,2,1.23,2.61,2,1.23,NA,NA,NA
287.066852790989,3,3,NA,3,3,NA,NA,NA,NA
287.077253696635,85.4,86,15.12,75.43,77.5,12.7,95.16,99,10.13
287.092522840331,72.85,76,9.81,56.06,57,7.15,76.14,77,6.23
287.105569340796,54.93,55,7.19,52.63,53,5.52,57.16,56,7.92
287.113628200723,87.77,88,9.2,84.09,85.5,8.89,91.34,92,8.05
287.125130852405,1.5,1.5,0.71,1.5,1.5,0.71,NA,NA,NA
287.133006764231,1.43,1,0.53,1.43,1,0.53,NA,NA,NA
287.14194203878,37.11,39,7.44,43.02,43,4.16,31.39,31,5.06
287.150015049485,69.39,72,9.74,76.43,77,5.26,62.43,61,7.98
287.186412421148,55.17,61.5,13.57,62.15,63,5.76,35.09,35,8.49
287.222814475851,26.63,27,3.36,26.73,27,3.22,17,17,NA
288.072504645527,52.97,54,10.02,43.53,47,10.43,55.26,55.5,8.55
288.108911536653,41.53,41,7.67,40.2,40,7.86,42.71,43,7.35
288.145327227317,23.54,27,9.76,29.3,30,5.15,11.49,10,4.84
288.156544515724,8.53,8,4.92,8.96,9,4.71,1.2,1,0.45
288.807775629649,2,2,NA,2,2,NA,NA,NA,NA
288.980541584943,1,1,0,1,1,0,NA,NA,NA
288.987311516554,1.81,2,0.85,2.16,2,0.86,1.47,1,0.7
289.035402918733,70.91,73,15.35,58.06,59,13.16,80.44,83,8.29
289.046055753368,3.17,3,1.7,3.25,3,1.69,1.5,1.5,0.71
289.048465857791,57.24,58.5,10.59,43.96,44,6.58,61.01,61,8.2
289.056524198997,72.41,73.5,12.68,60.46,60.5,7.64,80.37,82,8.38
289.071770415471,93.5,99,16.86,76.22,76,11.64,103.51,105,9.85
289.084846059896,62.31,61,10.79,57.19,57,8.3,67.27,68,10.64
289.092907549771,72.73,73.5,11.5,65.89,67,9.94,79.56,81,8.53
289.102602900579,32.88,33.5,6.74,30.4,31,4.58,33.57,35,7.09
289.111523645088,29.8,26,11.9,25.56,24,7.66,38.43,37,14.27
289.121221809771,68.61,71,12.01,77.01,78,7.66,60.47,60,9.62
289.12662554738,1,1,NA,1,1,NA,NA,NA,NA
289.12686628815,1,1,NA,1,1,NA,NA,NA,NA
289.129277597091,69.98,70,6.58,70.43,72,6.83,69.5,69,6.31
289.138997555214,34.61,35,6.92,39.92,41,3.95,29.03,29,4.58
289.139196822043,3,2.5,1.31,3.14,3,1.35,2,2,NA
289.157609199916,54.05,59,13.49,65.29,66,4.4,42.3,41,8.99
289.165673805519,57.66,60,7.04,59.43,60,4.91,44.33,44,6.36
289.194002916145,33.09,35,5.7,34.87,35,2.67,19.42,20,3.82
