"MolForm","cs.flag.emergent_overlap","Mass","Mean","Median","SD","SED_Mean","SED_Median","SED_SD","SW_Mean","SW_Median","SW_SD","info"
"C17H25O8NS","Sed Inbetween - Water Sat","402.122671",1.21739130434783,1,0.42174116783665,1.21739130434783,1,0.42174116783665,NA,NA,NA,FALSE
"C17H26O10S",NA,"421.117183",9.6046511627907,9,3.36041051123024,NA,NA,NA,9.6046511627907,9,3.36041051123024,FALSE
"C17H26O11S",NA,"437.111836",1.28571428571429,1,0.487950036474267,NA,NA,NA,1.28571428571429,1,0.487950036474267,FALSE
"C17H26O13N2S",NA,"497.108127",4,4,NA,NA,NA,NA,4,4,NA,FALSE
"C17H26O6N2S2",NA,"417.115862",1.75,2,0.5,1.75,2,0.5,NA,NA,NA,FALSE
"C17H26O7S","Sed Sat - Water Inbetween","373.132832",1.5,1.5,0.707106781186548,NA,NA,NA,1.5,1.5,0.707106781186548,FALSE
"C17H27O2NS2",NA,"340.140935",4,4,NA,4,4,NA,NA,NA,NA,FALSE
"C17H27O5N4P",NA,"397.164666",2,2,NA,2,2,NA,NA,NA,NA,FALSE
"C17H27O8N3",NA,"400.172485",3.85714285714286,4,1.3451854182691,3.85714285714286,4,1.3451854182691,NA,NA,NA,FALSE
"C17H28O4NP",NA,"340.168268",1,1,NA,NA,NA,NA,1,1,NA,FALSE
"C17H28O5","Sed Core - Water Inbetween","311.186419",55.6312056737589,60,15.4255869754109,65.1195652173913,66.5,8.23266395845493,37.8163265306122,36,8.30580487116228,FALSE
"C17H28O7S","Global satellite","375.148485",2.5,2.5,2.12132034355964,4,4,NA,1,1,NA,FALSE
"C17H29O13N3S",NA,"514.134714",1,1,NA,NA,NA,NA,1,1,NA,FALSE
"C17H29O8N2P",NA,"419.158694",1,1,NA,NA,NA,NA,1,1,NA,FALSE
"C17H30O10N2S","Global satellite","453.154459",1,1,0,NA,NA,NA,1,1,0,FALSE
"C17H30O12NP",NA,"470.143395",9.32558139534884,10,2.14610311553354,9.32558139534884,10,2.14610311553354,NA,NA,NA,FALSE
"C17H30O3S2",NA,"345.156211",2,2,NA,2,2,NA,NA,NA,NA,FALSE
"C17H30O8","Sed Core - Water Sat","361.186829",46.3052631578947,47,3.72762454794427,46.5274725274725,47,3.50028779559833,41.25,43.5,5.67890834580027,FALSE
"C17H31O2SP",NA,"329.170831",5,5,NA,5,5,NA,NA,NA,NA,FALSE
"C17H32O11",NA,"411.187125",11.3333333333333,11,0.577350269189626,11.3333333333333,11,0.577350269189626,NA,NA,NA,FALSE
"C17H32O17N2S",NA,"567.134512",1,1,NA,1,1,NA,NA,NA,NA,FALSE
"C17H32O18N2",NA,"551.157952",2.25,2,1.5,NA,NA,NA,2.25,2,1.5,FALSE
"C17H32O20N2",NA,"583.147478",2,2,NA,NA,NA,NA,2,2,NA,FALSE
"C17H32O5","Sed Core - Water Sat","315.217727",47.9519230769231,51.5,12.2722987518321,51.7065217391304,53,5.81120184554212,19.1666666666667,15,10.4432086094555,FALSE
"C17H33O8N2P","Sed Inbetween - Water Sat","423.190266",5.08,5,2.21585198061603,5.4,5,1.66701750693298,3.8,3,3.70135110466435,FALSE
"C17H34O7",NA,"349.223238",14,14,NA,14,14,NA,NA,NA,NA,FALSE
"C17H34O7N2S",NA,"409.201274",3,3,NA,3,3,NA,NA,NA,NA,FALSE
"C17H35O10N2S2P",NA,"521.140002",3,3,NA,NA,NA,NA,3,3,NA,FALSE
"C17H35O2SP",NA,"333.202115",4,4,NA,4,4,NA,NA,NA,NA,FALSE
"C17H35O7P","Sed Core - Water Inbetween","381.204939",34.3963963963964,37,6.63226175500455,37.0760869565217,37,2.45053793445024,21.4210526315789,21,4.90255930298637,FALSE
"C17H35O8S2P",NA,"461.144214",2,2,NA,2,2,NA,NA,NA,NA,FALSE
"C17H35OS2P",NA,"349.179485",1,1,NA,1,1,NA,NA,NA,NA,FALSE
"C17H36O12N2S",NA,"491.191203",2,2,NA,2,2,NA,NA,NA,NA,FALSE
"C17H36O4NP","Global core","348.231087",13.6935483870968,12,7.27139239354398,20.2065217391304,20,3.55347854176368,7.31914893617021,7,3.12882115956589,FALSE
"C17H36O7S",NA,"383.210757",5,5,NA,5,5,NA,NA,NA,NA,FALSE
"C17H37O13SP",NA,"511.162252",2.33333333333333,3,1.15470053837925,NA,NA,NA,2.33333333333333,3,1.15470053837925,FALSE
"C17H37O8S2P",NA,"463.159634",2,2,NA,2,2,NA,NA,NA,NA,FALSE
"C17H37OSP",NA,"319.222859",5,5,NA,5,5,NA,NA,NA,NA,FALSE
"C17H6O7N3P","Global in-between","393.987231",1,1,0,NA,NA,NA,1,1,0,FALSE
"C17H9O7N",NA,"338.030523",2,2,NA,NA,NA,NA,2,2,NA,FALSE
"C18H10O10S",NA,"416.992231",15,15,NA,NA,NA,NA,15,15,NA,FALSE
"C18H10O12","Sed Inbetween - Water Core","417.009975",36.1052631578947,38,7.88003910534818,27.9459459459459,28,6.79438471560624,40.025974025974,40,4.74056965812412,FALSE
"C18H11O12N","Sed Sat - Water Inbetween","432.020878",20.3513513513514,20,4.27665637967207,11,11,NA,20.6111111111111,20.5,4.03043973338449,FALSE
"C18H11O8N",NA,"368.041272",7.21428571428571,7,0.801783725737273,NA,NA,NA,7.21428571428571,7,0.801783725737273,FALSE
"C18H12O11N2",NA,"431.036629",2,2,1.4142135623731,NA,NA,NA,2,2,1.4142135623731,FALSE
"C18H12O5N3P",NA,"380.043995",1,1,NA,NA,NA,NA,1,1,NA,FALSE
"C18H12O5N3P",NA,"Double",2,2,0,0,0,0,2,2,0,NA
"C18H12O8S",NA,"Double",14,12,5.29150262212918,0,0,0,14,12,5.29150262212918,NA
"C18H12O8S",NA,"387.017671",3,3,NA,NA,NA,NA,3,3,NA,FALSE
"C18H13O6N",NA,"338.067129",1,1,NA,NA,NA,NA,1,1,NA,FALSE
"C18H14O10","Global core","389.051417",48.1,50,16.3396559799128,35.8837209302326,37,13.072124454598,59.2765957446809,62,9.66581856344754,FALSE
"C18H14O4",NA,"293.082047",2,2,NA,NA,NA,NA,2,2,NA,FALSE
"C18H14O8","Global core","357.061636",48.5086705202312,50,14.0586886554394,36.275,38,10.5781898860733,59.0322580645161,61,5.5978482141204,FALSE
"C18H15O2SP","Global satellite","325.045988",5,5,0.816496580927726,5,5,NA,5,5,0.894427190999916,FALSE
"C18H16O13","Global core","439.051737",15.6815642458101,18,6.5543746271381,10.3953488372093,10,5.20017888779956,20.5698924731183,21,2.80294041825942,FALSE
"C18H16O4N3SP",NA,"400.052485",3.54545454545455,4,1.6348477827392,NA,NA,NA,3.54545454545455,4,1.6348477827392,FALSE
"C18H16O6N3P",NA,"400.070278",1,1,NA,NA,NA,NA,1,1,NA,FALSE
"C18H16O8","Sed Inbetween - Water Core","359.077285",56.680981595092,62,13.1359019491688,43.4852941176471,44,8.05668841835234,66.1263157894737,67,5.91471677936207,FALSE
"C18H16O8S","Global satellite","391.049491",3.5,3.5,3.53553390593274,1,1,NA,6,6,NA,FALSE
"C18H17O10NS",NA,"438.049875",1,1,NA,NA,NA,NA,1,1,NA,FALSE
"C18H17O5N",NA,"326.103396",36.75,33,8.88350531415762,NA,NA,NA,36.75,33,8.88350531415762,FALSE
"C18H17O6P",NA,"359.069071",2,2,NA,NA,NA,NA,2,2,NA,FALSE
"C18H17O9N","Sed Inbetween - Water Core","390.083092",79.0796460176991,84,13.2928159927246,60,60.5,8.60916064775327,82.6947368421053,86,10.6871106341521,FALSE
"C18H18O10S","Sed Sat - Water Inbetween","425.054654",8.06666666666667,8.5,2.71564221569745,4.25,3,3.20156211871642,8.65384615384615,9,2.15299433705354,FALSE
"C18H18O12S",NA,"457.044535",10.3333333333333,10,3.01686083128843,NA,NA,NA,10.3333333333333,10,3.01686083128843,FALSE
"C18H18O17",NA,"505.047093",10.4,10,3.36154726279432,NA,NA,NA,10.4,10,3.36154726279432,FALSE
"C18H19O12N","Sed Inbetween - Water Core","440.083738",3.2,4,2.04939015319192,2.5,2.5,2.12132034355964,3.66666666666667,5,2.3094010767585,FALSE
"C18H19O7N","Sed Sat - Water Core","360.108919",51.5684210526316,54,6.07165130817496,36.6666666666667,33,10.9696551146029,52.054347826087,54,5.27978548189511,FALSE
"C18H19O9N","Sed Inbetween - Water Core","392.098752",77.4310344827586,83,15.0085333048909,53,57,10.2615788258922,82.8315789473684,85,9.50548848351258,FALSE
"C18H20O12","Sed Inbetween - Water Core","427.088175",42.1180124223603,46,10.5903133109859,31.9090909090909,34,7.67959789157113,49.2105263157895,50,5.10922140223597,FALSE
"C18H20O5S",NA,"347.095768",9.6,10,2.30217288664427,NA,NA,NA,9.6,10,2.30217288664427,FALSE
"C18H20O8","Global core","363.108539",83.6043956043956,85.5,17.2881840150655,68.6436781609195,70,12.0676166810324,97.3052631578947,99,6.7383843069618,FALSE
"C18H21O11N","Global satellite","426.104509",1.66666666666667,1,1.15470053837925,1,1,0,3,3,NA,FALSE
"C18H21O12P","Sed Sat - Water Core","459.069913",12.33,12,2.48248409314688,8.83333333333333,8.5,1.47196014438797,12.5531914893617,12,2.36741781784033,FALSE
"C18H21O19P","Global satellite","571.034303",1,1,0,1,1,NA,1,1,NA,FALSE
"C18H21O2N3S",NA,"342.128175",1,1,NA,1,1,NA,NA,NA,NA,FALSE
"C18H21O8NS","Global satellite","410.091588",4.33333333333333,3,2.3094010767585,3,3,NA,5,5,2.82842712474619,FALSE
"C18H21OSP",NA,"315.098016",5.5,5.5,2.34520787991171,5.5,5.5,2.34520787991171,NA,NA,NA,FALSE
"C18H22O10N2",NA,"425.120287",3.359375,3,2.0806530377485,NA,NA,NA,3.359375,3,2.0806530377485,FALSE
"C18H22O13N3SP",NA,"550.053847",1,1,0,NA,NA,NA,1,1,0,FALSE
"C18H22O14NP",NA,"506.070765",1,1,NA,NA,NA,NA,1,1,NA,FALSE
"C18H22O16",NA,"493.083901",2,2,NA,NA,NA,NA,2,2,NA,FALSE
"C18H22O18N2S2",NA,"617.023469",1,1,NA,1,1,NA,NA,NA,NA,FALSE
"C18H22O4S",NA,"333.116617",22.5,22.5,0.707106781186548,NA,NA,NA,22.5,22.5,0.707106781186548,FALSE
"C18H22O7","Global core","349.129303",79.6847826086957,82.5,14.00384751801,67.6966292134831,68,9.84239957620972,90.9157894736842,91,5.24843068317171,FALSE
"C18H23O14P","Sed Sat - Water Inbetween","493.075479",17.1,19,4.39967531269557,3,3,NA,17.3877551020408,19,3.94132130198011,FALSE
"C18H23O7N2P","Global satellite","409.117021",2,2,0.960768922830523,NA,NA,NA,2,2,0.960768922830523,FALSE
"C18H24O11S","Sed Sat - Water Inbetween","447.096771",2.1,2,1.19721899973786,NA,NA,NA,2.1,2,1.19721899973786,FALSE
"C18H24O13","Sed Inbetween - Water Core","447.114388",19.9909090909091,21,3.31937723391264,15.48,16,2.93143878212275,21.3176470588235,21,2.00126010723412,FALSE
"C18H24O6","Global core","335.150042",67.7486631016043,69,9.92585067608584,61.8913043478261,61.5,7.74519563489768,73.4210526315789,74,8.41298255530842,FALSE
"C18H24O8NP",NA,"412.116775",7.55102040816327,7,3.69155130269216,NA,NA,NA,7.55102040816327,7,3.69155130269216,FALSE
"C18H25O15N",NA,"494.115129",3.90909090909091,4,1.300349603341,NA,NA,NA,3.90909090909091,4,1.300349603341,FALSE
"C18H25O8S2P",NA,"463.065503",1,1,NA,NA,NA,NA,1,1,NA,FALSE
"C18H26O15N2",NA,"509.125557",1,1,NA,1,1,NA,NA,NA,NA,FALSE
"C18H26O19N2",NA,"573.105542",1,1,NA,NA,NA,NA,1,1,NA,FALSE
"C18H26O5N4",NA,"377.183207",4.5,4,1.84089350286454,4.5,4,1.84089350286454,NA,NA,NA,FALSE
"C18H26O8NP",NA,"414.132396",4.65,4,2.52998961611053,NA,NA,NA,4.65,4,2.52998961611053,FALSE
"C18H26O8S","Sed Sat - Water Core","401.127615",10.375,10.5,3.99776723398735,NA,NA,NA,10.375,10.5,3.99776723398735,FALSE
"C18H27O18P",NA,"561.086692",2,2,NA,NA,NA,NA,2,2,NA,FALSE
"C18H28O11","Global in-between","419.156313",3,3,NA,3,3,NA,NA,NA,NA,FALSE
"C18H28O11S",NA,"451.127705",10,9,2.64575131106459,NA,NA,NA,10,9,2.64575131106459,FALSE
"C18H28O17N2S","Global satellite","575.103347",2,2,0,2,2,NA,2,2,NA,FALSE
"C18H28O8","Global core","371.171134",57.4866310160428,59,6.8158246361424,60.9673913043478,62,5.02182289690065,54.1157894736842,54,6.64584842076637,FALSE
"C18H29O15N3S",NA,"558.124724",1.4,1,0.894427190999916,NA,NA,NA,1.4,1,0.894427190999916,FALSE
"C18H29O17S2P","Global satellite","611.051513",2,1,1.73205080756888,NA,NA,NA,2,1,1.73205080756888,FALSE
"C18H30O11S","Global satellite","453.143532",4.66666666666667,5,1.52752523165195,4,4,1.4142135623731,6,6,NA,FALSE
"C18H30O12NS2P",NA,"546.087549",4,4,NA,NA,NA,NA,4,4,NA,FALSE
"C18H30O20N2S","Global satellite","625.103619",2,2,0.866025403784439,NA,NA,NA,2,2,0.866025403784439,FALSE
"C18H30O2N4S",NA,"365.201539",1,1,NA,1,1,NA,NA,NA,NA,FALSE
"C18H30O4S","Sed Core - Water Inbetween","341.179252",6.05109489051095,7,1.80815622650782,7.08888888888889,7,0.553729834024354,4.06382978723404,4,1.71190531177537,FALSE
"C18H30O5N2",NA,"353.208173",18,18,NA,NA,NA,NA,18,18,NA,FALSE
"C18H30O7","Sed Core - Water Inbetween","357.191896",58.2754491017964,66,17.556334342627,72.75,74,5.71603681960473,40.52,38,8.4411476099505,FALSE
"C18H31O10P","Global core","437.158378",37.8571428571429,37,7.22957619104544,43.8695652173913,44,4.38583481923727,31.7111111111111,31,3.32590933563498,FALSE
"C18H31O13P",NA,"485.142975",6,6,2,6,6,2,NA,NA,NA,FALSE
"C18H31O2NS2",NA,"356.172369",2,2,NA,2,2,NA,NA,NA,NA,FALSE
"C18H31O5N","Sed Inbetween - Water Sat","340.212932",19.5797101449275,20,3.88210751245737,19.828125,20,3.28321700301532,16.4,15,8.53229160308062,FALSE
"C18H31O6N","Sed Core - Water Sat","356.207852",31.8913043478261,33,4.50264030414959,32.4,33,4.01544636669568,25.7142857142857,26,5.79408565447807,FALSE
"C18H31O7N3",NA,"400.208864",5,5,NA,5,5,NA,NA,NA,NA,FALSE
"C18H31O8S2P","Global satellite","469.112925",3,3,NA,3,3,NA,NA,NA,NA,FALSE
"C18H32O10S","Global satellite","439.164204",9,8,3.60555127546399,9,8,3.60555127546399,NA,NA,NA,FALSE
"C18H32O10S2",NA,"471.136184",1,1,NA,1,1,NA,NA,NA,NA,FALSE
"C18H32O3",NA,"295.227888",41.5945945945946,42,4.53877938729629,41.5945945945946,42,4.53877938729629,NA,NA,NA,FALSE
"C18H32O5N2","Sed Inbetween - Water Sat","355.223852",14.6923076923077,15,1.9135146880906,14.6,15,1.89296944860009,17,17,NA,FALSE
"C18H32O6S","Sed Inbetween - Water Sat","375.184554",3.33333333333333,2,2.3263199921512,2.57142857142857,2,1.50457178749844,6,6.5,2.94392028877595,FALSE
"C18H32O8S","Global satellite","407.174489",15.1818181818182,15,4.85423900973534,13.4444444444444,14,3.2829526005987,23,23,0,FALSE
"C18H32O9",NA,"391.197455",2.26666666666667,2,0.961150104723255,2.26666666666667,2,0.961150104723255,NA,NA,NA,FALSE
"C18H32O9S","Global satellite","423.169413",11.375,11,6.18610193440564,7.5,8,4.12310562561766,15.25,17.5,5.67890834580027,FALSE
"C18H33O13N",NA,"470.188009",5,5,NA,5,5,NA,NA,NA,NA,FALSE
"C18H33O14NS",NA,"518.154753",2,2,NA,NA,NA,NA,2,2,NA,FALSE
"C18H33O6P","Sed Core - Water Inbetween","375.194367",41.358024691358,47.5,11.3846454751854,50.5652173913044,51,2.82183148314258,29.2571428571429,29,5.50805921864568,FALSE
"C18H33O9P","Global core","423.179095",30.6966292134831,29,8.36241861370143,37.4347826086956,38.5,5.51582010047401,23.4883720930233,23,3.36677253742237,FALSE
"C18H34O10S",NA,"441.179737",4.66666666666667,5,0.577350269189626,4.66666666666667,5,0.577350269189626,NA,NA,NA,FALSE
"C18H34O4N4",NA,"369.250841",2.66666666666667,3,0.577350269189626,2.66666666666667,3,0.577350269189626,NA,NA,NA,FALSE
"C18H34O5NP","Sed Inbetween - Water Sat","374.210367",38.377358490566,39,3.98181643462039,38.2692307692308,39,3.94131153952383,44,44,NA,FALSE
"C18H34O8N2S","Sed Inbetween - Water Sat","437.196249",1.5,1,1,1.5,1,1,NA,NA,NA,FALSE
"C18H35O2NS2",NA,"360.203562",3,3,NA,3,3,NA,NA,NA,NA,FALSE
"C18H35O5S2P",NA,"425.158963",1,1,NA,NA,NA,NA,1,1,NA,FALSE
"C18H36O10NP","Sed Inbetween - Water Sat","456.200552",13.9333333333333,14,4.06143301006407,15,15,2.70801280154532,7,7,5.65685424949238,FALSE
"C18H36O14S",NA,"507.174968",1,1,NA,1,1,NA,NA,NA,NA,FALSE
"C18H36O5N3P",NA,"404.232151",11,11,NA,NA,NA,NA,11,11,NA,FALSE
"C18H36O6S","Sed Inbetween - Water Sat","379.215953",5.02702702702703,5,2.14069675166348,5.27272727272727,5,2.09572074822612,3,3.5,1.4142135623731,FALSE
"C18H36O8N2S","Global in-between","439.211937",1.46666666666667,1,0.756787468664269,1.5,1,0.762000762001143,1.38461538461538,1,0.767947647788304,FALSE
"C18H36O8S",NA,"411.205822",15,15,NA,15,15,NA,NA,NA,NA,FALSE
"C18H37O13NS2",NA,"538.163077",2,2,NA,NA,NA,NA,2,2,NA,FALSE
"C18H37O5N2P","Global satellite","391.236863",7.85714285714286,7,1.4638501094228,7.33333333333333,7,0.516397779494322,11,11,NA,FALSE
"C18H38O18N2",NA,"569.204861",1,1,NA,NA,NA,NA,1,1,NA,FALSE
"C18H38O4NP","Sed Inbetween - Water Sat","362.246738",19.3698630136986,20,2.81122180493281,19.6571428571429,20,2.33986073093371,12.6666666666667,12,5.03322295684717,FALSE
"C18H38O4S","Sed Inbetween - Water Sat","349.241819",9.47727272727273,9.5,1.42222616792382,9.55,10,1.39504618065276,8.75,8.5,1.70782512765993,FALSE
"C18H39O4N2P",NA,"377.257306",1,1,NA,1,1,NA,NA,NA,NA,FALSE
"C18H7O18N2S2P",NA,"632.879888",1,1,NA,1,1,NA,NA,NA,NA,FALSE
"C18H8O8","Global satellite","351.014699",16.6,17,4.61519230368573,15.25,15,4.03112887414927,22,22,NA,FALSE
"C18H9O10N",NA,"398.015477",3,4,1.73205080756888,NA,NA,NA,3,4,1.73205080756888,FALSE
"C19H10O10N2","Global satellite","425.026072",1,1,NA,1,1,NA,NA,NA,NA,FALSE
"C19H11O11SP",NA,"476.968846",1,1,NA,NA,NA,NA,1,1,NA,FALSE
"C19H12O10N2","Global satellite","427.042117",1,1,NA,NA,NA,NA,1,1,NA,FALSE
"C19H12O14","Global in-between","463.015396",14.3882352941176,14,3.56602392177117,12.1666666666667,12,3.83865785368364,14.9850746268657,15,3.2682704967308,FALSE
"C19H12O7","Global satellite","351.050866",3,3,2.82842712474619,1,1,NA,5,5,NA,FALSE
"C19H12O9","Sed Inbetween - Water Core","383.040804",16.0614035087719,16,5.38152376309266,11.09375,11,4.19953434438598,18,17.5,4.48316466707378,FALSE
"C19H13O4P","Sed Inbetween - Water Sat","Double",2,2,0,1,1,0,1,1,0,NA
"C19H13O4P","Sed Inbetween - Water Sat","335.047721",1,1,0,NA,NA,NA,1,1,0,FALSE
"C19H14O12","Sed Inbetween - Water Core","433.041646",1.77777777777778,2,0.833333333333333,1.77777777777778,2,0.833333333333333,NA,NA,NA,FALSE
"C19H14O12S","Global satellite","465.013669",1,1,NA,NA,NA,NA,1,1,NA,FALSE
"C19H14O15","Sed Inbetween - Water Core","481.025885",11.1382978723404,11,3.28437507788826,8.05882352941176,8,2.33105631193495,11.8181818181818,12,3.07676895086932,FALSE
"C19H14O17N2S",NA,"572.994117",1,1,0,1,1,0,NA,NA,NA,FALSE
"C19H14O7","Global in-between","353.066743",15.8723404255319,17,3.97610811066275,10.5714285714286,12,2.82064601750095,18.1212121212121,18,1.40884650861919,FALSE
"C19H14O8","Sed Inbetween - Water Core","369.061629",51.6976744186046,54,10.9869273536516,40.6808510638298,42,9.49852707798682,58.0121951219512,59,5.35987355304836,FALSE
"C19H15O10N3","Global satellite","444.068318",2.66666666666667,3,0.577350269189626,NA,NA,NA,2.66666666666667,3,0.577350269189626,FALSE
"C19H15O14N","Sed Sat - Water Inbetween","480.041991",24.2340425531915,24,2.08736120035766,18,18,NA,24.3695652173913,24,1.88984062411121,FALSE
"C19H16O12N2",NA,"463.063043",19.3333333333333,20,1.96638416050035,NA,NA,NA,19.3333333333333,20,1.96638416050035,FALSE
"C19H16O14","Sed Inbetween - Water Core","467.047068",3,3,1.58113883008419,3,3,1.58113883008419,NA,NA,NA,FALSE
"C19H16O16","Sed Inbetween - Water Core","499.036451",8.77906976744186,9,1.92446272282573,7.5,7.5,2.06705763652765,8.98648648648649,9,1.83193320482439,FALSE
"C19H16O7N2",NA,"383.088619",2.75,2.5,1.70782512765993,NA,NA,NA,2.75,2.5,1.70782512765993,FALSE
"C19H17O10N4P",NA,"491.061071",1,1,NA,NA,NA,NA,1,1,NA,FALSE
"C19H17O11N","Sed Inbetween - Water Core","434.072975",12.7368421052632,13,3.93543608715573,6.5,6.5,2.78151794983659,14.063829787234,14,2.6632041121099,FALSE
"C19H17O15N",NA,"498.052805",4.1,4,1.28668393770792,NA,NA,NA,4.1,4,1.28668393770792,FALSE
"C19H17O3S2P",NA,"387.028355",4,4,NA,NA,NA,NA,4,4,NA,FALSE
"C19H18O12","Global core","437.072483",23.0223463687151,25,8.54265918343337,15.7142857142857,16,5.64101039520666,29.4842105263158,31,4.49080184731,FALSE
"C19H18O14","Sed Inbetween - Water Core","469.062394",33.94375,34,9.22550939433187,25.4776119402985,26,6.07617854625058,40.0430107526882,42,5.54999799940157,FALSE
"C19H18O15","Sed Inbetween - Water Core","485.057196",10.7686567164179,10,3.10932185412648,7.92857142857143,8,1.7305413948137,12.0652173913043,12,2.71262553900443,FALSE
"C19H18O16","Sed Inbetween - Water Core","501.052521",2.75,1.5,2.87228132326901,2,2,NA,3,1,3.46410161513775,FALSE
"C19H18O18",NA,"533.042549",5,5,NA,NA,NA,NA,5,5,NA,FALSE
"C19H18O2S2",NA,"341.067608",1,1,0,1,1,0,NA,NA,NA,FALSE
"C19H18O7N2S",NA,"417.076346",2,2,NA,NA,NA,NA,2,2,NA,FALSE
"C19H19O2N3S2",NA,"384.084502",1,1,NA,NA,NA,NA,1,1,NA,FALSE
"C19H19O3S2P",NA,"389.044102",1,1,0,NA,NA,NA,1,1,0,FALSE
"C19H19O8P","Global satellite","405.074567",2,2,NA,2,2,NA,NA,NA,NA,FALSE
"C19H19O9N2P",NA,"449.075483",1.875,2,0.83452296039628,NA,NA,NA,1.875,2,0.83452296039628,FALSE
"C19H19O9NS",NA,"436.070636",2,2,0,NA,NA,NA,2,2,0,FALSE
"C19H20O11","Global core","423.093231",28.0276243093923,28,7.65392487495179,21.9418604651163,24,6.09793533267428,33.5368421052632,34,3.74111863551756,FALSE
"C19H20O12","Sed Inbetween - Water Core","439.088503",4,4,1.15470053837925,4,4,1.15470053837925,NA,NA,NA,FALSE
"C19H20O12S","Sed Sat - Water Inbetween","471.060501",1.33333333333333,1,0.577350269189626,NA,NA,NA,1.33333333333333,1,0.577350269189626,FALSE
"C19H20O14N2",NA,"499.084265",9,9,NA,NA,NA,NA,9,9,NA,FALSE
"C19H20O15","Sed Inbetween - Water Core","487.072871",21.8646616541353,23,5.49763303735732,15.4390243902439,15,3.70842810694642,24.7282608695652,25.5,3.30202488948216,FALSE
"C19H20O6N3SP",NA,"448.073672",2.33333333333333,2,0.577350269189626,NA,NA,NA,2.33333333333333,2,0.577350269189626,FALSE
"C19H20O8S","Global satellite","407.080814",4.66666666666667,3,4.72581562625261,2,2,1.4142135623731,10,10,NA,FALSE
"C19H21O12P","Sed Sat - Water Core","471.069939",13.8876404494382,14,3.03179440658495,9.33333333333333,7,4.04145188432738,14.046511627907,14,2.89383513796926,FALSE
"C19H21O4SP",NA,"375.082693",2.66666666666667,3,1.04653623694457,2.66666666666667,3,1.04653623694457,NA,NA,NA,FALSE
"C19H22O10N2",NA,"437.120251",20.25,20,2.84962635627381,NA,NA,NA,20.25,20,2.84962635627381,FALSE
"C19H22O8S2",NA,"441.068067",3,3,NA,3,3,NA,NA,NA,NA,FALSE
"C19H22O9S","Sed Sat - Water Inbetween","425.091008",14.2272727272727,14,3.17627841801448,8,8,NA,14.5238095238095,14,2.92607326666725,FALSE
"C19H23O10S2P",NA,"505.039535",1,1,NA,NA,NA,NA,1,1,NA,FALSE
"C19H23O6S2P",NA,"441.059932",1,1,NA,NA,NA,NA,1,1,NA,FALSE
"C19H23O7S2P",NA,"457.054832",4,4,NA,NA,NA,NA,4,4,NA,FALSE
"C19H24O10S",NA,"443.101928",1.77777777777778,2,0.833333333333333,NA,NA,NA,1.77777777777778,2,0.833333333333333,FALSE
"C19H24O12","Global core","443.119518",62.4285714285714,65,8.29722884872681,55.0617283950617,57,6.04430657522504,68.7765957446808,69,3.06262328808374,FALSE
"C19H24O15","Sed Sat - Water Inbetween","491.104453",2.61538461538462,3,1.04390784542678,2,2,NA,2.66666666666667,3,1.07308673997732,FALSE
"C19H24O19",NA,"555.084235",1,1,NA,1,1,NA,NA,NA,NA,FALSE
"C19H24O4N4S",NA,"403.144648",1.16666666666667,1,0.377195470232912,1.16666666666667,1,0.377195470232912,NA,NA,NA,FALSE
"C19H24O5","Sed Sat - Water Core","331.155166",16.7575757575758,17,2.06076520903116,14.3333333333333,13,3.55902608401044,16.9139784946237,17,1.8512975119611,FALSE
"C19H24O6N4","Global satellite","403.162329",7.66666666666667,7,3.2659863237109,9.66666666666667,11,3.21455025366432,5.66666666666667,5,2.08166599946613,FALSE
"C19H24O7S",NA,"395.116912",15.0769230769231,16,2.5968422639024,NA,NA,NA,15.0769230769231,16,2.5968422639024,FALSE
"C19H24O9S","Sed Sat - Water Inbetween","427.106705",7.01538461538462,6,5.05745831573377,9,9,NA,6.984375,6,5.09120682203757,FALSE
"C19H25O11N","Sed Inbetween - Water Core","442.135461",20.2086956521739,21,3.51561841574941,14.55,14.5,2.70428509864194,21.4,21,2.29430376960725,FALSE
"C19H25O14S2P","Global satellite","571.034902",1,1,0,1,1,NA,1,1,NA,FALSE
"C19H26O10S","Sed Sat - Water Core","445.117454",5.55555555555556,6,1.81046341520004,NA,NA,NA,5.55555555555556,6,1.81046341520004,FALSE
"C19H26O13S2",NA,"525.074076",1,1,NA,1,1,NA,NA,NA,NA,FALSE
"C19H26O5N2",NA,"361.176897",21.75,23.5,3.86221007541882,21.75,23.5,3.86221007541882,NA,NA,NA,FALSE
"C19H26O6S","Global satellite","381.137641",10.4666666666667,12,3.81475830851457,1,1,NA,11.1428571428571,12,2.8784916685157,FALSE
"C19H26O8N2",NA,"409.161805",1.5,1,1,NA,NA,NA,1.5,1,1,FALSE
"C19H26O8S","Sed Sat - Water Inbetween","Double",9.76182432432432,9,5.41816800441717,7,7,0,9.76626712328767,9,5.44674502165343,NA
"C19H26O8S","Sed Sat - Water Inbetween","413.127421",7.32432432432432,7,4.15490503364136,7,7,NA,7.32876712328767,7,4.18348205087762,FALSE
"C19H26O9NP","Sed Sat - Water Inbetween","442.127302",5.91228070175439,5,2.65438116109404,2,2,NA,5.98214285714286,5,2.62499226962374,FALSE
"C19H27O10P","Global core","445.127011",20.6045197740113,22,5.53106741310391,15.6219512195122,16,3.66377072137786,24.9052631578947,25,2.31587345872345,FALSE
