"MolForm","cs.flag.emergent_overlap","Mass","Mean","Median","SD","SED_Mean","SED_Median","SED_SD","SW_Mean","SW_Median","SW_SD","info"
"C22H16O13","Sed Inbetween - Water Core","487.051792",20.2167832167832,21,6.41097195520465,14.74,14,4.70696401134337,23.1612903225806,24,5.15475787518222,FALSE
"C22H16O15","Sed Inbetween - Water Core","519.041577",9.44715447154472,10,4.36679582428867,5.97058823529412,5.5,3.5970130210769,10.7752808988764,11,3.88982591626355,FALSE
"C22H17O9NS2",NA,"502.027022",1,1,NA,NA,NA,NA,1,1,NA,FALSE
"C22H18O12S",NA,"505.044439",1.8,2,0.836660026534076,NA,NA,NA,1.8,2,0.836660026534076,FALSE
"C22H18O13","Sed Inbetween - Water Core","489.067487",45.7735849056604,49,11.12240555912,36.0461538461538,36,7.89665825134034,52.5,55,7.44261198224653,FALSE
"C22H18O14","Sed Inbetween - Water Core","505.062618",4.18181818181818,5,2.18257562609784,3.88888888888889,4,2.31540733157497,5.5,5.5,0.707106781186548,FALSE
"C22H18O7NP",NA,"438.074812",1,1,NA,1,1,NA,NA,NA,NA,FALSE
"C22H19O16N",NA,"552.063155",10.5833333333333,10.5,2.39158879611378,NA,NA,NA,10.5833333333333,10.5,2.39158879611378,FALSE
"C22H20O16","Sed Inbetween - Water Core","539.068271",4.35714285714286,4,1.94569121026803,3.75,3.5,1.90862703084106,5.16666666666667,5,1.83484785926972,FALSE
"C22H20O9","Sed Inbetween - Water Core","427.103766",3.88888888888889,4,1.45296631451356,2.66666666666667,3,1.52752523165195,4.5,4.5,1.04880884817015,FALSE
"C22H21O10NS2",NA,"522.052919",2.86666666666667,3,1.68466472572297,NA,NA,NA,2.86666666666667,3,1.68466472572297,FALSE
"C22H21O4S2P",NA,"443.054496",1,1,NA,NA,NA,NA,1,1,NA,FALSE
"C22H21O9N",NA,"442.114299",14.1454545454545,15,3.19964223589301,NA,NA,NA,14.1454545454545,15,3.19964223589301,FALSE
"C22H21O9N",NA,"Double",17.3676767676768,18,4.79210815779473,0,0,0,17.3676767676768,18,4.79210815779473,NA
"C22H22O13","Global core","493.098712",22.343023255814,24,6.35994484322095,16.8831168831169,18,4.87737533487133,26.7684210526316,27,3.18391112212553,FALSE
"C22H22O18","Sed Sat - Water Inbetween","573.073421",14.6440677966102,14,1.73962651426031,13.2,13,1.48323969741913,14.7777777777778,14,1.71196308665312,FALSE
"C22H22O7NSP",NA,"474.078095",3,3,NA,NA,NA,NA,3,3,NA,FALSE
"C22H23O4N",NA,"364.155426",10,10,NA,NA,NA,NA,10,10,NA,FALSE
"C22H23O4N2SP",NA,"441.104235",4.1875,4,1.51520075677559,4.1875,4,1.51520075677559,NA,NA,NA,FALSE
"C22H23O8NS2",NA,"492.078903",6,6,NA,NA,NA,NA,6,6,NA,FALSE
"C22H24O11","Global core","463.124491",15.8057142857143,18,6.08814293530111,10.05,10,3.26818185819392,20.6526315789474,20,2.77438289497472,FALSE
"C22H24O3N3SP",NA,"440.120338",1,1,NA,1,1,NA,NA,NA,NA,FALSE
"C22H25O11P",NA,"495.106406",9.7948717948718,10,0.971796760845057,NA,NA,NA,9.7948717948718,10,0.971796760845057,FALSE
"C22H26O10S",NA,"481.117364",16.6842105263158,16,4.87684587935626,NA,NA,NA,16.6842105263158,16,4.87684587935626,FALSE
"C22H26O15","Sed Inbetween - Water Core","529.119899",20.8780487804878,22,2.78339739878591,17,17,2.27429413073671,22.1290322580645,23,1.46870104137912,FALSE
"C22H26O7S",NA,"433.132767",8,8,NA,NA,NA,NA,8,8,NA,FALSE
"C22H27O11N","Global core","Double",14.2990476190476,14,3.75454702440885,12.510582010582,12,3.06043292380784,15.9042553191489,16.5,3.07894474466962,NA
"C22H27O11N","Global core","480.151082",10.9657142857143,11,2.09514255641264,9.2962962962963,9,1.29850341205216,12.4042553191489,13,1.49780591458543,FALSE
"C22H27O14N","Sed Sat - Water Core","528.135922",26.8111111111111,27,2.45816431209722,13,13,NA,26.9662921348315,27,1.97972357001866,FALSE
"C22H27O3SP","Global satellite","401.134463",1.8,2,0.447213595499958,1,1,NA,2,2,0,FALSE
"C22H27O4P",NA,"385.157759",1.77777777777778,2,0.97182531580755,1.77777777777778,2,0.97182531580755,NA,NA,NA,FALSE
"C22H27O8P","Global satellite","449.137346",18.68,21,7.6197112806195,9.25,8.5,5.65053726901889,23.1176470588235,23,2.78123967281625,FALSE
"C22H28O4",NA,"355.191487",31,31,NA,NA,NA,NA,31,31,NA,FALSE
"C22H28O8S",NA,"451.143412",2.6,2,1.51657508881031,NA,NA,NA,2.6,2,1.51657508881031,FALSE
"C22H29O13N2S2P",NA,"623.077733",1,1,NA,1,1,NA,NA,NA,NA,FALSE
"C22H29O19S2P",NA,"691.041165",1,1,NA,NA,NA,NA,1,1,NA,FALSE
"C22H29O3SP",NA,"403.150381",1,1,0,1,1,0,NA,NA,NA,FALSE
"C22H29O8N2P",NA,"479.158646",3,3,NA,NA,NA,NA,3,3,NA,FALSE
"C22H30O5N2",NA,"401.208088",2,2,NA,2,2,NA,NA,NA,NA,FALSE
"C22H31O10SP",NA,"517.130313",2.33333333333333,2,0.516397779494322,NA,NA,NA,2.33333333333333,2,0.516397779494322,FALSE
"C22H31O15N",NA,"548.162354",3.5,3.5,0.707106781186548,NA,NA,NA,3.5,3.5,0.707106781186548,FALSE
"C22H32O2N2S",NA,"387.211094",2,2,NA,2,2,NA,NA,NA,NA,FALSE
"C22H32O5S2",NA,"439.161475",3,3,NA,3,3,NA,NA,NA,NA,FALSE
"C22H32O6","Sed Inbetween - Water Core","391.212612",41.258064516129,41,5.01535138114271,43.8333333333333,44,3.53254486729279,39.0240963855422,38,5.0557282257886,FALSE
"C22H32O7NP",NA,"452.184497",3,3,NA,NA,NA,NA,3,3,NA,FALSE
"C22H32O8N2S",NA,"483.180571",1.25,1,0.5,1.25,1,0.5,NA,NA,NA,FALSE
"C22H32O9S2",NA,"503.141493",3,3,1.4142135623731,NA,NA,NA,3,3,1.4142135623731,FALSE
"C22H33O19SP",NA,"663.099938",4,4,NA,NA,NA,NA,4,4,NA,FALSE
"C22H33O5N3S2",NA,"482.179067",2.5,2.5,0.707106781186548,2.5,2.5,0.707106781186548,NA,NA,NA,FALSE
"C22H33ON2S2P",NA,"435.169912",1.5,1.5,0.707106781186548,1.5,1.5,0.707106781186548,NA,NA,NA,FALSE
"C22H34O11","Sed Core - Water Inbetween","473.203047",2.68421052631579,2,1.20428086327933,2.25,2,0.5,2.8,3,1.32017314881691,FALSE
"C22H34O11N2S2",NA,"565.152948",1,1,NA,1,1,NA,NA,NA,NA,FALSE
"C22H34O12","Sed Inbetween - Water Sat","489.198225",3,3,0,3,3,NA,3,3,NA,FALSE
"C22H34O14N2S",NA,"581.165602",5,5,0,NA,NA,NA,5,5,0,FALSE
"C22H34O16N2S","Sed Sat - Water Inbetween","613.155625",2.11111111111111,2,0.831816801897625,1,1,0,2.19047619047619,2,0.803592398745607,FALSE
"C22H34O5N2S",NA,"437.211418",1,1,NA,NA,NA,NA,1,1,NA,FALSE
"C22H34O7N3P",NA,"482.205924",2,2,0,2,2,0,NA,NA,NA,FALSE
"C22H35O16S2P",NA,"649.103262",1.57142857142857,1,0.786795792469443,NA,NA,NA,1.57142857142857,1,0.786795792469443,FALSE
"C22H35O18N3S",NA,"660.156149",2,2,NA,NA,NA,NA,2,2,NA,FALSE
"C22H35O18P",NA,"617.149104",1.5,1.5,0.707106781186548,NA,NA,NA,1.5,1.5,0.707106781186548,FALSE
"C22H35O6S2P",NA,"489.153899",5,5,NA,5,5,NA,NA,NA,NA,FALSE
"C22H35O7SP",NA,"473.176608",1,1,NA,NA,NA,NA,1,1,NA,FALSE
"C22H36O11","Sed Inbetween - Water Sat","475.218567",7.9375,8,3.87244539449342,7.57142857142857,7.5,4.01371275876714,10.5,10.5,0.707106781186548,FALSE
"C22H36O6","Sed Core - Water Sat","395.244109",5.28571428571429,5,1.11269728052837,4.8,5,0.836660026534076,6.5,6.5,0.707106781186548,FALSE
"C22H36O6S",NA,"Double",11.5,11.5,0.707106781186548,0,0,0,11.5,11.5,0.707106781186548,NA
"C22H36O6S",NA,"427.215775",4,4,NA,NA,NA,NA,4,4,NA,FALSE
"C22H36O9S","Global satellite","475.200806",3,3,NA,NA,NA,NA,3,3,NA,FALSE
"C22H37O12P","Sed Inbetween - Water Sat","523.195055",12.3205128205128,13,2.49411561893444,12.6081081081081,13,2.18849774939602,7,7,1.82574185835055,FALSE
"C22H37O18N",NA,"602.194066",1,1,NA,1,1,NA,NA,NA,NA,FALSE
"C22H37O26SP",NA,"779.096028",1,1,NA,NA,NA,NA,1,1,NA,FALSE
"C22H37O6S2P","Global satellite","491.169561",2,2,1,3,3,NA,1.5,1.5,0.707106781186548,FALSE
"C22H38O7S",NA,"445.226302",4,4,NA,NA,NA,NA,4,4,NA,FALSE
"C22H39O13S2P",NA,"605.150001",1,1,0,NA,NA,NA,1,1,0,FALSE
"C22H39O7S2P","Global satellite","509.180123",1.5,1.5,0.577350269189626,1.5,1.5,0.707106781186548,1.5,1.5,0.707106781186548,FALSE
"C22H40O11NP",NA,"524.226692",16.1960784313725,16,2.8143887993178,16.1960784313725,16,2.8143887993178,NA,NA,NA,FALSE
"C22H40O7NS2P",NA,"524.191167",1,1,NA,1,1,NA,NA,NA,NA,FALSE
"C22H40O8","Sed Core - Water Sat","431.264934",10.4567901234568,11,1.99404979072771,10.5375,11,1.86875542419093,4,4,NA,FALSE
"C22H41O11P",NA,"511.231412",11.8117647058824,12,2.17941734047832,11.8117647058824,12,2.17941734047832,NA,NA,NA,FALSE
"C22H41O14NS2",NA,"606.189327",2,2,NA,NA,NA,NA,2,2,NA,FALSE
"C22H41O19N",NA,"622.220149",2,2,NA,NA,NA,NA,2,2,NA,FALSE
"C22H41O9N3S",NA,"522.249015",1,1,NA,1,1,NA,NA,NA,NA,FALSE
"C22H42O13",NA,"513.255236",2.95,2,1.57195821559574,2.95,2,1.57195821559574,NA,NA,NA,FALSE
"C22H43O10S2P",NA,"561.196117",1,1,0,NA,NA,NA,1,1,0,FALSE
"C22H43O14N4P",NA,"617.244208",1,1,NA,NA,NA,NA,1,1,NA,FALSE
"C22H43O17P",NA,"609.216872",2,2,0,NA,NA,NA,2,2,0,FALSE
"C22H43O6S2P",NA,"497.216507",7,7,NA,7,7,NA,NA,NA,NA,FALSE
"C22H43O7P",NA,"449.267553",24.3132530120482,24,2.32655775689748,24.3132530120482,24,2.32655775689748,NA,NA,NA,FALSE
"C22H44O13","Sed Inbetween - Water Sat","515.271268",1,1,NA,1,1,NA,NA,NA,NA,FALSE
"C22H44O3",NA,"355.321735",1,1,0,1,1,0,NA,NA,NA,FALSE
"C22H44O5S",NA,"419.283501",3,3,NA,3,3,NA,NA,NA,NA,FALSE
"C22H45O14P",NA,"563.247383",7,7,NA,7,7,NA,NA,NA,NA,FALSE
"C22H45O18P",NA,"627.227212",1,1,0,NA,NA,NA,1,1,0,FALSE
"C22H45O4S2P",NA,"467.242299",3,3,NA,3,3,NA,NA,NA,NA,FALSE
"C22H46O11NS2P","Global satellite","594.217932",1,1,0,1,1,NA,1,1,NA,FALSE
"C22H46O17N4",NA,"637.278686",3.5,3.5,0.707106781186548,NA,NA,NA,3.5,3.5,0.707106781186548,FALSE
"C22H46O4NP",NA,"418.309169",1.83333333333333,2,0.408248290463863,1.83333333333333,2,0.408248290463863,NA,NA,NA,FALSE
"C22H46O5S",NA,"421.299333",4.25,4.5,0.957427107756338,4.25,4.5,0.957427107756338,NA,NA,NA,FALSE
"C22H46O7NP","Global satellite","466.294034",9.25,9.5,3.30403793359983,10.6666666666667,10,2.08166599946613,5,5,NA,FALSE
"C22H48O10NP",NA,"516.294521",3,3,NA,3,3,NA,NA,NA,NA,FALSE
"C23H10O10N2",NA,"473.026158",1,1,0,1,1,0,NA,NA,NA,FALSE
"C23H13O8S2P","Sed Inbetween - Water Sat","Double",2.09803921568627,2,0.300326619585032,2.09803921568627,2,0.300326619585032,1,1,0,NA
"C23H13O8S2P","Sed Inbetween - Water Sat","510.971511",1.09803921568627,1,0.300326619585032,1.09803921568627,1,0.300326619585032,NA,NA,NA,FALSE
"C23H14O13","Sed Inbetween - Water Core","497.036113",12.469387755102,13,4.4122698687283,9.52631578947368,9,4.32522858808425,13.1772151898734,13,4.15642688533067,FALSE
"C23H16O6S2",NA,"451.031405",1,1,NA,1,1,NA,NA,NA,NA,FALSE
"C23H17O11N",NA,"482.072803",5.1,5,1.26899362787455,NA,NA,NA,5.1,5,1.26899362787455,FALSE
"C23H17O15SP",NA,"594.995156",2,2,NA,2,2,NA,NA,NA,NA,FALSE
"C23H17O8N2P","Global satellite","479.064665",1,1,0,1,1,0,NA,NA,NA,FALSE
"C23H18O7NP",NA,"450.074977",1,1,NA,1,1,NA,NA,NA,NA,FALSE
"C23H20O11","Sed Inbetween - Water Core","471.093255",19.3664596273292,21,5.01583672106881,15.0147058823529,16,4.42682679066978,22.5483870967742,23,2.29136436018719,FALSE
"C23H20O12","Sed Inbetween - Water Core","487.088118",11.8782051282051,13,4.82378909922272,7.06451612903226,6,2.90771144159878,15.0531914893617,15,2.75668111687621,FALSE
"C23H20O18","Sed Sat - Water Inbetween","583.057864",2.40625,2,1.45535409971441,1.71428571428571,1,0.951189731211342,2.49122807017544,2,1.48952062060181,FALSE
"C23H20O5N2S",NA,"435.102011",3.5,3.5,0.707106781186548,3.5,3.5,0.707106781186548,NA,NA,NA,FALSE
"C23H21O6NS2",NA,"470.073515",1,1,0,NA,NA,NA,1,1,0,FALSE
"C23H21O6S2P","Global satellite","487.044591",1,1,NA,1,1,NA,NA,NA,NA,FALSE
"C23H21O9N",NA,"454.114255",5.1,5,1.96920739836559,NA,NA,NA,5.1,5,1.96920739836559,FALSE
"C23H22O13","Sed Inbetween - Water Core","505.098662",20.109756097561,21.5,6.3090277075785,14.1884057971014,15,3.71513344831507,24.4105263157895,25,3.8218151442267,FALSE
"C23H22O13N2",NA,"533.104988",17.3333333333333,18,2.08166599946613,NA,NA,NA,17.3333333333333,18,2.08166599946613,FALSE
"C23H22O20",NA,"617.063484",3,3,NA,NA,NA,NA,3,3,NA,FALSE
"C23H22O6S2",NA,"457.078253",1,1,0,1,1,0,NA,NA,NA,FALSE
"C23H23O13P",NA,"537.080601",8,8,NA,NA,NA,NA,8,8,NA,FALSE
"C23H23O9N",NA,"Double",41.0705882352941,41,7.77204458428723,0,0,0,41.0705882352941,41,7.77204458428723,NA
"C23H23O9N",NA,"456.129991",36.4705882352941,38,4.97408614489406,NA,NA,NA,36.4705882352941,38,4.97408614489406,FALSE
"C23H24O18","Global in-between","587.088865",8.84,9,2.30768399166901,5.7,5.5,1.82878222991269,9.32307692307692,9,1.97727473675647,FALSE
"C23H24O9S2","Global satellite","507.078743",1,1,NA,NA,NA,NA,1,1,NA,FALSE
"C23H25O12P","Sed Sat - Water Inbetween","523.101088",6.29166666666667,7,1.60106395784224,2,2,NA,6.47826086956522,7,1.3439955768796,FALSE
"C23H25O13N3",NA,"550.131338",3.33333333333333,3,1.52752523165195,NA,NA,NA,3.33333333333333,3,1.52752523165195,FALSE
"C23H25O8N",NA,"442.150843",4.875,5,1.31021626713557,NA,NA,NA,4.875,5,1.31021626713557,FALSE
"C23H26O15","Sed Inbetween - Water Core","541.120343",2.5,2,1.92724822331886,1.4,1,0.547722557505166,4.33333333333333,5,2.08166599946613,FALSE
"C23H26O3N3SP",NA,"454.135886",3,3,NA,NA,NA,NA,3,3,NA,FALSE
"C23H26O6","Sed Sat - Water Inbetween","397.165634",22.25,22,4.47066461560954,15.5,15.5,4.94974746830583,23,22.5,3.86538180139921,FALSE
"C23H26O6NSP",NA,"474.114572",2,2,NA,2,2,NA,NA,NA,NA,FALSE
"C23H26O9","Global core","445.150704",2.96296296296296,3,1.55616593641309,2.96296296296296,3,1.55616593641309,NA,NA,NA,FALSE
"C23H27O11NS",NA,"524.123198",9,9,NA,NA,NA,NA,9,9,NA,FALSE
"C23H27O15N",NA,"556.131161",4.88888888888889,4,2.11128310272907,NA,NA,NA,4.88888888888889,4,2.11128310272907,FALSE
"C23H27O4SP","Global satellite","429.129459",2.5,2.5,2.12132034355964,4,4,NA,1,1,NA,FALSE
"C23H27OSP",NA,"381.145057",5.41666666666667,5.5,1.08362466945083,5.41666666666667,5.5,1.08362466945083,NA,NA,NA,FALSE
"C23H28O10S",NA,"495.133068",20.625,20,6.65206734782504,NA,NA,NA,20.625,20,6.65206734782504,FALSE
"C23H28O11","Sed Inbetween - Water Core","479.156247",5.22222222222222,4,3.1135902820449,5.22222222222222,4,3.1135902820449,NA,NA,NA,FALSE
"C23H28O12N2",NA,"523.156862",9.25,9.5,1.66904592079256,NA,NA,NA,9.25,9.5,1.66904592079256,FALSE
"C23H28O15","Sed Inbetween - Water Core","543.135869",2.66666666666667,2,1.93649167310371,1.33333333333333,1,0.577350269189626,3.33333333333333,3,2.06559111797729,FALSE
"C23H28O9NSP",NA,"524.115074",1,1,NA,1,1,NA,NA,NA,NA,FALSE
"C23H29O17S2P",NA,"671.051176",1,1,NA,NA,NA,NA,1,1,NA,FALSE
"C23H29O18S2P",NA,"687.046427",2,2,NA,NA,NA,NA,2,2,NA,FALSE
"C23H30O11","Sed Inbetween - Water Core","481.171962",2,2,NA,2,2,NA,NA,NA,NA,FALSE
"C23H30O17S",NA,"609.113081",2,2,NA,2,2,NA,NA,NA,NA,FALSE
"C23H30O19N2S",NA,"669.108687",2.14285714285714,2,0.899735410842437,NA,NA,NA,2.14285714285714,2,0.899735410842437,FALSE
"C23H30O2N4",NA,"393.229724",3,3,NA,3,3,NA,NA,NA,NA,FALSE
"C23H30O3N4",NA,"409.224601",1,1,NA,1,1,NA,NA,NA,NA,FALSE
"C23H31O16P",NA,"593.127665",3.5,3.5,2.12132034355964,NA,NA,NA,3.5,3.5,2.12132034355964,FALSE
"C23H31O16S2P",NA,"657.072242",3.25,3,1.25830573921179,NA,NA,NA,3.25,3,1.25830573921179,FALSE
"C23H31O3S2P","Global satellite","449.138075",2.33333333333333,2,1.52752523165195,2.5,2.5,2.12132034355964,2,2,NA,FALSE
"C23H32O12S",NA,"531.154008",5,5,NA,NA,NA,NA,5,5,NA,FALSE
"C23H32O14N2",NA,"559.178146",5.66666666666667,6,0.577350269189626,NA,NA,NA,5.66666666666667,6,0.577350269189626,FALSE
"C23H32O7","Sed Inbetween - Water Core","419.207525",46.5035971223022,47,5.03088159030242,45.2888888888889,45,4.30972590471104,47.0851063829787,48,5.26432418533907,FALSE
"C23H33O7P","Sed Sat - Water Core","451.189303",35.2020202020202,35,4.24739967985167,34.5714285714286,34,4.54082014828242,35.25,35,4.24684757034136,FALSE
"C23H33O8P","Sed Inbetween - Water Core","467.184209",40.859649122807,42,4.03497363872135,39.7368421052632,41,4.82864261192358,41.0842105263158,42,3.84725145850832,FALSE
"C23H33O8S2P",NA,"531.128469",1,1,NA,NA,NA,NA,1,1,NA,FALSE
"C23H33O8SP","Global satellite","499.156002",1.2,1,0.447213595499958,1.25,1,0.5,1,1,NA,FALSE
"C23H34O8S","Global satellite","469.190083",7.09090909090909,8,5.08831102537071,2.2,1,2.16794833886788,11.1666666666667,11.5,2.04124145231932,FALSE
"C23H35O10SP",NA,"533.161835",2,2,1,NA,NA,NA,2,2,1,FALSE
"C23H35O11N4P",NA,"573.196609",2,2,NA,NA,NA,NA,2,2,NA,FALSE
"C23H35O11SP",NA,"549.156444",1,1,NA,NA,NA,NA,1,1,NA,FALSE
"C23H35O15N",NA,"564.193326",4,4,NA,4,4,NA,NA,NA,NA,FALSE
"C23H35O8N3S",NA,"512.207199",2,2,NA,2,2,NA,NA,NA,NA,FALSE
"C23H35O8P","Sed Inbetween - Water Core","469.199861",40.2706766917293,40,4.53793408400127,42.1842105263158,43,3.50948724335017,39.5052631578947,40,4.69012925514971,FALSE
"C23H36O11N2",NA,"515.224663",10.6666666666667,10,2.08166599946613,10.6666666666667,10,2.08166599946613,NA,NA,NA,FALSE
"C23H36O13","Sed Inbetween - Water Sat","519.208517",2.625,2.5,1.40788595317336,2.28571428571429,2,1.11269728052837,5,5,NA,FALSE
"C23H36O5",NA,"391.248942",9,9,2,9,9,2,NA,NA,NA,FALSE
"C23H36O7S",NA,"455.210847",8,8,2,NA,NA,NA,8,8,2,FALSE
"C23H37O14S2P",NA,"631.128746",1,1,0,NA,NA,NA,1,1,0,FALSE
"C23H37O9N","Sed Inbetween - Water Sat","470.239939",3.23076923076923,3,1.23516841994969,3.23076923076923,3,1.23516841994969,NA,NA,NA,FALSE
"C23H38O19S",NA,"649.165116",1,1,NA,1,1,NA,NA,NA,NA,FALSE
"C23H38O7S",NA,"457.226631",2,2,NA,NA,NA,NA,2,2,NA,FALSE
"C23H39O10P","Sed Core - Water Inbetween","505.221033",25.0897435897436,26,3.89105142913226,27.6813186813187,28,2.72388252675038,21.4615384615385,21,1.82068773988124,FALSE
"C23H39O12N",NA,"520.240411",2.5,2.5,0.707106781186548,2.5,2.5,0.707106781186548,NA,NA,NA,FALSE
"C23H39O13S2P",NA,"617.150076",1.77777777777778,2,0.833333333333333,NA,NA,NA,1.77777777777778,2,0.833333333333333,FALSE
"C23H39O3S2P",NA,"457.200673",1.25,1,0.5,1.25,1,0.5,NA,NA,NA,FALSE
"C23H41O11P",NA,"523.231536",20.9310344827586,21,3.60165692957172,20.9310344827586,21,3.60165692957172,NA,NA,NA,FALSE
"C23H41O12S2P","Global satellite","603.170162",5,5,NA,NA,NA,NA,5,5,NA,FALSE
"C23H41O14N",NA,"554.245501",3.55555555555556,4,0.52704627669473,3.55555555555556,4,0.52704627669473,NA,NA,NA,FALSE
"C23H41O8SP",NA,"507.218769",4.5,4.5,0.707106781186548,4.5,4.5,0.707106781186548,NA,NA,NA,FALSE
"C23H42O22N2",NA,"697.215688",4,4,NA,NA,NA,NA,4,4,NA,FALSE
"C23H42O7","Sed Inbetween - Water Sat","429.285987",5.5,5,2.19503572139084,5.5,5,2.19503572139084,NA,NA,NA,FALSE
"C23H43O8P","Sed Core - Water Sat","477.262427",22.945652173913,24,3.41735753719569,23.0879120879121,24,3.15047915808356,10,10,NA,FALSE
"C23H45O11P",NA,"527.262855",15.0434782608696,15,1.77042010601401,15.0434782608696,15,1.77042010601401,NA,NA,NA,FALSE
"C23H45O12S2P",NA,"607.201666",3,3,NA,NA,NA,NA,3,3,NA,FALSE
"C23H45O5N4P","Global in-between","487.305554",1,1,0,1,1,0,NA,NA,NA,FALSE
"C23H45O6SP",NA,"479.260051",2.5,2.5,2.12132034355964,2.5,2.5,2.12132034355964,NA,NA,NA,FALSE
"C23H45O8P",NA,"479.277834",2.78461538461538,3,1.19232320089169,2.78461538461538,3,1.19232320089169,NA,NA,NA,FALSE
"C23H45O9N2P",NA,"523.279113",7.28571428571429,7,0.755928946018454,7.28571428571429,7,0.755928946018454,NA,NA,NA,FALSE
"C23H45O9S2P","Global satellite","559.217175",3,3,NA,NA,NA,NA,3,3,NA,FALSE
"C23H46O13N2S",NA,"589.264526",1.23076923076923,1,0.438529009653515,NA,NA,NA,1.23076923076923,1,0.438529009653515,FALSE
"C23H46O4",NA,"385.332467",2,2,NA,2,2,NA,NA,NA,NA,FALSE
"C23H46O8NP",NA,"494.289035",7,7,NA,NA,NA,NA,7,7,NA,FALSE
"C23H47O11P",NA,"529.278572",2.6,2,1.51657508881031,2.6,2,1.51657508881031,NA,NA,NA,FALSE
"C23H47O13NS2",NA,"608.241511",1,1,NA,NA,NA,NA,1,1,NA,FALSE
"C23H47O14P",NA,"577.263069",3,3,NA,3,3,NA,NA,NA,NA,FALSE
"C23H47O19P",NA,"657.237771",2,2,NA,NA,NA,NA,2,2,NA,FALSE
"C23H47O6N2P",NA,"477.310062",9,9,NA,NA,NA,NA,9,9,NA,FALSE
"C23H47O6SP",NA,"481.275969",2.83333333333333,3,0.717740562565273,2.83333333333333,3,0.717740562565273,NA,NA,NA,FALSE
"C23H48O3NP",NA,"416.329984",2.60606060606061,2,1.34488368315335,2.60606060606061,2,1.34488368315335,NA,NA,NA,FALSE
"C23H49O13S2P",NA,"627.228121",2,1.5,1.26491106406735,NA,NA,NA,2,1.5,1.26491106406735,FALSE
"C23H50O10NP",NA,"530.310133",9,9,NA,9,9,NA,NA,NA,NA,FALSE
"C24H12O12N2",NA,"519.031345",1,1,NA,1,1,NA,NA,NA,NA,FALSE
"C24H14O13","Global in-between","509.036191",13.0140845070423,13,2.48706917444425,11.5,12.5,3.4509550720186,13.3220338983051,14,2.1531106444182,FALSE
"C24H16O9",NA,"447.072204",9,9,NA,9,9,NA,NA,NA,NA,FALSE
"C24H17O11N",NA,"494.072859",18.75,19.5,3.37003603202441,NA,NA,NA,18.75,19.5,3.37003603202441,FALSE
"C24H17O16N",NA,"574.047594",2.5,2,1,NA,NA,NA,2.5,2,1,FALSE
"C24H18O11","Global in-between","Double",10.7898706896552,10,3.54202286636306,7.1,6,2.07899548393502,11.4202279202279,10.5,3.0904441737789,NA
"C24H18O11","Global in-between","481.077508",8.03125,8,2.06227451869924,5.1,4,2.07899548393502,8.57407407407407,8,1.54921589237974,FALSE
"C24H18O9","Global satellite","449.087953",2,2,1.4142135623731,2,2,1.4142135623731,NA,NA,NA,FALSE
"C24H18O9N2",NA,"477.094007",4,4,NA,4,4,NA,NA,NA,NA,FALSE
"C24H19O10NS2",NA,"544.037606",1,1,NA,NA,NA,NA,1,1,NA,FALSE
"C24H19O16N","Sed Sat - Water Inbetween","576.062862",2.66666666666667,2.5,1.211060141639,3,3,NA,2.6,2,1.34164078649987,FALSE
"C24H20O13","Sed Inbetween - Water Core","515.083157",41.3741007194245,42,7.1942744760093,35.3191489361702,35,5.9201438840429,44.4673913043478,46,5.67131026773272,FALSE
"C24H21O5N",NA,"402.134661",2,2,1.4142135623731,2,2,1.4142135623731,NA,NA,NA,FALSE
"C24H22O12S",NA,"533.076161",1,1,NA,NA,NA,NA,1,1,NA,FALSE
"C24H22O13","Sed Inbetween - Water Core","517.098859",12.1069182389937,14,4.94730612667079,7.32307692307692,7,3.80011386469082,15.4148936170213,16,2.14230091592368,FALSE
"C24H22O7NS2P",NA,"530.050145",1,1,NA,NA,NA,NA,1,1,NA,FALSE
"C24H22O7S2",NA,"485.073274",2.33333333333333,2,1.52752523165195,NA,NA,NA,2.33333333333333,2,1.52752523165195,FALSE
"C24H22O8N4S",NA,"525.108539",2,2,NA,NA,NA,NA,2,2,NA,FALSE
"C24H23O12N","Sed Sat - Water Core","516.115061",3.16666666666667,3,1.7856107630448,NA,NA,NA,3.16666666666667,3,1.7856107630448,FALSE
"C24H23O15N","Sed Sat - Water Inbetween","564.099606",9.94915254237288,10,1.38244821332899,9,9,NA,9.96551724137931,10,1.38874570748154,FALSE
"C24H24O11S",NA,"519.096426",5.66666666666667,5,2.08166599946613,NA,NA,NA,5.66666666666667,5,2.08166599946613,FALSE
"C24H24O14N2",NA,"563.115104",3,3,NA,NA,NA,NA,3,3,NA,FALSE
"C24H24O17","Sed Inbetween - Water Core","583.094266",4.5,4.5,2.15028168857157,2.58333333333333,3,1.67648622440092,4.76744186046512,5,2.07888215779341,FALSE
"C24H24O19","Sed Sat - Water Inbetween","615.084204",4.21739130434783,4,2.35403950185306,2.5,2.5,0.707106781186548,4.38095238095238,4,2.39741924736143,FALSE
"C24H24O20",NA,"631.079078",3,3,0.707106781186548,NA,NA,NA,3,3,0.707106781186548,FALSE
"C24H24O7S2",NA,"487.088885",1,1,NA,1,1,NA,NA,NA,NA,FALSE
"C24H25O10N",NA,"486.140486",6.22448979591837,6,1.1948728335833,NA,NA,NA,6.22448979591837,6,1.1948728335833,FALSE
