"Mass","MolForm"
"485.0400505","C22H19O5N2S2P"
"485.0450343","C14H19O15N2P"
"485.0468057","C23H19O8SP"
"485.0474621","C21H14O12N2"
"485.0492877","C19H19O13P"
"485.057196","C19H18O15"
"485.0575049","C19H18O15"
"485.0643594","C23H19O10P"
"485.0661145","C22H18O9N2S"
"485.0724465","C23H18O12"
"485.0727779","C23H18O12"
"485.073274","C24H22O7S2"
"485.075673","C20H22O12S"
"485.0761096","C20H22O12S"
"485.0824259","C16H27O9N2S2P"
"485.0838635","C22H18O11N2"
"485.0855526","C20H23O12P"
"485.0863546","C21H27O7S2P"
"485.0936172","C20H22O14"
"485.0939511","C20H22O14"
"485.0942263","C21H26O9S2"
"485.1007911","C24H23O9P"
"485.1089501","C24H22O11"
"485.1092663","C24H22O11"
"485.1096316","C25H26O6S2"
"485.1122354","C21H26O11S"
"485.1125786","C21H26O11S"
"485.1220307","C21H27O11P"
"485.1227471","C22H31O6S2P"
"485.1300644","C21H26O13"
"485.1303956","C21H26O13"
"485.1307823","C22H30O8S2"
"485.1332581","C18H30O13S"
"485.1420932","C21H30O7N2S2"
"485.142975","C18H31O13P"
"485.1453846","C25H26O10"
"485.1457706","C25H26O10"
"485.1460803","C26H30O5S2"
"485.1486584","C22H30O10S"
"485.1490126","C22H30O10S"
"485.1511797","C18H30O15"
"485.1514925","C18H30O15"
"485.1556676","C26H31O5SP"
"485.1565577","C24H26O9N2"
"485.1571868","C25H30O4N2S2"
"485.1584131","C22H31O10P"
"485.1591872","C23H35O5S2P"
"485.1636105","C26H30O7S"
"485.1664901","C22H30O12"
"485.1668722","C23H34O7S2"
"485.1770601","C23H35O7SP"
"485.1801808","C20H39O7S2P"
"485.181737","C26H30O9"
"485.182046","C26H30O9"
"485.1822891","C27H34O4S2"
"485.1844864","C25H31O6N2P"
"485.1850793","C23H34O9S"
"485.1927113","C25H30O8N2"
"485.1948096","C23H35O9P"
"485.1955784","C24H39O4S2P"
"485.1959929","C22H34O8N2S"
"485.1970892","C30H30O6"
"485.2030979","C23H34O11"
"485.2033485","C26H35O3N2SP"
"485.2111868","C26H34O5N2S"
"485.2130827","C24H39O6SP"
"485.2140256","C22H34O10N2"
"485.2148271","C23H38O5N2S2"
"485.2158694","C20H39O11P"
"485.217115","C19H38O10N2S"
"485.2179932","C27H34O8"
"485.2183153","C27H34O8"
"485.2208413","C26H35O5N2P"
"485.2210862","C24H38O8S"
"485.221481","C24H38O8S"
"485.2227164","C25H34O4N4S"
"485.2237294","C20H38O13"
"485.2240714","C20H38O13"
"485.2247734","C21H42O8S2"
"485.2310607","C24H39O8P"
"485.2318633","C25H43O3S2P"
"485.2332475","C31H34O5"
"485.2390821","C24H38O10"
"485.2394119","C24H38O10"
"485.2421724","C21H42O10S"
"485.2521043","C21H43O10P"
"485.2530852","C22H47O5S2P"
"485.2534314","C20H42O9N2S"
"485.254293","C28H38O7"
"485.254658","C28H38O7"
"485.2575951","C25H42O7S"
"485.260108","C21H42O12"
"485.2604098","C21H42O12"
"485.2607382","C21H42O12"
"485.2664332","C28H42ON2S2"
"485.2666986","C28H42ON2S2"
"485.2675144","C25H43O7P"
"485.2699657","C32H38O4"
"485.275439","C25H42O9"
"485.2757762","C25H42O9"
"485.2761858","C26H46O4S2"
"485.2764461","C26H46O4S2"
"485.2788411","C22H46O9S"
"485.2791563","C22H46O9S"
"485.2868134","C24H42O8N2"
"485.2908892","C29H42O6"
"485.3037214","C26H47O6P"
"485.3118215","C26H46O8"
"485.3121479","C26H46O8"
"485.3147417","C25H47O5N2P"
"485.3151902","C25H47O5N2P"
"485.3231251","C25H46O7N2"
"485.3271038","C30H46O5"
"485.3482143","C27H50O7"
"485.348548","C27H50O7"
"485.9618025","C16H9O15NS"
"485.9861108","C12H14O14N3SP"
"486.019398","C14H17O16NS"
"486.0314421","C21H13O13N"
"486.0319019","C22H17O8NS2"
"486.0529349","C18H17O15N"
"486.0533471","C19H21O10NS2"
"486.0681604","C22H17O12N"
"486.0685459","C23H21O7NS2"
"486.0780111","C23H22O7NSP"
"486.078329","C23H22O7NSP"
"486.0893007","C19H21O14N"
"486.1045172","C23H21O11N"
"486.1049169","C24H25O6NS2"
"486.1107674","C17H29O11NS2"
"486.1144681","C24H26O6NSP"
"486.1151814","C22H21O10N3"
"486.1172138","C20H26O11NP"
"486.1390668","C18H34O8NS2P"
"486.140486","C24H25O10N"
"486.1408773","C24H25O10N"
"486.1411974","C25H29O5NS2"
"486.1414611","C25H29O5NS2"
"486.1536314","C21H30O10NP"
"486.1542241","C22H34O5NS2P"
"486.1622022","C22H33O7NS2"
"486.1685364","C25H30O7NP"
"486.1752905","C19H38O7NS2P"
"486.1763067","C17H33O11N3S"
"486.1767963","C25H29O9N"
"486.1773901","C25H29O9N"
"486.1778176","C26H33O4NS2"
"486.1781707","C26H33O4NS2"
"486.1899506","C22H34O9NP"
"486.1915096","C21H33O8N3S"
"486.1985866","C23H37O6NS2"
"486.2052094","C26H34O6NP"
"486.2058311","C27H38ONS2P"
"486.2111815","C19H38O11NP"
"486.2161437","C25H34O5N3P"
"486.2196761","C19H37O13N"
"486.247576","C20H42O10NP"
"486.2712153","C24H41O9N"
"486.2714946","C25H45O4NS2"
"486.3437561","C26H49O7N"
"486.3467393","C25H50O4N3P"
"486.9800684","C21H12O10S2"
"486.9888577","C13H17O12N2S2P"
"486.9930082","C18H17O10S2P"
"486.9977719","C21H12O12S"
"487.0145494","C15H13O13N4P"
"487.0154217","C21H12O14"
"487.0157622","C21H12O14"
"487.0264619","C20H12O13N2"
"487.0289837","C19H21O9S2P"
"487.0365498","C18H16O16"
"487.0368918","C18H16O16"
"487.0372059","C19H20O11S2"
"487.0414933","C16H16O12N4S"
"487.0418117","C24H12O10N2"
"487.0436177","C22H17O11P"
"487.0442602","C23H21O6S2P"
"487.044591","C23H21O6S2P"
"487.0449331","C21H16O10N2S"
"487.051792","C22H16O13"
"487.0521715","C22H16O13"
"487.0525972","C23H20O8S2"
"487.0628667","C21H16O12N2"
"487.0648683","C19H21O13P"
"487.065595","C20H25O8S2P"
"487.0670162","C26H16O10"
"487.0682521","C16H25O13SP"
"487.072871","C19H20O15"
"487.0732673","C19H20O15"
"487.0858103","C16H25O15P"
"487.0872364","C15H24O14N2S"
"487.088118","C23H20O12"
"487.0884617","C23H20O12"
"487.088885","C24H24O7S2"
"487.0915407","C20H24O12S"
"487.0989144","C24H25O7SP"
"487.1011949","C20H25O12P"
"487.1026926","C19H24O11N2S"
"487.1092152","C20H24O14"
"487.1096308","C20H24O14"
"487.1164981","C24H25O9P"
"487.1171018","C25H29O4S2P"
"487.1196496","C21H29O9SP"
"487.1244947","C24H24O11"
"487.1248008","C24H24O11"
"487.1251523","C25H28O6S2"
"487.1277922","C21H28O11S"
"487.1280791","C21H28O11S"
"487.1350512","C25H29O6SP"
"487.1353045","C25H29O6SP"
"487.1356464","C23H24O10N2"
"487.1359986","C23H24O10N2"
"487.1365756","C24H28O5N2S2"
"487.1375846","C21H29O11P"
"487.1456408","C21H28O13"
"487.1459585","C21H28O13"
"487.1463441","C22H32O8S2"
"487.1488441","C18H32O13S"
"487.1492518","C18H32O13S"
"487.1587825","C18H33O13P"
"487.1602033","C17H32O12N2S"
"487.1609704","C25H28O10"
"487.1613106","C25H28O10"
"487.1618492","C26H32O5S2"
"487.1641435","C22H32O10S"
"487.1645026","C22H32O10S"
"487.1667064","C18H32O15"
"487.1740711","C22H33O10P"
"487.1746395","C23H37O5S2P"
"487.18211","C22H32O12"
"487.1824625","C22H32O12"
"487.1924296","C23H37O7SP"
"487.1957715","C20H41O7S2P"
"487.1967931","C18H36O11N2S"
"487.1974177","C26H32O9"
"487.1978598","C27H36O4S2"
"487.2007463","C23H36O9S"
"487.2011057","C23H36O9S"
"487.2104698","C23H37O9P"
"487.2111469","C24H41O4S2P"
"487.2157188","C27H36O6S"
"487.2160603","C27H36O6S"
"487.2175448","C17H37O10N4P"
"487.2184679","C23H36O11"
"487.2188202","C23H36O11"
"487.2191232","C24H40O6S2"
"487.2287183","C24H41O6SP"
"487.2315565","C20H41O11P"
"487.2321676","C21H45O6S2P"
"487.2327788","C19H40O10N2S"
"487.2337958","C27H36O8"
"487.2371285","C24H40O8S"
"487.2397418","C20H40O13"
"487.2402567","C21H44O8S2"
"487.2468303","C24H41O8P"
"487.254845","C24H40O10"
"487.2551846","C24H40O10"
"487.2554561","C25H44O5S2"
"487.2595822","C22H40O6N4S"
"487.26022","C30H36O4N2"
"487.2679819","C21H45O10P"
"487.2696741","C20H44O9N2S"
"487.2702241","C28H40O7"
"487.2829879","C25H45O7P"
"487.2837087","C26H49O2S2P"
"487.2855031","C32H40O4"
"487.2911792","C25H44O9"
"487.2915308","C25H44O9"
"487.2918426","C26H48O4S2"
"487.2921448","C26H48O4S2"
"487.2942181","C24H45O6N2P"
"487.305554","C23H45O5N4P"
"487.3067298","C29H44O6"
"487.3206363","C27H53OS2P"
"487.3276785","C26H48O8"
"487.3558633","C27H53O5P"
"487.3638212","C27H52O7"
"487.3670421","C26H53O4N2P"
"487.3793469","C31H52O4"
"487.4286438","C29H61O3P"
"488.0472609","C21H15O13N"
"488.0686159","C18H19O15N"
"488.0770657","C21H19O9N3S"
"488.0821021","C16H28O10NS2P"
"488.0834359","C22H19O12N"
"488.0837749","C22H19O12N"
"488.0840909","C23H23O7NS2"
"488.0938228","C23H24O7NSP"
"488.0944434","C21H19O11N3"
"488.0955252","C22H23O6N3S2"
"488.0964245","C19H24O12NP"
"488.1049296","C19H23O14N"
"488.1052939","C20H27O9NS2"
"488.1117383","C23H24O9NP"
"488.1182661","C17H32O9NS2P"
"488.1413631","C20H27O13N"
"488.1417317","C21H31O8NS2"
"488.1562868","C24H27O10N"
"488.1566652","C24H27O10N"
"488.1571527","C25H31O5NS2"
"488.1590288","C23H28O7N3P"
"488.1593496","C21H31O10NS"
"488.1682373","C24H31O4N3S2"
"488.1777434","C21H31O12N"
"488.1847786","C25H32O7NP"
"488.191266","C19H40O7NS2P"
"488.1926596","C25H31O9N"
"488.1930275","C26H35O4NS2"
"488.1933694","C26H35O4NS2"
"488.2015157","C17H36O11N3P"
"488.2037588","C24H31O8N3"
"488.2205087","C26H36O6NP"
"488.2214834","C27H40ONS2P"
"488.2296857","C27H39O3NS2"
"488.2441103","C30H35O5N"
"488.2505573","C23H39O10N"
"488.2569893","C27H40O5NP"
"488.2936994","C28H44O4NP"
"488.3028412","C29H47ONS2"
"488.3511091","C26H52O5NP"
"488.9937064","C14H11O14N4P"
"489.0098784","C24H10O12"
"489.0132435","C21H14O12S"
"489.0229692","C21H15O12P"
"489.0310445","C21H14O14"
"489.0313704","C21H14O14"
"489.0416904","C22H19O9SP"
"489.0423855","C20H14O13N2"
"489.0441341","C18H19O14P"
"489.0448114","C19H23O9S2P"
"489.0452001","C17H18O13N2S"
"489.0464522","C25H14O11"
"489.0497181","C22H18O11S"
"489.0522438","C18H18O16"
"489.0526116","C18H18O16"
"489.0561232","C18H23O8N2S2P"
"489.0591721","C22H19O11P"
"489.0603561","C23H23O6S2P"
"489.0627109","C19H23O11SP"
"489.067487","C22H18O13"
"489.0678426","C22H18O13"
"489.0682039","C23H22O8S2"
"489.0722516","C20H18O9N4S"
"489.0787305","C21H18O12N2"
"489.0809894","C20H27O8S2P"
"489.0812873","C20H27O8S2P"
"489.0828309","C26H18O10"
"489.0860829","C23H22O10S"
"489.0864425","C23H22O10S"
"489.0886429","C19H22O15"
"489.0889896","C19H22O15"
"489.0892714","C20H26O10S2"
"489.1039118","C23H22O12"
"489.1042945","C23H22O12"
"489.1071849","C20H26O12S"
"489.107442","C20H26O12S"
"489.1111592","C27H23O7P"
"489.1137272","C24H27O7SP"
"489.1176817","C21H31O7S2P"
"489.1193689","C27H22O9"
"489.1228617","C24H26O9S"
"489.1249814","C20H26O14"
"489.1253638","C20H26O14"
"489.1303587","C26H22O8N2"
"489.1320886","C24H27O9P"
"489.1336647","C23H26O8N2S"
"489.1391687","C16H30O13N2S"
"489.1402055","C24H26O11"
"489.1405347","C24H26O11"
"489.1410284","C25H30O6S2"
"489.1434446","C21H30O11S"
"489.1438632","C21H30O11S"
"489.1506834","C25H31O6SP"
"489.1523089","C24H30O5N2S2"
"489.1532671","C21H31O11P"
"489.153899","C22H35O6S2P"
"489.1612651","C21H30O13"
"489.1616463","C21H30O13"
"489.1621284","C22H34O8S2"
"489.1694263","C26H35O3S2P"
"489.1699912","C24H30O7N2S"
"489.172649","C20H30O12N2"
"489.1734097","C21H34O7N2S2"
"489.1765226","C25H30O10"
"489.1768726","C25H30O10"
"489.1772588","C26H34O5S2"
"489.1777844","C26H34O5S2"
"489.1795753","C22H34O10S"
"489.18376","C29H31O5P"
"489.1840743","C29H31O5P"
"489.1876724","C24H30O9N2"
"489.1885143","C25H34O4N2S2"
"489.1895365","C22H35O10P"
"489.1901507","C23H39O5S2P"
"489.1978652","C22H34O12"
"489.198225","C22H34O12"
"489.2059088","C27H39O2S2P"
"489.2064384","C25H34O6N2S"
"489.2104729","C30H34O4S"
"489.2112625","C20H43O7S2P"
"489.2120212","C18H38O11N2S"
"489.2128864","C26H34O9"
"489.2132319","C26H34O9"
"489.213613","C27H38O4S2"
"489.2162432","C23H38O9S"
"489.2167716","C23H38O9S"
"489.2189388","C19H38O14"
"489.2200439","C30H35O4P"
"489.2203889","C30H35O4P"
"489.2259164","C23H39O9P"
"489.2266452","C24H43O4S2P"
"489.2341416","C23H38O11"
"489.2345009","C23H38O11"
"489.2470856","C20H43O11P"
"489.2482493","C21H39O7N4P"
"489.2492677","C27H38O8"
"489.2496041","C27H38O8"
"489.2522179","C26H39O5N2P"
"489.2623275","C24H43O8P"
"489.2629812","C25H47O3S2P"
"489.2646512","C31H38O5"
"489.2703605","C24H42O10"
"489.270751","C24H42O10"
"489.2712096","C25H46O5S2"
"489.2774922","C28H43O5P"
"489.2778717","C28H43O5P"
"489.2834923","C32H42O2S"
"489.2858818","C28H42O7"
"489.2987819","C25H47O7P"
"489.2995577","C26H51O2S2P"
"489.3068727","C25H46O9"
"489.3072827","C25H46O9"
"489.3076185","C26H50O4S2"
"489.3100436","C24H47O6N2P"
"489.312306","C31H42O3N2"
"489.3136873","C29H47O4P"
"489.3141232","C29H47O4P"
"489.3352662","C26H51O6P"
"489.3621466","C27H54O5S"
"489.3715529","C27H55O5P"
"489.4077654","C28H59O4P"
"489.4080643","C28H59O4P"
"489.4314251","C32H58O3"
"489.902636","C14H5O15NS2"
"490.0266794","C20H13O14N"
"490.0418152","C24H13O11N"
"490.0630792","C21H17O13N"
"490.0634389","C22H21O8NS2"
"490.0730143","C22H22O8NSP"
"490.073928","C20H17O12N3"
"490.0838647","C18H21O15N"
"490.0917407","C23H26O5NS2P"
"490.0990621","C22H21O12N"
"490.0993912","C22H21O12N"
"490.1060644","C26H22O7NP"
"490.1094328","C23H26O7NSP"
"490.1101288","C21H21O11N3"
"490.1201406","C19H25O14N"
"490.1204782","C19H25O14N"
"490.1207872","C20H29O9NS2"
"490.1274276","C23H26O9NP"
"490.1306069","C20H30O9NSP"
"490.1341646","C17H34O9NS2P"
"490.1357465","C23H25O11N"
"490.1360623","C24H29O6NS2"
"490.1464787","C22H25O10N3"
"490.1568815","C20H29O13N"
"490.1704661","C18H38O8NS2P"
"490.1712451","C16H33O12N3S"
"490.171809","C24H29O10N"
"490.1721702","C24H29O10N"
"490.1725221","C25H33O5NS2"
"490.1747191","C23H30O7N3P"
"490.1789482","C28H30O5NP"
"490.1854967","C22H38O5NS2P"
"490.2006598","C26H38O2NS2P"
"490.2073821","C17H37O11N3S"
"490.2082273","C25H33O9N"
"490.2085731","C25H33O9N"
"490.2142164","C18H37O14N"
"490.2296257","C22H37O11N"
"490.2370505","C27H42ONS2P"
"490.2575681","C23H42O8NP"
"490.2667437","C24H45O5NS2"
"490.3023959","C24H45O9N"
"490.305078","C23H46O6N3P"
"490.3303866","C25H50O6NP"
"490.3664898","C26H54O5NP"
"490.3667921","C26H54O5NP"
"490.9383719","C19H8O12S2"
"490.992604","C20H12O13S"
"490.9988808","C16H17O10N2S2P"
"491.0103745","C20H12O15"
"491.0107404","C20H12O15"
"491.0233649","C17H17O15P"
"491.0249912","C16H16O14N2S"
"491.0256366","C24H12O12"
"491.0260934","C24H12O12"
"491.0288805","C21H16O12S"
"491.0293231","C21H16O12S"
"491.0393377","C22H21O7S2P"
"491.0399918","C20H16O11N2S"
"491.0466906","C21H16O14"
"491.0470685","C21H16O14"
"491.0473402","C22H20O9S2"
"491.0576362","C20H16O13N2"
"491.0580533","C20H16O13N2"
"491.0597843","C18H21O14P"
"491.0605789","C19H25O9S2P"
"491.061071","C19H17O10N4P"
"491.0613278","C17H20O13N2S"
"491.0620769","C25H16O11"
"491.06509","C22H20O11S"
"491.0654356","C22H20O11S"
"491.0677984","C18H20O16"
"491.0681915","C18H20O16"
"491.0684503","C21H21O8N2SP"
"491.0709094","C15H24O16S"
"491.0742552","C14H25O13N2SP"
"491.0758918","C23H25O6S2P"
"491.0784373","C19H25O11SP"
"491.0816578","C16H29O11S2P"
"491.0819986","C16H29O11S2P"
"491.0830123","C22H20O13"
"491.0833622","C22H20O13"
"491.0839034","C23H24O8S2"
"491.0863182","C19H24O13S"
"491.0932877","C23H25O8SP"
"491.0937521","C23H25O8SP"
"491.0941271","C21H20O12N2"
"491.0961728","C19H25O13P"
"491.0983733","C26H20O10"
"491.098831","C26H20O10"
"491.10124","C25H21O7N2P"
"491.1018497","C23H24O10S"
"491.1033933","C13H25O14N4P"
"491.1041079","C19H24O15"
"491.104453","C19H24O15"
"491.1048602","C20H28O10S2"
"491.1122282","C24H29O5S2P"
"491.1172688","C16H29O15P"
"491.1185835","C15H28O14N2S"
"491.1193786","C23H24O12"
"491.1197284","C23H24O12"
"491.1225487","C20H28O12S"
"491.1265676","C27H25O7P"
"491.1301188","C24H29O7SP"
"491.1325378","C20H29O12P"
"491.1332789","C21H33O7S2P"
"491.135696","C17H33O12SP"
"491.136082","C17H33O12SP"
"491.1379172","C24H28O9S"
"491.1383614","C24H28O9S"
"491.1404498","C20H28O14"
"491.140847","C20H28O14"
"491.141209","C21H32O9S2"
"491.1421941","C21H24O10N4"
"491.1479972","C24H29O9P"
"491.1483485","C25H33O4S2P"
"491.1486523","C25H33O4S2P"
"491.1490049","C23H28O8N2S"
"491.1534616","C17H33O14P"
"491.1543606","C18H37O9S2P"
"491.1551764","C16H32O13N2S"
"491.1558203","C24H28O11"
"491.1562003","C24H28O11"
"491.1565666","C25H32O6S2"
"491.1589415","C21H32O11S"
"491.1689084","C21H33O11P"
"491.169561","C22H37O6S2P"
"491.1700348","C22H37O6S2P"
"491.1712165","C28H28O8"
"491.1769145","C21H32O13"
"491.177223","C21H32O13"
"491.1803644","C18H36O13S"
"491.1836092","C25H33O8P"
"491.1843212","C25H33O8P"
"491.1847606","C26H37O3S2P"
"491.1851503","C26H37O3S2P"
"491.1858659","C24H32O7N2S"
"491.1874443","C22H37O8SP"
"491.1900594","C18H37O13P"
"491.191203","C17H36O12N2S"
"491.1922945","C25H32O10"
"491.1926523","C25H32O10"
"491.1930952","C26H36O5S2"
"491.1961919","C25H37O2N2S2P"
"491.204351","C25H36O4N2S2"
"491.2053832","C22H37O10P"
"491.2060485","C23H41O5S2P"
"491.2101644","C28H33O4N2P"
"491.2130982","C22H36O12"
"491.2134557","C22H36O12"
"491.2138299","C22H36O12"
"491.2207786","C26H37O7P"
"491.2211461","C27H41O2S2P"
"491.2215977","C27H41O2S2P"
"491.2237152","C23H41O7SP"
"491.2245724","C21H36O11N2"
"491.226268","C19H41O12P"
"491.2287423","C26H36O9"
"491.2290531","C26H36O9"
"491.2296171","C27H40O4S2"
"491.2324256","C23H40O9S"
"491.2335324","C24H36O5N4S"
"491.2408325","C26H40O3N2S2"
"491.2417678","C23H41O9P"
"491.2423808","C24H45O4S2P"
"491.2427937","C24H45O4S2P"
"491.2495519","C23H40O11"
"491.2499243","C23H40O11"
"491.2502996","C24H44O6S2"
"491.2569067","C27H41O6P"
"491.2575703","C28H45OS2P"
"491.2586205","C26H40O5N2S"
"491.2650776","C27H40O8"
"491.2658379","C28H44O3S2"
"491.2770307","C27H44O2N2S2"
"491.2780744","C24H45O8P"
"491.278948","C25H49O3S2P"
"491.279298","C23H44O7N2S"
"491.285983","C24H44O10"
"491.2899129","C24H49O2N2S2P"
"491.2933268","C28H45O5P"
"491.2976458","C23H44O9N2"
"491.3014027","C28H44O7"
"491.3141429","C25H49O7P"
"491.3144993","C25H49O7P"
"491.3151325","C26H53O2S2P"
"491.3199542","C29H48O4S"
"491.3228068","C25H48O9"
"491.3298036","C29H49O4P"
"491.350751","C26H53O6P"
"491.3869487","C27H57O5P"
"491.9431003","C18H8O12NSP"
"492.0418079","C20H15O14N"
"492.0421673","C20H15O14N"
"492.0424361","C20H15O14N"
"492.0571486","C24H15O11N"
"492.0606588","C21H19O11NS"
"492.0785989","C21H19O13N"
"492.078903","C22H23O8NS2"
"492.0856433","C25H20O8NP"
"492.0887879","C22H24O8NSP"
"492.1000731","C19H27O10NS2"
"492.1147512","C22H23O12N"
"492.1150695","C22H23O12N"
"492.127874","C19H28O12NP"
"492.1362128","C19H27O14N"
"492.1502685","C15H31O13N3S"
"492.161527","C24H32O6NSP"
"492.1725861","C20H31O13N"
"492.1828237","C21H36O8NSP"
"492.1842525","C20H35O7N3S2"
"492.2005471","C21H36O10NP"
"492.2013854","C22H40O5NS2P"
"492.2237669","C25H35O9N"
"492.2267685","C24H36O6N3P"
"492.2448676","C22H39O11N"
"492.2665061","C22H44O5N3SP"
"492.2733446","C23H44O8NP"
"492.3096169","C24H48O7NP"
"492.9352672","C18H6O15S"
"492.9356651","C18H6O15S"
"492.9734168","C20H6O10N4S"
"492.9847438","C16H15O14SP"
"493.0025022","C16H15O16P"
"493.0050716","C23H10O13"
"493.0082997","C20H14O13S"
"493.0249966","C14H15O14N4P"
"493.0259042","C20H14O15"
"493.026223","C20H14O15"
"493.0363787","C21H19O10SP"
"493.0373665","C19H14O14N2"
"493.0390126","C17H19O15P"
"493.0404048","C16H18O14N2S"
"493.0411327","C24H14O12"
"493.0415159","C24H14O12"
"493.0418203","C25H18O7S2"
"493.0437821","C13H22O14N2S2"
"493.0444332","C21H18O12S"
"493.0448395","C21H18O12S"
"493.0549205","C22H23O7S2P"
"493.0622921","C21H18O14"
"493.0626511","C21H18O14"
"493.0630479","C22H22O9S2"
"493.073294","C20H18O13N2"
"493.0736619","C20H18O13N2"
"493.075479","C18H23O14P"
"493.0762424","C19H27O9S2P"
"493.0766314","C19H19O10N4P"
"493.0776796","C25H18O11"
"493.0781389","C26H22O6S2"
"493.0784158","C26H22O6S2"
"493.0804212","C24H19O8N2P"
"493.0808123","C22H22O11S"
"493.0812619","C22H22O11S"
"493.083901","C18H22O16"
"493.0906985","C22H23O11P"
"493.0914263","C23H27O6S2P"
"493.0917713","C23H19O7N4P"
"493.0940244","C19H27O11SP"
"493.097477","C16H31O11S2P"
"493.098712","C22H22O13"
"493.0990518","C22H22O13"
"493.1091525","C23H27O8SP"
"493.1098806","C21H22O12N2"
"493.1101327","C21H22O12N2"
"493.1123332","C20H31O8S2P"
"493.1130655","C18H26O12N2S"
"493.1138428","C26H22O10"
"493.1149576","C16H31O13SP"
"493.1170987","C23H26O10S"
"493.1174982","C23H26O10S"
"493.1178439","C23H26O10S"
"493.1270629","C23H27O10P"
"493.1278535","C24H31O5S2P"
"493.1282595","C22H26O9N2S"
"493.1338565","C17H35O10S2P"
"493.1351653","C23H26O12"
"493.1355552","C23H26O12"
"493.1381402","C20H30O12S"
"493.1439404","C26H26O6N2S"
"493.1464152","C22H26O11N2"
"493.1486768","C21H35O7S2P"
"493.1490071","C21H35O7S2P"
"493.1499467","C27H26O9"
"493.1505055","C27H26O9"
"493.1509685","C28H30O4S2"
"493.1522816","C15H30O16N2"
"493.1540354","C24H30O9S"
"493.1549668","C25H26O5N4S"
"493.1559182","C20H30O14"
"493.1591771","C17H34O14S"
"493.162877","C16H35O11N2SP"
"493.1636569","C24H31O9P"
"493.1639933","C25H35O4S2P"
"493.1643486","C25H35O4S2P"
"493.167699","C19H30O13N2"
"493.1682081","C20H34O8N2S2"
"493.1703508","C18H39O9S2P"
"493.1715856","C24H30O11"
"493.1719621","C25H34O6S2"
"493.1744414","C23H31O8N2P"
"493.1788093","C28H31O6P"
"493.1846305","C21H35O11P"
"493.1852413","C22H39O6S2P"
"493.1856549","C22H39O6S2P"
"493.1868474","C28H30O8"
"493.1901692","C25H34O8S"
"493.1932698","C22H38O8S2"
"493.1942185","C22H30O9N4"
"493.1959789","C18H38O13S"
"493.1962499","C18H38O13S"
"493.1999507","C25H35O8P"
"493.2003095","C26H39O3S2P"
"493.200735","C26H39O3S2P"
"493.2012828","C24H34O7N2S"
"493.2031938","C22H39O8SP"
"493.2082862","C25H34O10"
"493.2115894","C22H38O10S"
"493.2209368","C22H39O10P"
"493.2216162","C23H43O5S2P"
"493.2240012","C30H38O2S2"
"493.2261232","C28H35O4N2P"
"493.2361897","C26H39O7P"
"493.2368154","C27H43O2S2P"
"493.2374847","C25H38O6N2S"
"493.2394107","C23H43O7SP"
"493.2403615","C21H38O11N2"
"493.2418569","C30H38O4S"
"493.2432396","C20H39O8N4P"
"493.2442171","C26H38O9"
"493.2445605","C26H38O9"
"493.2449018","C27H42O4S2"
"493.2572378","C23H43O9P"
"493.2579905","C24H47O4S2P"
"493.2724657","C27H43O6P"
"493.2730973","C28H47OS2P"
"493.2737704","C26H42O5N2S"
"493.2798335","C21H43O7N4P"
"493.2804764","C27H42O8"
"493.2808849","C27H42O8"
"493.2908352","C28H47O3SP"
"493.292112","C26H42O7N2"
"493.2935422","C24H47O8P"
"493.2942921","C25H51O3S2P"
"493.2945961","C25H51O3S2P"
"493.2961834","C31H42O5"
"493.3147028","C32H46O2S"
"493.3282257","C27H46O6N2"
"493.3300689","C25H51O7P"
"493.3356088","C29H50O4S"
"493.3388586","C26H54O4S2"
"493.3567172","C26H54O6S"
"493.3720043","C30H54O3S"
"493.9340392","C14H9O15NS2"
"494.0061548","C15H13O18N"
"494.0362907","C23H13O12N"
"494.0368278","C23H13O12N"
"494.0574822","C20H17O14N"
"494.0578359","C20H17O14N"
"494.0724569","C16H21O13N3S"
"494.072859","C24H17O11N"
"494.0731977","C24H17O11N"
"494.0761855","C21H21O11NS"
"494.0893087","C18H26O11NSP"
"494.09436","C21H21O13N"
"494.1054888","C20H21O12N3"
"494.1096186","C25H21O10N"
"494.115129","C18H25O15N"
"494.1222621","C22H26O10NP"
"494.1308353","C23H29O7NS2"
"494.1433842","C19H30O12NP"
"494.144033","C20H34O7NS2P"
"494.1511917","C19H29O14N"
"494.1516045","C19H29O14N"
"494.1742078","C27H30O6NP"
"494.1798099","C20H34O11NP"
"494.18753","C20H33O13N"
"494.1883447","C20H33O13N"
"494.2144234","C23H33O9N3"
"494.2160774","C21H38O10NP"
"494.2169018","C22H42O5NS2P"
"494.2526013","C22H42O9NP"
"494.2608794","C22H41O11N"
"494.289035","C23H46O8NP"
"494.2973232","C23H45O10N"
"494.3699966","C25H53O8N"
"494.9295713","C13H8O15N2S2"
"494.9335152","C18H8O13S2"
"494.9429579","C18H9O13SP"
"494.9463214","C15H13O13S2P"
"494.9810552","C18H12O11N2S2"
"494.9840353","C22H8O14"
"494.9850966","C23H12O9S2"
"494.9875395","C19H12O14S"
"495.0052521","C19H12O16"
"495.0055258","C19H12O16"
"495.0198536","C15H16O15N2S"
"495.0203756","C23H12O13"
"495.0207939","C23H12O13"
"495.0235942","C20H16O13S"
"495.0415683","C20H16O15"
"495.0419038","C20H16O15"
