"","contribution","threshold"
"1",4.3409654348203,2
"2",6.262640320774,3
"3",7.8418352591351,4
"4",8.82867161726226,5
"5",9.95544791988462,6
"6",13.1740822113807,7
"7",12.6949616900231,8
"8",13.5716846793971,9
"9",13.9108490445924,10
"10",13.8039045290146,11
"11",14.5259832718303,12
"12",15.1663927380274,13
"13",14.816612332257,14
"14",15.9478653276034,15
"15",15.377599057169,16
"16",16.0497476496517,17
"17",17.630508156985,18
"18",16.92100473268,19
"19",17.2416117628113,20
"20",16.868983307951,21
"21",15.8911419399088,22
"22",17.4918856849066,23
"23",16.0691322963586,24
"24",16.9362388988648,25
"25",16.9118686404863,26
"26",16.2208605612486,27
"27",16.6192252495798,28
"28",17.0513927525409,29
"29",15.8429664074377,30
"30",17.9235472757732,31
"31",15.2491712801663,32
"32",15.3483391970084,33
"33",16.4738221203712,34
"34",15.8555835051232,35
"35",15.9871559717757,36
"36",17.4954552487009,37
"37",16.4588063715351,38
"38",16.8030866954332,39
"39",15.7619564680722,40
"40",16.7041844027458,41
"41",15.9532461590867,42
"42",18.0041909521924,43
"43",15.0157849290755,44
"44",15.4186982257326,45
"45",17.2089355780821,46
"46",15.6611447399304,47
"47",15.6580466773506,48
"48",15.5015517905617,49
"49",16.1612203128384,50
