"Mass","Total_all_peaks","Total_all_sed","Total_all_water","Total_mf_peaks","Total_mf_sed","Total_mf_water"
"613.1692294",349,2,347,359,2,357
"613.1702453",2,NA,2,2,NA,2
"613.1779392",6,NA,6,6,NA,6
"613.1869638",2,NA,2,2,NA,2
"613.1902784",5,NA,5,5,NA,5
"613.1915941",31,NA,31,26,NA,26
"613.1922956",163,NA,163,98,NA,98
"613.1927556",440,9,431,440,9,431
"613.1933014",8,NA,8,4,NA,4
"613.2035931",1,NA,1,1,NA,1
"613.2054697",472,7,465,472,7,465
"613.2059337",127,NA,127,16,NA,16
"613.2114805",2,NA,2,2,NA,2
"613.2123365",8,NA,8,6,NA,6
"613.2133195",41,1,40,41,1,40
"613.2138544",935,7,928,935,7,928
"613.2143039",7,NA,7,7,NA,7
"613.2146608",2,NA,2,2,NA,2
"613.2237466",1,NA,1,1,NA,1
"613.2269595",5,NA,5,5,NA,5
"613.2273666",2,NA,2,2,NA,2
"613.2279408",12,NA,12,11,NA,11
"613.2296605",2,NA,2,2,NA,2
"613.2323472",6,NA,6,6,NA,6
"613.2400328",3,NA,3,3,NA,3
"613.2403722",5,NA,5,5,NA,5
"613.2413677",31,NA,31,31,NA,31
"613.2419608",653,13,640,652,13,639
"613.2424177",49,NA,49,29,NA,29
"613.2428573",5,NA,5,3,NA,3
"613.2491316",4,1,3,4,1,3
"613.2497446",105,3,102,91,1,90
"613.2503029",194,9,185,194,9,185
"613.2508244",18,NA,18,17,NA,17
"613.2644725",4,NA,4,3,NA,3
"613.2652798",160,NA,160,160,NA,160
"613.2658174",18,NA,18,17,NA,17
"613.2661953",1,NA,1,1,NA,1
"613.2686239",4,NA,4,3,NA,3
"613.2783879",94,9,85,94,9,85
"613.2853981",2,NA,2,2,NA,2
"613.2867726",35,27,8,35,27,8
"613.2871862",4,4,NA,3,3,NA
"613.2877032",5,5,NA,5,5,NA
"613.2995081",28,28,NA,28,28,NA
"613.3059616",1,NA,1,1,NA,1
"613.3221178",7,7,NA,5,5,NA
"613.3228553",366,366,NA,359,359,NA
"613.3233483",45,45,NA,45,45,NA
"613.3240291",1,1,NA,1,1,NA
"613.3414333",2,NA,2,2,NA,2
"613.3580606",1,1,NA,1,1,NA
"613.3594778",38,38,NA,38,38,NA
"613.3600574",10,10,NA,2,2,NA
"613.3605653",3,3,NA,3,3,NA
"613.3945053",1,1,NA,1,1,NA
"613.3956022",32,32,NA,32,32,NA
"613.3960102",1,1,NA,1,1,NA
"613.3973211",1,1,NA,1,1,NA
"613.4238966",4,4,NA,4,4,NA
"614.0790569",35,NA,35,34,NA,34
"614.0794877",3,NA,3,3,NA,3
"614.1151474",69,NA,69,69,NA,69
"614.1513573",4,NA,4,4,NA,4
"614.1808173",3,NA,3,1,NA,1
"614.1876526",6,NA,6,6,NA,6
"614.2095981",7,NA,7,6,NA,6
"614.2825562",4,4,NA,4,4,NA
"614.3155626",2,2,NA,2,2,NA
"614.3173948",1,1,NA,1,1,NA
"614.3179345",3,3,NA,3,3,NA
"614.9584791",6,5,1,1,NA,1
"615.0252932",6,NA,6,5,NA,5
"615.0256381",3,NA,3,3,NA,3
"615.0262807",30,NA,30,30,NA,30
"615.0268803",11,NA,11,4,NA,4
"615.0474961",8,NA,8,8,NA,8
"615.0604146",2,1,1,2,1,1
"615.0618923",6,NA,6,6,NA,6
"615.0625943",508,19,489,508,19,489
"615.0631038",85,4,81,84,3,81
"615.0634709",6,NA,6,6,NA,6
"615.0640609",1,NA,1,1,NA,1
"615.0836945",130,3,127,102,3,99
"615.0846723",3,NA,3,3,NA,3
"615.0981583",50,1,49,47,1,46
"615.0988834",364,12,352,329,11,318
"615.0993554",120,4,116,119,4,115
"615.0998789",3,NA,3,2,NA,2
"615.1122944",8,NA,8,6,NA,6
"615.1197878",67,NA,67,67,NA,67
"615.1202442",544,29,515,544,29,515
"615.1207432",8,NA,8,8,NA,8
"615.1334212",3,NA,3,3,NA,3
"615.1341013",26,NA,26,26,NA,26
"615.1351062",201,2,199,201,2,199
"615.1355767",958,42,916,958,42,916
"615.1360652",11,NA,11,11,NA,11
"615.1423723",2,2,NA,2,2,NA
"615.1476118",1,NA,1,1,NA,1
"615.1499518",3,NA,3,1,NA,1
"615.1551239",3,NA,3,3,NA,3
"615.1567092",699,14,685,697,14,683
"615.1572098",17,NA,17,17,NA,17
"615.1695494",4,NA,4,4,NA,4
"615.1701672",16,NA,16,16,NA,16
"615.1706845",14,NA,14,14,NA,14
"615.1715831",237,3,234,155,3,152
"615.1720568",284,4,280,283,4,279
"615.1724518",4,NA,4,4,NA,4
"615.1834366",4,NA,4,3,NA,3
"615.1857769",3,NA,3,3,NA,3
"615.1914694",3,NA,3,3,NA,3
"615.1930099",767,NA,767,767,NA,767
"615.1934663",34,NA,34,34,NA,34
"615.1938788",6,NA,6,3,NA,3
"615.2026061",4,NA,4,4,NA,4
"615.2035092",1,NA,1,1,NA,1
"615.2060288",16,NA,16,16,NA,16
"615.2066814",5,1,4,5,1,4
"615.2076458",47,NA,47,44,NA,44
"615.2086366",82,NA,82,82,NA,82
"615.2090955",1,NA,1,1,NA,1
"615.2203726",12,NA,12,3,NA,3
"615.2211147",430,NA,430,429,NA,429
"615.2216016",67,2,65,24,1,23
"615.2221714",5,NA,5,5,NA,5
"615.2275998",4,NA,4,2,NA,2
"615.2282497",1,NA,1,1,NA,1
"615.2290043",38,NA,38,38,NA,38
"615.2295196",144,10,134,143,10,133
"615.2301243",3,NA,3,3,NA,3
"615.2305771",1,NA,1,1,NA,1
"615.2423294",1,NA,1,1,NA,1
"615.2435802",2,1,1,1,NA,1
"615.2448475",98,NA,98,98,NA,98
"615.2453752",3,NA,3,3,NA,3
"615.2457664",1,NA,1,1,NA,1
"615.2484798",1,NA,1,1,NA,1
"615.2574607",70,4,66,70,4,66
"615.2579666",67,13,54,27,5,22
"615.2584645",1,1,NA,1,1,NA
"615.2667948",4,4,NA,4,4,NA
"615.2790142",2,NA,2,2,NA,2
"615.2800818",10,NA,10,10,NA,10
"615.2812051",81,NA,81,81,NA,81
"615.2817153",4,NA,4,4,NA,4
"615.2838367",1,NA,1,1,NA,1
"615.2848965",1,NA,1,1,NA,1
"615.2936114",4,3,1,3,3,NA
"615.2942513",57,52,5,46,42,4
"615.2947738",1,1,NA,1,1,NA
"615.2982399",1,1,NA,1,1,NA
"615.2990501",7,7,NA,7,7,NA
"615.2995085",5,5,NA,5,5,NA
"615.3020624",399,399,NA,363,363,NA
"615.3026874",24,24,NA,23,23,NA
"615.3031995",7,7,NA,7,7,NA
"615.3145649",1,1,NA,1,1,NA
"615.3175726",15,NA,15,15,NA,15
"615.3304845",87,87,NA,87,87,NA
"615.3376815",2,2,NA,2,2,NA
"615.3384583",175,175,NA,100,100,NA
"615.3389112",15,15,NA,15,15,NA
"615.3398062",1,1,NA,1,1,NA
"615.3401509",3,3,NA,2,2,NA
"615.3598081",1,1,NA,1,1,NA
"615.3739006",1,1,NA,1,1,NA
"615.3751153",29,29,NA,29,29,NA
"616.0936085",1,NA,1,1,NA,1
"616.0943928",171,NA,171,179,NA,179
"616.0950285",3,1,2,1,1,NA
"616.1290049",1,NA,1,1,NA,1
"616.1310136",4,NA,4,4,NA,4
"616.1520349",4,NA,4,4,NA,4
"616.1648925",3,NA,3,3,NA,3
"616.1666768",1,NA,1,1,NA,1
"616.1673563",4,NA,4,4,NA,4
"616.1705162",1,1,NA,1,1,NA
"616.1887131",2,NA,2,2,NA,2
"616.1896029",9,NA,9,9,NA,9
"616.2943122",2,2,NA,1,1,NA
"616.2984533",1,1,NA,1,1,NA
"616.3333526",2,2,NA,2,2,NA
"616.3491085",1,NA,1,1,NA,1
"617.0418645",273,11,262,273,11,262
"617.0423814",29,4,25,30,4,26
"617.0768656",2,1,1,2,1,1
"617.0782506",997,56,941,893,46,847
"617.0787281",64,2,62,64,2,62
"617.0791504",5,NA,5,5,NA,5
"617.0998501",12,NA,12,12,NA,12
"617.1001621",2,NA,2,2,NA,2
"617.1136523",3,NA,3,3,NA,3
"617.1145183",69,3,66,6,NA,6
"617.1149856",149,10,139,149,10,139
"617.1154962",7,NA,7,7,NA,7
"617.1360219",173,NA,173,173,NA,173
"617.1486553",6,NA,6,4,NA,4
"617.1513295",500,18,482,500,18,482
"617.1632913",4,NA,4,4,NA,4
"617.1640477",62,NA,62,62,NA,62
"617.1696784",1,NA,1,1,NA,1
"617.1720969",7,NA,7,7,NA,7
"617.1864418",20,NA,20,18,NA,18
"617.1877771",83,3,80,82,3,79
"617.1987745",15,NA,15,15,NA,15
"617.1996436",5,NA,5,2,NA,2
"617.2003665",214,NA,214,206,NA,206
"617.2013684",2,NA,2,2,NA,2
"617.2086106",15,NA,15,15,NA,15
"617.2090427",1,NA,1,1,NA,1
"617.2224401",12,NA,12,11,NA,11
"617.2240213",852,15,837,852,15,837
"617.2243564",1,NA,1,1,NA,1
"617.2364572",5,3,2,4,2,2
"617.2369597",215,30,185,206,30,176
"617.2375335",7,1,6,7,1,6
"617.2556469",2,2,NA,2,2,NA
"617.2579521",7,NA,7,7,NA,7
"617.2585631",7,NA,7,7,NA,7
"617.2603016",832,NA,832,832,NA,832
"617.2641684",1,NA,1,1,NA,1
"617.2705076",1,1,NA,1,1,NA
"617.2725757",9,5,4,9,5,4
"617.2732174",197,159,38,197,159,38
"617.2740078",1,1,NA,1,1,NA
"617.2748638",3,3,NA,3,3,NA
"617.2767269",1,1,NA,1,1,NA
"617.2801698",1,1,NA,1,1,NA
"617.2811849",8,8,NA,4,4,NA
"617.2818018",6,6,NA,6,6,NA
"617.2954025",2,NA,2,2,NA,2
"617.2970382",16,NA,16,16,NA,16
"617.2999721",3,NA,3,3,NA,3
"617.3096689",272,272,NA,285,285,NA
"617.3107258",3,3,NA,2,2,NA
"617.3172613",7,7,NA,7,7,NA
"617.3177748",49,49,NA,49,49,NA
"617.3182899",1,1,NA,1,1,NA
"617.3187266",1,1,NA,1,1,NA
"617.3328434",3,NA,3,2,NA,2
"617.3390046",2,2,NA,2,2,NA
"617.3402796",3,3,NA,3,3,NA
"617.3460146",39,39,NA,38,38,NA
"617.3469226",1,1,NA,1,1,NA
"617.3533586",4,4,NA,4,4,NA
"617.3541202",56,56,NA,33,33,NA
"617.3545952",2,2,NA,2,2,NA
"617.3576597",1,NA,1,1,NA,1
"618.0743033",1,NA,1,1,NA,1
"618.0805617",1,NA,1,1,NA,1
"618.1100512",61,NA,61,61,NA,61
"618.1106396",2,NA,2,2,NA,2
"618.1451367",1,NA,1,1,NA,1
"618.1462502",7,NA,7,7,NA,7
"618.1467743",10,NA,10,10,NA,10
"618.1471378",2,NA,2,1,NA,1
"618.1530402",1,NA,1,1,NA,1
"618.1550402",4,NA,4,4,NA,4
"618.1556151",1,NA,1,1,NA,1
"618.1825448",10,NA,10,1,NA,1
"618.1830709",2,NA,2,2,NA,2
"618.1840984",2,NA,2,2,NA,2
"618.1918074",1,NA,1,1,NA,1
"618.2193826",5,NA,5,5,NA,5
"618.3134105",32,32,NA,32,32,NA
"618.3259824",3,3,NA,3,3,NA
"618.3487866",1,1,NA,1,1,NA
"618.3499637",1,1,NA,1,1,NA
"619.0054098",1,1,NA,1,1,NA
"619.0215649",4,NA,4,4,NA,4
"619.0376896",2,NA,2,2,NA,2
"619.0576145",553,53,500,553,53,500
"619.0585733",5,NA,5,4,NA,4
"619.0718179",1,1,NA,1,1,NA
"619.0795543",1,NA,1,1,NA,1
"619.0924106",8,NA,8,8,NA,8
"619.0930302",5,NA,5,5,NA,5
"619.0940393",1628,91,1537,1627,91,1536
"619.0944731",59,NA,59,59,NA,59
"619.0951961",1,NA,1,1,NA,1
"619.1151489",10,NA,10,9,NA,9
"619.1154611",1,NA,1,1,NA,1
"619.1307509",47,1,46,44,1,43
"619.1311757",10,NA,10,3,NA,3
"619.1428948",3,NA,3,3,NA,3
"619.1435486",17,NA,17,17,NA,17
"619.1666544",646,1,645,643,1,642
"619.1670738",91,2,89,87,2,85
"619.1674741",5,NA,5,5,NA,5
"619.1733748",3,3,NA,2,2,NA
"619.1739657",1,NA,1,1,NA,1
"619.1781669",9,NA,9,10,NA,10
"619.2007867",3,NA,3,3,NA,3
"619.2012535",7,NA,7,2,NA,2
"619.2029535",511,6,505,510,6,504
"619.2034133",184,2,182,184,2,182
"619.2038832",2,NA,2,2,NA,2
"619.2151495",2,NA,2,2,NA,2
"619.2157644",3,NA,3,2,NA,2
"619.2162033",7,NA,7,7,NA,7
"619.2213873",1,NA,1,1,NA,1
"619.2307579",2,NA,2,2,NA,2
"619.2312262",7,NA,7,7,NA,7
"619.2373332",11,NA,11,11,NA,11
"619.2382521",9,NA,9,9,NA,9
"619.2401215",5,NA,5,5,NA,5
"619.2506966",1,1,NA,1,1,NA
"619.2516534",2,2,NA,2,2,NA
"619.2524783",156,149,7,155,148,7
"619.2533368",1,1,NA,1,1,NA
"619.2677729",7,NA,7,7,NA,7
"619.2737122",9,NA,9,8,NA,8
"619.2749207",6,NA,6,6,NA,6
"619.2756568",197,NA,197,139,NA,139
"619.2761407",55,NA,55,55,NA,55
"619.2766332",5,NA,5,4,NA,4
"619.2770976",1,NA,1,1,NA,1
"619.2791768",1,NA,1,1,NA,1
"619.2796109",3,NA,3,3,NA,3
"619.2861599",1,1,NA,1,1,NA
"619.2880058",2,2,NA,2,2,NA
"619.2887732",93,93,NA,93,93,NA
"619.2898094",1,1,NA,1,1,NA
"619.2945145",1,NA,1,1,NA,1
"619.2963717",3,3,NA,3,3,NA
"619.3096927",6,6,NA,6,6,NA
"619.3101601",19,19,NA,16,16,NA
"619.3125444",1,NA,1,1,NA,1
"619.3133207",1,NA,1,1,NA,1
"619.3155336",2,NA,2,2,NA,2
"619.3247787",7,7,NA,7,7,NA
"619.3253367",173,173,NA,173,173,NA
"619.3258677",7,7,NA,7,7,NA
"619.3487802",19,NA,19,20,NA,20
"619.3600429",1,1,NA,1,1,NA
"619.3614196",7,7,NA,7,7,NA
"619.3670012",2,2,NA,1,1,NA
"619.3828274",1,1,NA,1,1,NA
"619.4611475",5,5,NA,5,5,NA
"620.0892004",53,NA,53,53,NA,53
"620.0951032",1,NA,1,1,NA,1
"620.0967542",3,NA,3,3,NA,3
"620.1248791",1,NA,1,1,NA,1
"620.1255197",9,NA,9,9,NA,9
"620.1260601",8,NA,8,7,NA,7
"620.1315417",2,NA,2,1,NA,1
"620.1324406",3,NA,3,3,NA,3
"620.1328644",1,NA,1,1,NA,1
"620.1622226",63,NA,63,63,NA,63
"620.1977469",1,NA,1,1,NA,1
"620.1981953",5,NA,5,3,NA,3
"620.1986925",23,NA,23,23,NA,23
"620.2057174",5,NA,5,2,NA,2
"620.2423716",1,NA,1,1,NA,1
"620.2841682",14,14,NA,14,14,NA
"620.3653442",3,3,NA,3,3,NA
"621.0368477",48,NA,48,48,NA,48
"621.0373987",18,1,17,17,1,16
"621.0379516",2,NA,2,2,NA,2
"621.0529921",5,NA,5,5,NA,5
"621.0534471",1,NA,1,1,NA,1
"621.0718121",1,NA,1,1,NA,1
"621.0744447",5,NA,5,5,NA,5
"621.0888852",10,3,7,7,2,5
"621.0893746",3,NA,3,3,NA,3
"621.1098264",2833,122,2711,2826,122,2704
"621.1103129",36,5,31,36,5,31
"621.1107505",1,NA,1,1,NA,1
"621.1454185",5,NA,5,5,NA,5
"621.1461897",3238,55,3183,3237,55,3182
"621.1466427",44,4,40,44,4,40
"621.1470316",2,2,NA,2,2,NA
"621.1615248",5,NA,5,5,NA,5
"621.1744052",59,NA,59,59,NA,59
"621.1802227",3,NA,3,3,NA,3
"621.1811055",1,NA,1,1,NA,1
"621.1817842",20,NA,20,19,NA,19
"621.1825214",5584,108,5476,5580,107,5473
"621.1829237",16,NA,16,9,NA,9
"621.1833325",8,NA,8,4,NA,4
"621.1951778",2,NA,2,2,NA,2
"621.2106483",46,NA,46,46,NA,46
"621.2111181",4,NA,4,1,NA,1
"621.2192208",44,NA,44,44,NA,44
"621.2196595",4,1,3,4,1,3
"621.2313777",5,5,NA,2,2,NA
"621.2318809",17,17,NA,17,17,NA
"621.2344228",3,NA,3,3,NA,3
"621.2474817",3,NA,3,2,NA,2
"621.2529417",1,NA,1,1,NA,1
"621.2537905",1,NA,1,1,NA,1
"621.2554134",168,1,167,168,1,167
"621.2558637",10,NA,10,10,NA,10
"621.2654826",2,2,NA,2,2,NA
"621.2679243",184,184,NA,184,184,NA
"621.2684298",35,35,NA,28,28,NA
"621.2689511",2,2,NA,2,2,NA
"621.2735176",1,NA,1,1,NA,1
"621.2832687",4,NA,4,4,NA,4
"621.2856076",4,4,NA,4,4,NA
"621.2890229",8,8,NA,7,7,NA
"621.2893352",1,NA,1,1,NA,1
"621.2901656",5,NA,5,5,NA,5
"621.2911365",3,NA,3,1,NA,1
"621.2916436",360,NA,360,360,NA,360
"621.2946424",4,NA,4,4,NA,4
"621.3026299",1,1,NA,1,1,NA
"621.3043255",63,63,NA,62,62,NA
"621.3047872",24,24,NA,17,17,NA
"621.3054076",2,2,NA,2,2,NA
"621.3220122",1,1,NA,1,1,NA
"621.3254831",3,3,NA,3,3,NA
"621.3274919",7,NA,7,6,NA,6
"621.3282412",5,NA,5,5,NA,5
"621.3393749",2,2,NA,2,2,NA
"621.3415394",3,3,NA,3,3,NA
"621.3421434",1,1,NA,1,1,NA
"621.3615962",3,3,NA,3,3,NA
"622.1049442",20,NA,20,20,NA,20
"622.1054021",2,NA,2,2,NA,2
"622.1126768",3,NA,3,2,NA,2
"622.1414536",67,NA,67,67,NA,67
"622.1466699",1,NA,1,1,NA,1
"622.1772478",6,NA,6,6,NA,6
"622.1920876",1,NA,1,1,NA,1
"622.2213387",34,NA,34,9,NA,9
"622.2580311",4,NA,4,4,NA,4
"622.2630321",3,3,NA,3,3,NA
"622.9407439",2,2,NA,2,2,NA
"623.0535461",3,NA,3,3,NA,3
"623.0548773",1,1,NA,1,1,NA
"623.0673165",2,NA,2,2,NA,2
"623.0685275",21,1,20,21,1,20
"623.0891397",1624,120,1504,1624,120,1504
"623.0896616",36,2,34,36,2,34
"623.0902329",2,NA,2,2,NA,2
"623.1031206",1,NA,1,1,NA,1
"623.1034392",1,NA,1,1,NA,1
"623.1041976",214,18,196,214,18,196
"623.1047573",29,NA,29,21,NA,21
"623.1255649",662,23,639,658,23,635
"623.1259803",41,4,37,41,4,37
"623.1398461",7,NA,7,3,NA,3
"623.1408036",39,NA,39,39,NA,39
"623.1412478",9,NA,9,9,NA,9
"623.1416224",1,NA,1,1,NA,1
"623.1542095",4,NA,4,4,NA,4
"623.1606433",1,1,NA,1,1,NA
"623.1624224",20,NA,20,20,NA,20
"623.1629705",1,NA,1,1,NA,1
"623.1754223",4,NA,4,4,NA,4
"623.1774493",4,NA,4,4,NA,4
"623.1778588",2,NA,2,2,NA,2
"623.1903355",32,NA,32,13,NA,13
"623.1968849",1,NA,1,1,NA,1
"623.1983716",828,9,819,800,8,792
"623.1987474",29,NA,29,29,NA,29
"623.2146695",1,NA,1,1,NA,1
"623.2169376",5,NA,5,5,NA,5
"623.2259954",7,NA,7,7,NA,7
"623.2266405",70,NA,70,67,NA,67
"623.2337553",2,NA,2,2,NA,2
"623.2347542",469,4,465,453,4,449
"623.2351994",13,NA,13,13,NA,13
"623.2355932",1,NA,1,1,NA,1
"623.2470528",2,2,NA,2,2,NA
"623.2497776",24,NA,24,24,NA,24
"623.2533962",2,NA,2,1,NA,1
"623.2582859",1,1,NA,1,1,NA
"623.2629482",51,NA,51,30,NA,30
"623.2634396",2,NA,2,1,NA,1
"623.2696043",1,NA,1,1,NA,1
"623.2710307",400,NA,400,400,NA,400
"623.2715591",27,NA,27,27,NA,27
"623.2720307",1,NA,1,1,NA,1
"623.2723536",1,NA,1,1,NA,1
"623.2821149",3,3,NA,3,3,NA
"623.2828795",2,2,NA,2,2,NA
"623.2839624",529,529,NA,521,521,NA
"623.2846051",1,1,NA,1,1,NA
"623.2853527",3,3,NA,3,3,NA
"623.2862283",14,NA,14,14,NA,14
"623.2920699",4,4,NA,3,3,NA
"623.3049156",7,7,NA,5,5,NA
"623.3063785",2,NA,2,2,NA,2
"623.3071483",34,NA,34,31,NA,31
"623.3076981",13,11,2,12,11,1
"623.3117228",1,NA,1,1,NA,1
"623.3201064",119,119,NA,119,119,NA
"623.3213373",1,1,NA,1,1,NA
"623.3414488",1,1,NA,1,1,NA
"623.3439953",2,2,NA,2,2,NA
"623.3564539",5,5,NA,5,5,NA
"623.3787209",2,2,NA,2,2,NA
"623.3801432",3,3,NA,3,3,NA
"624.1206911",8,NA,8,8,NA,8
"624.1217706",2,NA,2,2,NA,2
"624.1272027",1,NA,1,1,NA,1
"624.1280506",3,NA,3,3,NA,3
"624.1568253",5,NA,5,5,NA,5
"624.1572429",2,NA,2,2,NA,2
"624.1647934",30,NA,30,29,NA,29
"624.2013728",3,NA,3,3,NA,3
"624.2358733",1,NA,1,1,NA,1
"624.2375583",25,NA,25,23,NA,23
"624.2422828",6,6,NA,5,5,NA
"624.2428298",40,40,NA,35,35,NA
"624.2792285",30,30,NA,23,23,NA
"624.4483875",1,1,NA,1,1,NA
"624.4593431",2,NA,2,2,NA,2
"625.0461907",5,NA,5,3,NA,3
"625.0468815",42,4,38,42,4,38
"625.0473786",33,NA,33,31,NA,31
"625.0682144",557,35,522,557,35,522
"625.0687221",12,1,11,12,1,11
"625.0822442",16,NA,16,14,NA,14
"625.0832707",25,2,23,22,1,21
"625.0837434",112,9,103,109,9,100
"625.0846649",3,NA,3,1,NA,1
"625.1029714",9,NA,9,9,NA,9
"625.1044435",238,7,231,238,7,231
"625.1049442",106,1,105,106,1,105
"625.1054357",5,2,3,5,2,3
"625.1188566",27,NA,27,26,NA,26
"625.1196611",61,2,59,59,1,58
"625.1206657",5,NA,5,2,NA,2
"625.1397756",9,NA,9,10,NA,10
"625.1408979",1041,24,1017,1040,24,1016
"625.1413281",98,3,95,98,3,95
"625.1552938",13,NA,13,11,NA,11
"625.1560193",46,NA,46,45,NA,45
"625.1564937",20,NA,20,20,NA,20
"625.1569565",3,NA,3,3,NA,3
"625.1693324",247,NA,247,247,NA,247
"625.1697592",16,NA,16,13,NA,13
"625.1759887",2,NA,2,2,NA,2
"625.1773321",2165,9,2156,2024,9,2015
"625.1777803",55,1,54,55,1,54
"625.1782364",7,NA,7,7,NA,7
"625.1909308",3,NA,3,2,NA,2
"625.1916506",11,NA,11,10,NA,10
"625.1924983",126,NA,126,126,NA,126
"625.1929422",14,NA,14,14,NA,14
"625.1934004",4,NA,4,3,NA,3
"625.1937867",1,NA,1,1,NA,1
"625.1955931",1,NA,1,1,NA,1
"625.2057332",885,NA,885,825,NA,825
"625.2062181",11,NA,11,11,NA,11
"625.2066619",7,NA,7,7,NA,7
"625.2124391",1,NA,1,1,NA,1
"625.2137878",2772,35,2737,2929,38,2891
"625.2146965",5,NA,5,5,NA,5
"625.2151719",6,NA,6,6,NA,6
"625.2283873",7,NA,7,7,NA,7
"625.2290856",288,NA,288,287,NA,287
"625.2299967",3,NA,3,3,NA,3
"625.2303884",1,NA,1,1,NA,1
"625.2329069",1,NA,1,1,NA,1
"625.2421852",441,10,431,299,6,293
"625.2427066",3,NA,3,2,NA,2
"625.2486078",5,NA,5,3,NA,3
"625.2490371",7,NA,7,7,NA,7
"625.2501721",1453,36,1417,1453,36,1417
"625.2506538",57,NA,57,57,NA,57
"625.2511048",3,NA,3,3,NA,3
"625.2516243",1,NA,1,1,NA,1
"625.2630094",15,15,NA,15,15,NA
"625.2653423",15,NA,15,15,NA,15
"625.2660696",1,NA,1,1,NA,1
"625.2689076",1,NA,1,1,NA,1
"625.2693428",2,NA,2,1,NA,1
"625.2781382",5,NA,5,5,NA,5
"625.2864721",248,93,155,248,93,155
"625.2870345",23,9,14,22,8,14
"625.2875434",1,NA,1,1,NA,1
"625.2879391",7,NA,7,7,NA,7
"625.2994677",89,89,NA,88,88,NA
"625.3003129",2,2,NA,2,2,NA
"625.3023475",2,2,NA,2,2,NA
"625.3031707",1,NA,1,1,NA,1
"625.3206694",8,8,NA,6,6,NA
"625.3222549",2,2,NA,1,1,NA
"625.3227005",12,12,NA,6,6,NA
"625.3235802",7,7,NA,7,7,NA
"625.3241181",5,5,NA,5,5,NA
"625.3385761",9,6,3,4,2,2
"625.3584483",3,3,NA,3,3,NA
"625.3590675",6,6,NA,6,6,NA
"625.3596823",28,28,NA,27,27,NA
"625.3956658",76,76,NA,76,76,NA
"625.3961312",1,1,NA,1,1,NA
"625.4143474",12,12,NA,12,12,NA
"626.1153751",2,NA,2,2,NA,2
"626.1394995",2,NA,2,1,NA,1
"626.1449987",5,NA,5,1,NA,1
"626.1799618",16,NA,16,16,NA,16
"626.2150725",3,NA,3,3,NA,3
"626.2165558",2,NA,2,2,NA,2
"626.2566994",1,1,NA,1,1,NA
"626.4824251",1,1,NA,1,1,NA
"626.5365449",5,5,NA,2,2,NA
"626.5380213",1,1,NA,1,1,NA
"626.9945537",2,2,NA,2,2,NA
"627.0262562",23,NA,23,23,NA,23
"627.0476133",55,3,52,55,3,52
"627.0626552",628,22,606,628,22,606
"627.0631134",25,3,22,25,3,22
"627.0636598",1,NA,1,1,NA,1
"627.0820949",1,NA,1,1,NA,1
"627.0831482",6,NA,6,6,NA,6
"627.0842988",34,NA,34,34,NA,34
"627.0847366",6,NA,6,6,NA,6
"627.0850876",3,NA,3,2,NA,2
"627.0979538",2,NA,2,2,NA,2
"627.0987673",58,3,55,58,3,55
"627.0992776",556,20,536,556,20,536
"627.1000308",4,NA,4,4,NA,4
"627.1200117",197,4,193,196,4,192
"627.1205455",59,3,56,58,3,55
"627.1212218",10,NA,10,8,NA,8
"627.1338727",2,NA,2,2,NA,2
"627.1343495",1,NA,1,1,NA,1
"627.1352883",167,1,166,167,1,166
"627.1358506",64,NA,64,64,NA,64
"627.1363195",12,NA,12,12,NA,12
"627.1480346",5,NA,5,5,NA,5
"627.1487234",54,NA,54,15,NA,15
"627.1492297",2,NA,2,2,NA,2
"627.1542558",2,NA,2,2,NA,2
"627.1564046",443,2,441,442,2,440
"627.1568985",61,NA,61,61,NA,61
"627.1701659",4,NA,4,4,NA,4
"627.1715657",128,NA,128,76,NA,76
"627.1724661",3,NA,3,3,NA,3
"627.1733494",1,NA,1,1,NA,1
"627.1751275",12,NA,12,8,NA,8
"627.1837414",3,NA,3,3,NA,3
"627.1848232",200,NA,200,200,NA,200
"627.1908199",4,NA,4,4,NA,4
"627.1931772",230,4,226,229,4,225
"627.1936992",7,NA,7,7,NA,7
"627.2062349",5,NA,5,5,NA,5
"627.2068788",3,NA,3,3,NA,3
"627.2077875",83,NA,83,53,NA,53
"627.2082997",519,NA,519,519,NA,519
"627.2088377",7,NA,7,7,NA,7
"627.2210506",21,NA,21,21,NA,21
"627.2215984",118,NA,118,31,NA,31
"627.2219984",2,NA,2,2,NA,2
"627.2289438",111,NA,111,104,NA,104
"627.2294547",822,NA,822,868,NA,868
"627.2300088",8,NA,8,5,NA,5
"627.2303309",2,NA,2,2,NA,2
"627.2339874",2,2,NA,1,1,NA
"627.2425198",14,NA,14,4,NA,4
"627.2432985",7,NA,7,7,NA,7
"627.2440625",10,NA,10,9,NA,9
"627.2446662",417,NA,417,417,NA,417
"627.2450672",5,NA,5,5,NA,5
"627.2479485",2,NA,2,2,NA,2
"627.2567778",4,NA,4,4,NA,4
"627.2575357",103,NA,103,103,NA,103
"627.2580491",14,NA,14,6,NA,6
"627.2585915",1,NA,1,1,NA,1
"627.2633238",4,NA,4,4,NA,4
"627.2640167",2,2,NA,1,1,NA
"627.2652063",12,3,9,12,3,9
"627.2658162",283,32,251,283,32,251
"627.2663811",2,1,1,1,NA,1
"627.2667143",2,NA,2,2,NA,2
