MolForm,Class,Group,cs.flag.emergent_sed,cs.flag.emergent_water,cs.flag.emergent_overlap,cs.flag.emergent_general.overlap
C11H17O10P,Carb,Unsaturated aliphatics,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C11H18O10N4S,Carb,Sugars,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C11H18O11N4S,Carb,Sugars,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C11H18O8S,Carb,Unsaturated aliphatics,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C11H7O6N,ConHC,Combusted polycondensed aromatics,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C11H7O7N,ConHC,Combusted polycondensed aromatics,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C11H9O5N,Lignin,Phenols,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C11H9O7N,Lignin,Phenols,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C11H9O8N,Tannin,Phenols,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C12H10O11,Tannin,Sugars,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C12H10O5N2,Lignin,Polyphenols,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C12H10O6N2,Lignin,Polyphenols,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C12H10O7S,Lignin,Highly unsaturated compounds,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C12H10O8S,Tannin,Highly unsaturated compounds,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C12H11O5N,Lignin,Polyphenols,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C12H11O8N,Tannin,Highly unsaturated compounds,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C12H12O3,Lignin,Polyphenols,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C12H12O5S,Lignin,Highly unsaturated compounds,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C12H12O6N2,Lignin,Highly unsaturated compounds,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C12H12O6S,Lignin,Highly unsaturated compounds,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C12H12O7N2,Lignin,Highly unsaturated compounds,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C12H12O7S,Lignin,Highly unsaturated compounds,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C12H12O9S,Tannin,Highly unsaturated compounds,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C12H13O4N,Lignin,Highly unsaturated compounds,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C12H13O9N,Tannin,Highly unsaturated compounds,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C12H14O11,Tannin,Sugars,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C12H14O4N2,Lignin,Highly unsaturated compounds,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C12H14O5N2,Lignin,Highly unsaturated compounds,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C12H14O6N2,Lignin,Highly unsaturated compounds,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C12H14O6S,Lignin,Highly unsaturated compounds,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C12H14O8S,Tannin,Highly unsaturated compounds,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C12H14O9S,Tannin,Highly unsaturated compounds,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C12H15O9N,Tannin,Highly unsaturated compounds,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C12H16O7N2,Lignin,Highly unsaturated compounds,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C12H16O8S,Tannin,Highly unsaturated compounds,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C12H17O11N,Tannin,Sugars,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C12H17O11P,Tannin,Sugars,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C12H18O10,Carb,Unsaturated aliphatics,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C12H18O8S,AminoSugar,Unsaturated aliphatics,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C12H18O9S,Carb,Unsaturated aliphatics,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C12H19O11P,Carb,Unsaturated aliphatics,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C12H22O11S,Carb,Unsaturated aliphatics,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C12H22O12S,Carb,Unsaturated aliphatics,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C12H24O11S,Carb,Unsaturated aliphatics,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C12H26O10S,Carb,NA,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C12H6O6,ConHC,Combusted polycondensed aromatics,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C12H7O6N,ConHC,Combusted polycondensed aromatics,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C12H7O7N,ConHC,Combusted polycondensed aromatics,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C12H8O4,ConHC,Combusted polycondensed aromatics,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C12H9O5N,ConHC,Polyphenols,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C12H9O6N,ConHC,Polyphenols,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C12H9O8N,ConHC,Polyphenols,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C12H9O9N,ConHC,Polyphenols,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C13H10O12,ConHC,Sugars,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C13H10O7N2,ConHC,Polyphenols,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C13H10O7S,ConHC,Polyphenols,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C13H10O8S,ConHC,Polyphenols,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C13H11O10N,Tannin,Highly unsaturated compounds,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C13H11O5N,Lignin,Polyphenols,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C13H12O10S,Tannin,Highly unsaturated compounds,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C13H12O12,Tannin,Sugars,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C13H12O14N3P,Tannin,Sugars,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C13H12O6N2,Lignin,Polyphenols,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C13H12O6S,Lignin,Highly unsaturated compounds,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C13H12O7N2,Lignin,Highly unsaturated compounds,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C13H12O7S,Lignin,Highly unsaturated compounds,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C13H12O8S,Lignin,Highly unsaturated compounds,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C13H12O9N2,Tannin,Highly unsaturated compounds,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C13H12O9S,Tannin,Highly unsaturated compounds,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C13H13O11N,Tannin,Highly unsaturated compounds,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C13H13O5N,Lignin,Highly unsaturated compounds,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C13H14O10S,Tannin,Highly unsaturated compounds,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C13H14O12,Tannin,Sugars,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C13H14O3,Lignin,Highly unsaturated compounds,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C13H14O5S,Lignin,Highly unsaturated compounds,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C13H14O6N2,Lignin,Highly unsaturated compounds,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C13H14O6S,Lignin,Highly unsaturated compounds,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C13H14O7N2,Lignin,Highly unsaturated compounds,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C13H14O7S,Lignin,Highly unsaturated compounds,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C13H14O8N2,Lignin,Highly unsaturated compounds,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C13H14O8S,Lignin,Highly unsaturated compounds,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C13H14O9S,Tannin,Highly unsaturated compounds,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C13H15O11P,Tannin,Highly unsaturated compounds,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C13H15O6N3,Lignin,Highly unsaturated compounds,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C13H16O3,Lignin,Highly unsaturated compounds,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C13H16O6S,Lignin,Highly unsaturated compounds,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C13H16O8N2,Lignin,Highly unsaturated compounds,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C13H16O8S,Lignin,Highly unsaturated compounds,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C13H16O9S,Tannin,Highly unsaturated compounds,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C13H18O11,Tannin,Highly unsaturated compounds,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C13H18O7N2,Lignin,Highly unsaturated compounds,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C13H18O7S,Lignin,Highly unsaturated compounds,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C13H18O8N2,Lignin,Highly unsaturated compounds,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C13H18O8S,Lignin,Highly unsaturated compounds,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C13H18O9S,Tannin,Highly unsaturated compounds,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C13H19O11P,Tannin,Highly unsaturated compounds,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C13H19O12P,Tannin,Sugars,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C13H20O10,Carb,Unsaturated aliphatics,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C13H20O8S,AminoSugar,Unsaturated aliphatics,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C13H20O9S,AminoSugar,Unsaturated aliphatics,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C13H22O6S,Protein,Unsaturated aliphatics,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C13H22O7S,Protein,Unsaturated aliphatics,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C13H24O10S,Carb,Unsaturated aliphatics,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C13H24O12S,Carb,Unsaturated aliphatics,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C13H26O10S,Carb,Unsaturated aliphatics,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C13H26O11S,Carb,Unsaturated aliphatics,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C13H6O7,ConHC,Combusted polycondensed aromatics,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C13H6O8,ConHC,Combusted polycondensed aromatics,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C13H6O9,ConHC,Combusted polycondensed aromatics,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C13H8O11,ConHC,Polyphenols,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C13H8O5,ConHC,Combusted polycondensed aromatics,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C13H9O5N,ConHC,Combusted polycondensed aromatics,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C13H9O6N,ConHC,Combusted polycondensed aromatics,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C13H9O7N,ConHC,Polyphenols,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C14H10O12,ConHC,Polyphenols,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C14H10O9S,ConHC,Polyphenols,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C14H11O5N,ConHC,Polyphenols,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C14H12O13,Tannin,Sugars,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C14H12O4,Lignin,Polyphenols,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C14H12O5N2,Lignin,Polyphenols,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C14H12O6N2,Lignin,Polyphenols,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C14H12O7N2,Lignin,Polyphenols,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C14H12O7S,Lignin,Highly unsaturated compounds,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C14H12O8N2,Lignin,Polyphenols,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C14H12O8S,Lignin,Highly unsaturated compounds,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C14H12O9S,Lignin,Highly unsaturated compounds,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C14H13O5N,Lignin,Polyphenols,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C14H13O7N3,Lignin,Highly unsaturated compounds,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C14H14O10N2,Tannin,Highly unsaturated compounds,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C14H14O10S,Tannin,Highly unsaturated compounds,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C14H14O13,Tannin,Sugars,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C14H14O5N2,Lignin,Highly unsaturated compounds,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C14H14O6S,Lignin,Highly unsaturated compounds,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C14H14O7S,Lignin,Highly unsaturated compounds,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C14H14O8S,Lignin,Highly unsaturated compounds,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C14H14O9N2,Lignin,Highly unsaturated compounds,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C14H14O9S,Lignin,Highly unsaturated compounds,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C14H15O10P,Tannin,Highly unsaturated compounds,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C14H15O5N,Lignin,Highly unsaturated compounds,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C14H16O3,Lignin,Highly unsaturated compounds,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C14H16O6S,Lignin,Highly unsaturated compounds,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C14H16O7S,Lignin,Highly unsaturated compounds,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C14H16O8S,Lignin,Highly unsaturated compounds,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C14H16O9S,Lignin,Highly unsaturated compounds,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C14H17O4N,Lignin,Highly unsaturated compounds,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C14H18O10S,Tannin,Highly unsaturated compounds,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C14H18O12,Tannin,Highly unsaturated compounds,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C14H18O5S,Lignin,Highly unsaturated compounds,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C14H18O6S,Lignin,Highly unsaturated compounds,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C14H18O7S,Lignin,Highly unsaturated compounds,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C14H19O12P,Tannin,Highly unsaturated compounds,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C14H19O8NS,Lignin,Highly unsaturated compounds,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C14H20O10S,Tannin,Highly unsaturated compounds,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C14H20O11,Tannin,Highly unsaturated compounds,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C14H20O11N4S,Tannin,Highly unsaturated compounds,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C14H20O6N2,Lignin,Highly unsaturated compounds,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C14H20O6S,Lignin,Highly unsaturated compounds,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C14H20O7N2,Lignin,Highly unsaturated compounds,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C14H20O7S,Lignin,Highly unsaturated compounds,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C14H20O8N2,Lignin,Highly unsaturated compounds,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C14H20O9S,Lignin,Highly unsaturated compounds,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C14H21O12N,Carb,NA,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C14H21O12P,Carb,Unsaturated aliphatics,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C14H22O6S,Protein,Unsaturated aliphatics,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C14H22O8NP,AminoSugar,NA,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C14H22O8S,AminoSugar,Unsaturated aliphatics,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C14H22O9S,AminoSugar,Unsaturated aliphatics,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C14H24O10S,Carb,Unsaturated aliphatics,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C14H24O12S,Carb,Unsaturated aliphatics,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C14H24O6S,Protein,Unsaturated aliphatics,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C14H24O7S,Protein,Unsaturated aliphatics,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C14H24O8S,AminoSugar,Unsaturated aliphatics,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C14H26O10S,Carb,Unsaturated aliphatics,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C14H26O11S,Carb,Unsaturated aliphatics,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C14H27O10N2P,Carb,NA,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C14H27O9N2P,AminoSugar,NA,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C14H6O9,ConHC,Combusted polycondensed aromatics,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C14H9O10N,ConHC,Polyphenols,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C14H9O6N,ConHC,Combusted polycondensed aromatics,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C14H9O8N,ConHC,Combusted polycondensed aromatics,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C15H11O6N,ConHC,Polyphenols,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C15H11O7N,ConHC,Polyphenols,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C15H12O10S,Tannin,Highly unsaturated compounds,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C15H12O14,Tannin,Sugars,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C15H12O9S,Lignin,Highly unsaturated compounds,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C15H14O10S,Tannin,Highly unsaturated compounds,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C15H14O11S,Tannin,Highly unsaturated compounds,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C15H14O14,Tannin,Sugars,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C15H14O5N2,Lignin,Polyphenols,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C15H14O6N2,Lignin,Polyphenols,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C15H14O7N2,Lignin,Highly unsaturated compounds,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C15H14O7S,Lignin,Highly unsaturated compounds,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C15H14O8N2,Lignin,Highly unsaturated compounds,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C15H14O8S,Lignin,Highly unsaturated compounds,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C15H14O9N2,Lignin,Highly unsaturated compounds,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C15H14O9S,Lignin,Highly unsaturated compounds,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C15H15O10P,Tannin,Highly unsaturated compounds,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C15H15O11P,Tannin,Highly unsaturated compounds,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C15H15O5N,Lignin,Highly unsaturated compounds,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C15H15O9P,Lignin,Highly unsaturated compounds,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
C15H16O10S,Tannin,Highly unsaturated compounds,Satellite,In-between,Sed Sat - Water Inbetween,Shifter
