sample,Dist,peak.x,peak.y,Dist.plus,Dist.minus,Trans.name
SW_S19S-0048,0.984016213684981,201.076812231104,200.092796017419,0.984026213684981,0.984006213684981,H_1O1N_1
SW_S19S-0048,0.03638471314801,201.113196944252,201.076812231104,0.03639471314801,0.0363747131480099,CH4_O
SW_S19S-0048,1.99570598795299,204.559757630242,202.564051642289,1.99571598795299,1.99569598795299,H_1O_1F1
SW_S19S-0048,6.02582172377501,207.012110279783,200.986288556008,6.02583172377501,6.02581172377501,C3H2O_2
SW_S19S-0048,7.96869912651403,209.045511357618,201.076812231104,7.96870912651402,7.96868912651403,CH_4
SW_S19S-0048,2.015640502997,209.045511357618,207.029870854621,2.015650502997,2.015630502997,H2
SW_S19S-0048,8.005085867388,209.081898098492,201.076812231104,8.005095867388,8.005075867388,C2O_1
SW_S19S-0048,7.96870115423999,209.081898098492,201.113196944252,7.96871115423999,7.96869115423999,CH_4
SW_S19S-0048,2.05202724387098,209.081898098492,207.029870854621,2.05203724387098,2.05201724387098,CH6O_1
SW_S19S-0048,0.0363867408739793,209.081898098492,209.045511357618,0.0363967408739793,0.0363767408739793,CH4_O
SW_S19S-0048,3.99491656785099,211.024787422472,207.029870854621,3.99492656785099,3.99490656785099,C_1O1
SW_S19S-0048,4.031302790175,211.061173644796,207.029870854621,4.031312790175,4.03129279017501,H4
SW_S19S-0048,0.0363862223240119,211.061173644796,211.024787422472,0.0363962223240119,0.0363762223240119,CH4_O
SW_S19S-0048,10.020742747009,211.097554978113,201.076812231104,10.020752747009,10.020732747009,C2H2O_1
SW_S19S-0048,9.98435803386101,211.097554978113,201.113196944252,9.98436803386101,9.98434803386101,H_2C1
SW_S19S-0048,2.052043620495,211.097554978113,209.045511357618,2.052053620495,2.052033620495,CH6O_1
SW_S19S-0048,2.01565687962102,211.097554978113,209.081898098492,2.01566687962102,2.01564687962102,H2
SW_S19S-0048,0.0363813333169958,211.097554978113,211.061173644796,0.0363913333169958,0.0363713333169958,CH4_O
SW_S19S-0048,10.02074079227,211.133937736522,201.113196944252,10.02075079227,10.02073079227,C2H2O_1
SW_S19S-0048,5.97417989808901,211.133937736522,205.159757838433,5.974189898089,5.97416989808901,C_2H_2O2
SW_S19S-0048,2.05203963803001,211.133937736522,209.081898098492,2.05204963803001,2.05202963803001,CH6O_1
SW_S19S-0048,0.0363827584089904,211.133937736522,211.097554978113,0.0363927584089904,0.0363727584089904,CH4_O
SW_S19S-0048,11.963616229881,213.040428460985,201.076812231104,11.963626229881,11.963606229881,H_4O1
SW_S19S-0048,6.01055760636399,213.040428460985,207.029870854621,6.01056760636399,6.01054760636399,C_1H2O
SW_S19S-0048,3.99491710336699,213.040428460985,209.045511357618,3.99492710336699,3.99490710336699,C_1O1
SW_S19S-0048,2.015641038513,213.040428460985,211.024787422472,2.015651038513,2.015631038513,H2
SW_S19S-0048,12.984025551748,213.076821569167,200.092796017419,12.984035551748,12.984015551748,CH_1N_1O
SW_S19S-0048,12.000009338063,213.076821569167,201.076812231104,12.000019338063,11.999999338063,C1
SW_S19S-0048,11.963624624915,213.076821569167,201.113196944252,11.963634624915,11.963614624915,H_4O1
SW_S19S-0048,6.046950714546,213.076821569167,207.029870854621,6.046960714546,6.046940714546,H6
SW_S19S-0048,3.99492347067502,213.076821569167,209.081898098492,3.99493347067502,3.99491347067502,C_1O1
SW_S19S-0048,2.05203414669501,213.076821569167,211.024787422472,2.05204414669501,2.05202414669501,CH6O_1
SW_S19S-0048,2.015647924371,213.076821569167,211.061173644796,2.015657924371,2.015637924371,H2
SW_S19S-0048,1.979266591054,213.076821569167,211.097554978113,1.979276591054,1.979256591054,C_1H_2O1
SW_S19S-0048,14.052031440986,214.144827458405,200.092796017419,14.052041440986,14.052021440986,C2H6O_1
SW_S19S-0048,13.031630514153,214.144827458405,201.113196944252,13.031640514153,13.031620514153,C1H3N1O_1
SW_S19S-0048,8.062601751773,215.092472606394,207.029870854621,8.062611751773,8.062591751773,H8
SW_S19S-0048,6.01057450790202,215.092472606394,209.081898098492,6.01058450790202,6.01056450790202,C_1H2O
SW_S19S-0048,4.031298961598,215.092472606394,211.061173644796,4.031308961598,4.031288961598,H4
SW_S19S-0048,3.994917628281,215.092472606394,211.097554978113,3.994927628281,3.994907628281,C_1O1
SW_S19S-0048,2.05204414540901,215.092472606394,213.040428460985,2.05205414540901,2.05203414540901,CH6O_1
SW_S19S-0048,2.015651037227,215.092472606394,213.076821569167,2.015661037227,2.015641037227,H2
SW_S19S-0048,14.052032406259,215.128844637363,201.076812231104,14.052042406259,14.052022406259,C2H6O_1
SW_S19S-0048,14.015647693111,215.128844637363,201.113196944252,14.015657693111,14.015637693111,CH2
SW_S19S-0048,9.96908679892999,215.128844637363,205.159757838433,9.96909679892999,9.96907679892999,C_3H_2O3
SW_S19S-0048,6.046946538871,215.128844637363,209.081898098492,6.046956538871,6.046936538871,H6
SW_S19S-0048,3.99490690084099,215.128844637363,211.133937736522,3.99491690084099,3.99489690084099,C_1O1
SW_S19S-0048,0.984017178957998,215.128844637363,214.144827458405,0.984027178957998,0.984007178957998,H_1O1N_1
SW_S19S-0048,0.0363720309689768,215.128844637363,215.092472606394,0.0363820309689768,0.0363620309689768,CH4_O
SW_S19S-0048,16.031299197343,216.124095214762,200.092796017419,16.031309197343,16.031289197343,C1H4
SW_S19S-0048,15.047282983658,216.124095214762,201.076812231104,15.047292983658,15.047272983658,CH5NO_1
SW_S19S-0048,15.01089827051,216.124095214762,201.113196944252,15.01090827051,15.01088827051,H1N1
