sample,Dist,peak.x,peak.y,Dist.plus,Dist.minus,Trans.name
SED_S19S-0028,0.036380965971972,201.076812231104,201.040431265132,0.036390965971972,0.036370965971972,CH4_O
SED_S19S-0028,0.03638471314801,201.113196944252,201.076812231104,0.03639471314801,0.0363747131480099,CH4_O
SED_S19S-0028,1.03162634922501,202.108438580329,201.076812231104,1.03163634922501,1.03161634922501,H3O_1N1
SED_S19S-0028,0.995241636076997,202.108438580329,201.113196944252,0.995251636076997,0.995231636076997,C_1H_1N1
SED_S19S-0028,0.984020689317987,202.108438580329,201.124417891011,0.984030689317987,0.984010689317987,H_1O1N_1
SED_S19S-0028,2.01565680872298,203.056088073855,201.040431265132,2.01566680872298,2.01564680872298,H2
SED_S19S-0028,2.01564135715302,203.092453588257,201.076812231104,2.01565135715302,2.01563135715302,H2
SED_S19S-0028,1.97925664400501,203.092453588257,201.113196944252,1.97926664400501,1.97924664400501,C_1H_2O1
SED_S19S-0028,1.96803569724599,203.092453588257,201.124417891011,1.96804569724599,1.96802569724599,H_2N_2O2
SED_S19S-0028,0.984015007928008,203.092453588257,202.108438580329,0.984025007928008,0.984005007928008,H_1O1N_1
SED_S19S-0028,2.05202560156903,203.128837832673,201.076812231104,2.05203560156903,2.05201560156903,CH6O_1
SED_S19S-0028,2.01564088842102,203.128837832673,201.113196944252,2.01565088842102,2.01563088842102,H2
SED_S19S-0028,0.0363842444160127,203.128837832673,203.092453588257,0.0363942444160127,0.0363742444160127,CH4_O
SED_S19S-0028,0.984006154350993,205.05059474712,204.066588592769,0.984016154350993,0.983996154350993,H_1O1N_1
SED_S19S-0028,4.031297632774,205.071728897906,201.040431265132,4.031307632774,4.031287632774,H4
SED_S19S-0028,3.99491666680203,205.071728897906,201.076812231104,3.99492666680203,3.99490666680203,C_1O1
SED_S19S-0028,2.01564082405102,205.071728897906,203.056088073855,2.01565082405102,2.01563082405102,H2
SED_S19S-0028,6.02581775603397,207.066249021166,201.040431265132,6.02582775603397,6.02580775603397,C3H2O_2
SED_S19S-0028,5.989436790062,207.066249021166,201.076812231104,5.989446790062,5.989426790062,C2H_2O_1
SED_S19S-0028,2.99966042839699,207.066249021166,204.066588592769,2.99967042839699,2.99965042839699,H1O1N_1
SED_S19S-0028,2.015654274046,207.066249021166,205.05059474712,2.015664274046,2.015644274046,H2
SED_S19S-0028,6.025819843313,207.102632074417,201.076812231104,6.025829843313,6.025809843313,C3H2O_2
SED_S19S-0028,5.98943513016499,207.102632074417,201.113196944252,5.98944513016499,5.98942513016499,C2H_2O_1
SED_S19S-0028,2.052037327297,207.102632074417,205.05059474712,2.052047327297,2.052027327297,CH6O_1
SED_S19S-0028,0.0363830532510008,207.102632074417,207.066249021166,0.0363930532510008,0.0363730532510008,CH4_O
SED_S19S-0028,6.025826540526,207.139023484778,201.113196944252,6.025836540526,6.025816540526,C3H2O_2
SED_S19S-0028,8.005080092486,209.045511357618,201.040431265132,8.005090092486,8.005070092486,C2O_1
SED_S19S-0028,7.96869912651403,209.045511357618,201.076812231104,7.96870912651402,7.96868912651403,CH_4
SED_S19S-0028,3.99491661049802,209.045511357618,205.05059474712,3.99492661049802,3.99490661049802,C_1O1
SED_S19S-0028,1.97926233645202,209.045511357618,207.066249021166,1.97927233645202,1.97925233645202,C_1H_2O1
SED_S19S-0028,8.04146683335998,209.081898098492,201.040431265132,8.04147683335998,8.04145683335998,C3H4O_2
SED_S19S-0028,8.005085867388,209.081898098492,201.076812231104,8.005095867388,8.005075867388,C2O_1
SED_S19S-0028,7.96870115423999,209.081898098492,201.113196944252,7.96871115423999,7.96869115423999,CH_4
SED_S19S-0028,6.025810024637,209.081898098492,203.056088073855,6.025820024637,6.025800024637,C3H2O_2
SED_S19S-0028,5.98944451023499,209.081898098492,203.092453588257,5.98945451023499,5.98943451023499,C2H_2O_1
SED_S19S-0028,5.015309505723,209.081898098492,204.066588592769,5.015319505723,5.015299505723,H3N_1O1
SED_S19S-0028,4.031303351372,209.081898098492,205.05059474712,4.031313351372,4.031293351372,H4
SED_S19S-0028,2.015649077326,209.081898098492,207.066249021166,2.015659077326,2.015639077326,H2
SED_S19S-0028,1.979266024075,209.081898098492,207.102632074417,1.979276024075,1.979256024075,C_1H_2O1
SED_S19S-0028,0.0363867408739793,209.081898098492,209.045511357618,0.0363967408739793,0.0363767408739793,CH4_O
SED_S19S-0028,2.052044618265,209.118293639431,207.066249021166,2.052054618265,2.052034618265,CH6O_1
SED_S19S-0028,1.97927015465299,209.118293639431,207.139023484778,1.97928015465299,1.97926015465299,C_1H_2O1
SED_S19S-0028,2.015656855011,209.154680339789,207.139023484778,2.015666855011,2.015646855011,H2
SED_S19S-0028,0.0363867003580083,209.154680339789,209.118293639431,0.0363967003580083,0.0363767003580083,CH4_O
SED_S19S-0028,9.98435615733999,211.024787422472,201.040431265132,9.98436615733999,9.98434615733999,H_2C1
SED_S19S-0028,7.96869934861701,211.024787422472,203.056088073855,7.96870934861701,7.96868934861701,CH_4
SED_S19S-0028,10.020742379664,211.061173644796,201.040431265132,10.020752379664,10.020732379664,C2H2O_1
SED_S19S-0028,8.00508557094102,211.061173644796,203.056088073855,8.00509557094102,8.00507557094102,C2O_1
SED_S19S-0028,5.98944474689,211.061173644796,205.071728897906,5.98945474689,5.98943474689,C2H_2O_1
SED_S19S-0028,3.99492462363003,211.061173644796,207.066249021166,3.99493462363003,3.99491462363003,C_1O1
SED_S19S-0028,0.0363862223240119,211.061173644796,211.024787422472,0.0363962223240119,0.0363762223240119,CH4_O
SED_S19S-0028,10.020742747009,211.097554978113,201.076812231104,10.020752747009,10.020732747009,C2H2O_1
SED_S19S-0028,9.98435803386101,211.097554978113,201.113196944252,9.98436803386101,9.98434803386101,H_2C1
SED_S19S-0028,8.04146690425802,211.097554978113,203.056088073855,8.04147690425802,8.04145690425802,C3H4O_2
SED_S19S-0028,7.03096638534402,211.097554978113,204.066588592769,7.03097638534402,7.03095638534402,H5O1N_1
SED_S19S-0028,6.025826080207,211.097554978113,205.071728897906,6.025836080207,6.025816080207,C3H2O_2
SED_S19S-0028,4.03130595694702,211.097554978113,207.066249021166,4.03131595694702,4.03129595694702,H4
SED_S19S-0028,3.99492290369602,211.097554978113,207.102632074417,3.99493290369602,3.99491290369602,C_1O1
SED_S19S-0028,2.052043620495,211.097554978113,209.045511357618,2.052053620495,2.052033620495,CH6O_1
SED_S19S-0028,2.01565687962102,211.097554978113,209.081898098492,2.01566687962102,2.01564687962102,H2
SED_S19S-0028,1.97926133868202,211.097554978113,209.118293639431,1.97927133868202,1.97925133868202,C_1H_2O1
SED_S19S-0028,0.0363813333169958,211.097554978113,211.061173644796,0.0363913333169958,0.0363713333169958,CH4_O
SED_S19S-0028,10.02074079227,211.133937736522,201.113196944252,10.02075079227,10.02073079227,C2H2O_1
SED_S19S-0028,4.03130566210501,211.133937736522,207.102632074417,4.03131566210501,4.03129566210501,H4
SED_S19S-0028,3.99491425174401,211.133937736522,207.139023484778,3.99492425174401,3.99490425174401,C_1O1
SED_S19S-0028,2.05203963803001,211.133937736522,209.081898098492,2.05204963803001,2.05202963803001,CH6O_1
SED_S19S-0028,2.01564409709101,211.133937736522,209.118293639431,2.01565409709101,2.01563409709101,H2
SED_S19S-0028,1.979257396733,211.133937736522,209.154680339789,1.979267396733,1.979247396733,C_1H_2O1
SED_S19S-0028,0.0363827584089904,211.133937736522,211.097554978113,0.0363927584089904,0.0363727584089904,CH4_O
SED_S19S-0028,11.015991622462,212.056422887594,201.040431265132,11.016001622462,11.015981622462,C1H1N1O_1
SED_S19S-0028,9.00033481373902,212.056422887594,203.056088073855,9.00034481373902,9.00032481373902,C1H_1N1O_1
